Ref,Val,Package,PosX,PosY,Rot,Side
"R1A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-10.000000,0.000000,top
"R1B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-10.000000,0.000000,top
"R1C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-4.920000,0.000000,top
"R1D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-4.920000,0.000000,top
"R2A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-23.500000,0.000000,top
"R2B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-23.500000,0.000000,top
"R2C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-18.420000,0.000000,top
"R2D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-18.420000,0.000000,top
"R3A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-37.000000,0.000000,top
"R3B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-37.000000,0.000000,top
"R3C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-31.920000,0.000000,top
"R3D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-31.920000,0.000000,top
"R4A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-50.500000,0.000000,top
"R4B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-50.500000,0.000000,top
"R4C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-45.420000,0.000000,top
"R4D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-45.420000,0.000000,top
"R5A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-64.000000,0.000000,top
"R5B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-64.000000,0.000000,top
"R5C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-58.920000,0.000000,top
"R5D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-58.920000,0.000000,top
"R6A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-77.500000,0.000000,top
"R6B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-77.500000,0.000000,top
"R6C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-72.420000,0.000000,top
"R6D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-72.420000,0.000000,top
"R7A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-91.000000,0.000000,top
"R7B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-91.000000,0.000000,top
"R7C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-85.920000,0.000000,top
"R7D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-85.920000,0.000000,top
"R8A","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-104.500000,0.000000,top
"R8B","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-104.500000,0.000000,top
"R8C","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",55.000000,-99.420000,0.000000,top
"R8D","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",110.000000,-99.420000,0.000000,top
"RSL1","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",90.000000,-128.000000,0.000000,top
"RSL2","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",122.000000,-118.000000,0.000000,top
"RSL3","ORDER CODE SELECTION REQUIRED","R_1206_3216Metric",150.000000,-128.000000,0.000000,top
"SW1","B3F-1000","SW_TH_Tactile_Omron_B3F-100x",42.000000,-119.000000,0.000000,top
