part,dimension,tag,type,xmin,ymin,zmin,xmax,ymax,zmax
C06,1,42,Line,52.9999999,-1e-07,-18.0000001,53.0000001,9.5250001,-17.9999999
C06,1,43,Circle,50.9999999,-1e-07,-20.0000001,53.0000001,1e-07,-17.9999999
C06,1,44,Line,52.9999999,-1e-07,-18.0000001,53.0000001,1e-07,34.0263741
C06,1,45,Circle,50.9999999,-1e-07,34.026373899999996,53.0000001,1e-07,36.0263741
C06,1,46,Line,36.9999999,-1e-07,36.026373899999996,51.0000001,1e-07,36.0263741
C06,1,47,Circle,34.9999999,-1e-07,34.026373899999996,37.0000001,1e-07,36.0263741
C06,1,48,Line,34.9999999,-1e-07,-8.0000001,35.0000001,1e-07,34.0263741
C06,1,49,Circle,32.9999999,-1e-07,-10.0000001,35.0000001,1e-07,-7.9999999
C06,1,50,Line,25.9999999,-1e-07,-10.0000001,33.0000001,1e-07,-9.9999999
C06,1,51,Circle,23.9999999,-1e-07,-10.0000001,26.0000001,1e-07,-7.9999999
C06,1,52,Line,23.9999999,-1e-07,-8.0000001,24.0000001,1e-07,18.0000001
C06,1,53,Circle,21.9999999,-1e-07,17.9999999,24.0000001,1e-07,20.0000001
C06,1,54,Line,-22.0000001,-1e-07,19.9999999,22.0000001,1e-07,20.0000001
C06,1,55,Circle,-24.0000001,-1e-07,17.9999999,-21.9999999,1e-07,20.0000001
C06,1,56,Line,-24.0000001,-1e-07,-8.0000001,-23.9999999,1e-07,18.0000001
C06,1,57,Circle,-26.0000001,-1e-07,-10.0000001,-23.9999999,1e-07,-7.9999999
C06,1,58,Line,-33.0000001,-1e-07,-10.0000001,-25.9999999,1e-07,-9.9999999
C06,1,59,Circle,-35.0000001,-1e-07,-10.0000001,-32.9999999,1e-07,-7.9999999
C06,1,60,Line,-35.0000001,-1e-07,-8.0000001,-34.9999999,1e-07,34.0263741
C06,1,61,Circle,-37.0000001,-1e-07,34.026373899999996,-34.9999999,1e-07,36.0263741
C06,1,62,Line,-51.0000001,-1e-07,36.026373899999996,-36.9999999,1e-07,36.0263741
C06,1,63,Circle,-53.0000001,-1e-07,34.026373899999996,-50.9999999,1e-07,36.0263741
C06,1,64,Line,-53.0000001,-1e-07,-18.0000001,-52.9999999,1e-07,34.0263741
C06,1,65,Circle,-17.350000100000003,-1e-07,6.6499999,-14.649999900000001,1e-07,9.350000099999999
C06,1,66,Circle,-17.350000100000003,-1e-07,-9.350000099999999,-14.649999900000001,1e-07,-6.6499999
C06,1,67,Circle,-5.650000100000001,-1e-07,4.349999899999999,5.650000100000001,1e-07,15.6500001
C06,1,68,Circle,14.649999900000001,-1e-07,6.6499999,17.350000100000003,1e-07,9.350000099999999
C06,1,69,Circle,-5.650000100000001,-1e-07,-15.6500001,5.650000100000001,1e-07,-4.349999899999999
C06,1,70,Circle,14.649999900000001,-1e-07,-9.350000099999999,17.350000100000003,1e-07,-6.6499999
C06,1,71,Line,-53.0000001,-1e-07,34.026373899999996,-52.9999999,9.5250001,34.0263741
C06,1,72,Line,-51.0000001,-1e-07,36.026373899999996,-50.9999999,9.5250001,36.0263741
C06,1,73,Line,-37.0000001,-1e-07,36.026373899999996,-36.9999999,9.5250001,36.0263741
C06,1,74,Line,-35.0000001,-1e-07,34.026373899999996,-34.9999999,9.5250001,34.0263741
C06,1,75,Line,-35.0000001,9.524999900000001,-8.0000001,-34.9999999,9.5250001,18.535898484862003
C06,1,76,Line,-35.0000001,-1e-07,-8.0000001,-34.9999999,9.5250001,-7.9999999
C06,1,77,Circle,-33.0000001,9.524999900000001,17.9999999,-32.9999999,11.5250001,20.0000001
C06,1,78,Circle,-35.0000001,11.524999900000001,19.9999999,-32.9999999,11.5250001,22.0000001
C06,1,79,Circle,-37.0000001,9.524999900000001,21.9999999,-34.9999999,11.5250001,22.0000001
C06,1,80,Circle,-35.000000099999895,9.524999900000001,17.9999999,-32.9999999,9.5250001,18.535898484862187
C06,1,81,Line,-35.0000001,11.524999900000001,21.9999999,-34.9999999,11.5250001,34.0263741
C06,1,82,Circle,-37.0000001,9.524999900000001,34.026373899999996,-34.9999999,11.5250001,34.0263741
C06,1,83,Line,-51.0000001,11.524999900000001,36.026373899999996,-36.9999999,11.5250001,36.0263741
C06,1,84,Circle,-51.0000001,9.524999900000001,34.026373899999996,-50.9999999,11.5250001,36.0263741
C06,1,85,Circle,-37.0000001,9.524999900000001,34.026373899999996,-36.9999999,11.5250001,36.0263741
C06,1,86,Line,-53.0000001,11.524999900000001,-18.0000001,-52.9999999,11.5250001,34.0263741
C06,1,87,Circle,-53.0000001,9.524999900000001,-18.0000001,-50.9999999,11.5250001,-17.9999999
C06,1,88,Circle,-53.0000001,9.524999900000001,34.026373899999996,-50.9999999,11.5250001,34.0263741
C06,1,89,Line,-51.0000001,11.524999900000001,-20.0000001,-21.9999999,11.5250001,-19.9999999
C06,1,90,Circle,-22.0000001,9.524999900000001,-20.0000001,-21.9999999,11.5250001,-17.9999999
C06,1,91,Circle,-51.0000001,9.524999900000001,-20.0000001,-50.9999999,11.5250001,-17.9999999
C06,1,92,Line,-20.0000001,11.524999900000001,-18.0000001,-19.9999999,11.5250001,18.0000001
C06,1,93,Circle,-22.0000001,9.524999900000001,17.9999999,-19.9999999,11.5250001,18.0000001
C06,1,94,Circle,-22.0000001,9.524999900000001,-18.0000001,-19.9999999,11.5250001,-17.9999999
C06,1,95,Line,-33.0000001,11.524999900000001,19.9999999,-21.9999999,11.5250001,20.0000001
C06,1,96,Line,-33.0000001,9.524999900000001,17.9999999,-23.9999999,9.5250001,18.0000001
C06,1,97,Circle,-22.0000001,9.524999900000001,17.9999999,-21.9999999,11.5250001,20.0000001
C06,1,98,Line,-24.0000001,-1e-07,17.9999999,-23.9999999,9.5250001,18.0000001
C06,1,99,Line,-22.0000001,-1e-07,19.9999999,-21.9999999,9.5250001,20.0000001
C06,1,100,Line,21.9999999,-1e-07,19.9999999,22.0000001,9.5250001,20.0000001
C06,1,101,Line,23.9999999,-1e-07,17.9999999,24.0000001,9.5250001,18.0000001
C06,1,102,Line,21.9999999,11.524999900000001,19.9999999,33.0000001,11.5250001,20.0000001
C06,1,103,Circle,21.9999999,9.524999900000001,17.9999999,22.0000001,11.5250001,20.0000001
C06,1,104,Line,23.9999999,9.524999900000001,17.9999999,33.0000001,9.5250001,18.0000001
C06,1,105,Circle,32.9999999,9.524999900000001,17.9999999,33.0000001,11.5250001,20.0000001
C06,1,106,Line,19.9999999,11.524999900000001,-18.0000001,20.0000001,11.5250001,18.0000001
C06,1,107,Circle,19.9999999,9.524999900000001,-18.0000001,22.0000001,11.5250001,-17.9999999
C06,1,108,Circle,19.9999999,9.524999900000001,17.9999999,22.0000001,11.5250001,18.0000001
C06,1,109,Line,21.9999999,11.524999900000001,-20.0000001,51.0000001,11.5250001,-19.9999999
C06,1,110,Circle,50.9999999,9.524999900000001,-20.0000001,51.0000001,11.5250001,-17.9999999
C06,1,111,Circle,21.9999999,9.524999900000001,-20.0000001,22.0000001,11.5250001,-17.9999999
C06,1,112,Line,52.9999999,11.524999900000001,-18.0000001,53.0000001,11.5250001,34.0263741
C06,1,113,Circle,50.9999999,9.524999900000001,34.026373899999996,53.0000001,11.5250001,34.0263741
C06,1,114,Circle,50.9999999,9.524999900000001,-18.0000001,53.0000001,11.5250001,-17.9999999
C06,1,115,Line,36.9999999,11.524999900000001,36.026373899999996,51.0000001,11.5250001,36.0263741
C06,1,116,Circle,36.9999999,9.524999900000001,34.026373899999996,37.0000001,11.5250001,36.0263741
C06,1,117,Circle,50.9999999,9.524999900000001,34.026373899999996,51.0000001,11.5250001,36.0263741
C06,1,118,Line,34.9999999,11.524999900000001,21.9999999,35.0000001,11.5250001,34.0263741
C06,1,119,Circle,34.9999999,9.524999900000001,21.9999999,37.0000001,11.5250001,22.0000001
C06,1,120,Circle,34.9999999,9.524999900000001,34.026373899999996,37.0000001,11.5250001,34.0263741
C06,1,121,Circle,32.9999999,11.524999900000001,19.9999999,35.0000001,11.5250001,22.0000001
C06,1,122,Circle,32.9999999,9.524999900000001,17.9999999,35.000000099999895,9.5250001,18.535898484862187
C06,1,123,Line,34.9999999,-1e-07,34.026373899999996,35.0000001,9.5250001,34.0263741
C06,1,124,Line,34.9999999,-1e-07,-8.0000001,35.0000001,9.5250001,-7.9999999
C06,1,125,Line,34.9999999,9.524999900000001,-8.0000001,35.0000001,9.5250001,18.535898484862003
C06,1,126,Line,36.9999999,-1e-07,36.026373899999996,37.0000001,9.5250001,36.0263741
C06,1,127,Line,50.9999999,-1e-07,36.026373899999996,51.0000001,9.5250001,36.0263741
C06,1,128,Line,52.9999999,-1e-07,34.026373899999996,53.0000001,9.5250001,34.0263741
C06,1,129,Line,-16.0000001,-1e-07,9.3499999,-15.9999999,9.5250001,9.350000099999999
C06,1,130,Line,-16.0000001,-1e-07,-6.650000100000001,-15.9999999,9.5250001,-6.6499999
C06,1,131,Line,-1.0000000067355574e-07,2.8999999,12.7499999,9.999999932644425e-08,9.5250001,12.7500001
C06,1,132,Circle,-2.7500001,2.8999999,7.2499999,2.7500001,2.9000000999999997,12.7500001
C06,1,133,Line,15.9999999,-1e-07,9.3499999,16.0000001,9.5250001,9.350000099999999
C06,1,134,Line,-1.0000000067355574e-07,2.8999999,-7.2500001,9.999999932644425e-08,9.5250001,-7.2499999
C06,1,135,Circle,-2.7500001,2.8999999,-12.7500001,2.7500001,2.9000000999999997,-7.2499999
C06,1,136,Line,15.9999999,-1e-07,-6.650000100000001,16.0000001,9.5250001,-6.6499999
C06,1,137,Line,-33.0000001,-1e-07,-10.0000001,-32.9999999,9.5250001,-9.9999999
C06,1,138,Circle,-35.0000001,9.524999900000001,-10.0000001,-32.9999999,9.5250001,-7.9999999
C06,1,139,Line,32.9999999,-1e-07,-10.0000001,33.0000001,9.5250001,-9.9999999
C06,1,140,Circle,32.9999999,9.524999900000001,-10.0000001,35.0000001,9.5250001,-7.9999999
C06,1,141,Line,-33.0000001,9.524999900000001,-10.0000001,-25.9999999,9.5250001,-9.9999999
C06,1,142,Line,-26.0000001,-1e-07,-10.0000001,-25.9999999,9.5250001,-9.9999999
C06,1,143,Line,25.9999999,9.524999900000001,-10.0000001,33.0000001,9.5250001,-9.9999999
C06,1,144,Line,25.9999999,-1e-07,-10.0000001,26.0000001,9.5250001,-9.9999999
C06,1,145,Line,-24.0000001,-1e-07,-8.0000001,-23.9999999,9.5250001,-7.9999999
C06,1,146,Circle,-26.0000001,9.524999900000001,-10.0000001,-23.9999999,9.5250001,-7.9999999
C06,1,147,Line,23.9999999,-1e-07,-8.0000001,24.0000001,9.5250001,-7.9999999
C06,1,148,Circle,23.9999999,9.524999900000001,-10.0000001,26.0000001,9.5250001,-7.9999999
C06,1,149,Line,-24.0000001,9.524999900000001,-8.0000001,-23.9999999,9.5250001,18.0000001
C06,1,150,Line,23.9999999,9.524999900000001,-8.0000001,24.0000001,9.5250001,18.0000001
C06,1,151,Line,-1.0000000138385087e-07,-1e-07,12.7499999,9.999999932644425e-08,2.9000001000000006,15.6500001
C06,1,152,Line,-1.0000000138385087e-07,-1e-07,-7.2500001,9.999999932644425e-08,2.9000001000000006,-4.349999899999999
C06,1,153,Line,-35.0000001,11.524999900000001,21.9999999,-34.9999999,25.4000001,22.0000001
C06,1,154,Circle,-35.0000001,25.399999899999997,19.9999999,-32.9999999,25.4000001,22.0000001
C06,1,155,Line,-33.0000001,11.524999900000001,19.9999999,-32.9999999,25.4000001,20.0000001
C06,1,156,Line,-35.0000001,11.524999900000001,34.026373899999996,-34.9999999,25.4000001,34.0263741
C06,1,157,Line,-35.0000001,25.399999899999997,21.9999999,-34.9999999,25.4000001,34.0263741
C06,1,158,Unknown,-37.0000001,9.524999900000001,34.026373899999996,-36.9999999,9.5250001,34.0263741
C06,1,159,Circle,-37.0000001,11.524999900000001,34.026373899999996,-34.9999999,11.5250001,36.0263741
C06,1,160,Line,-37.0000001,11.524999900000001,36.026373899999996,-36.9999999,25.4000001,36.0263741
C06,1,161,Line,-51.0000001,11.524999900000001,36.026373899999996,-50.9999999,25.4000001,36.0263741
C06,1,162,Line,-51.0000001,25.399999899999997,36.026373899999996,-36.9999999,25.4000001,36.0263741
C06,1,163,Unknown,-51.0000001,9.524999900000001,34.026373899999996,-50.9999999,9.5250001,34.0263741
C06,1,164,Circle,-53.0000001,11.524999900000001,34.026373899999996,-50.9999999,11.5250001,36.0263741
C06,1,165,Line,-53.0000001,11.524999900000001,34.026373899999996,-52.9999999,25.4000001,34.0263741
C06,1,166,Line,-53.0000001,11.524999900000001,-18.0000001,-52.9999999,25.4000001,-17.9999999
C06,1,167,Line,-53.0000001,25.399999899999997,-18.0000001,-52.9999999,25.4000001,34.0263741
C06,1,168,Unknown,-51.0000001,9.524999900000001,-18.0000001,-50.9999999,9.5250001,-17.9999999
C06,1,169,Circle,-53.0000001,11.524999900000001,-20.0000001,-50.9999999,11.5250001,-17.9999999
C06,1,170,Line,-51.0000001,11.524999900000001,-20.0000001,-50.9999999,25.4000001,-19.9999999
C06,1,171,Line,-22.0000001,11.524999900000001,-20.0000001,-21.9999999,25.4000001,-19.9999999
C06,1,172,Line,-51.0000001,25.399999899999997,-20.0000001,-21.9999999,25.4000001,-19.9999999
C06,1,173,Unknown,-22.0000001,9.524999900000001,-18.0000001,-21.9999999,9.5250001,-17.9999999
C06,1,174,Circle,-22.0000001,11.524999900000001,-20.0000001,-19.9999999,11.5250001,-17.9999999
C06,1,175,Line,-20.0000001,11.524999900000001,-18.0000001,-19.9999999,25.4000001,-17.9999999
C06,1,176,Line,-20.0000001,11.524999900000001,17.9999999,-19.9999999,25.4000001,18.0000001
C06,1,177,Line,-20.0000001,25.399999899999997,-18.0000001,-19.9999999,25.4000001,18.0000001
C06,1,178,Unknown,-22.0000001,9.524999900000001,17.9999999,-21.9999999,9.5250001,18.0000001
C06,1,179,Circle,-22.0000001,11.524999900000001,17.9999999,-19.9999999,11.5250001,20.0000001
C06,1,180,Line,-22.0000001,11.524999900000001,19.9999999,-21.9999999,25.4000001,20.0000001
C06,1,181,Line,-33.0000001,25.399999899999997,19.9999999,-21.9999999,25.4000001,20.0000001
C06,1,182,Line,32.9999999,11.524999900000001,19.9999999,33.0000001,25.4000001,20.0000001
C06,1,183,Line,21.9999999,11.524999900000001,19.9999999,22.0000001,25.4000001,20.0000001
C06,1,184,Line,21.9999999,25.399999899999997,19.9999999,33.0000001,25.4000001,20.0000001
C06,1,185,Unknown,21.9999999,9.524999900000001,17.9999999,22.0000001,9.5250001,18.0000001
C06,1,186,Circle,19.9999999,11.524999900000001,17.9999999,22.0000001,11.5250001,20.0000001
C06,1,187,Line,19.9999999,11.524999900000001,17.9999999,20.0000001,25.4000001,18.0000001
C06,1,188,Line,19.9999999,11.524999900000001,-18.0000001,20.0000001,25.4000001,-17.9999999
C06,1,189,Line,19.9999999,25.399999899999997,-18.0000001,20.0000001,25.4000001,18.0000001
C06,1,190,Unknown,21.9999999,9.524999900000001,-18.0000001,22.0000001,9.5250001,-17.9999999
C06,1,191,Circle,19.9999999,11.524999900000001,-20.0000001,22.0000001,11.5250001,-17.9999999
C06,1,192,Line,21.9999999,11.524999900000001,-20.0000001,22.0000001,25.4000001,-19.9999999
C06,1,193,Line,50.9999999,11.524999900000001,-20.0000001,51.0000001,25.4000001,-19.9999999
C06,1,194,Line,21.9999999,25.399999899999997,-20.0000001,51.0000001,25.4000001,-19.9999999
C06,1,195,Unknown,50.9999999,9.524999900000001,-18.0000001,51.0000001,9.5250001,-17.9999999
C06,1,196,Circle,50.9999999,11.524999900000001,-20.0000001,53.0000001,11.5250001,-17.9999999
C06,1,197,Line,52.9999999,11.524999900000001,-18.0000001,53.0000001,25.4000001,-17.9999999
C06,1,198,Line,52.9999999,11.524999900000001,34.026373899999996,53.0000001,25.4000001,34.0263741
C06,1,199,Line,52.9999999,25.399999899999997,-18.0000001,53.0000001,25.4000001,34.0263741
C06,1,200,Unknown,50.9999999,9.524999900000001,34.026373899999996,51.0000001,9.5250001,34.0263741
C06,1,201,Circle,50.9999999,11.524999900000001,34.026373899999996,53.0000001,11.5250001,36.0263741
C06,1,202,Line,50.9999999,11.524999900000001,36.026373899999996,51.0000001,25.4000001,36.0263741
C06,1,203,Line,36.9999999,11.524999900000001,36.026373899999996,37.0000001,25.4000001,36.0263741
C06,1,204,Line,36.9999999,25.399999899999997,36.026373899999996,51.0000001,25.4000001,36.0263741
C06,1,205,Unknown,36.9999999,9.524999900000001,34.026373899999996,37.0000001,9.5250001,34.0263741
C06,1,206,Circle,34.9999999,11.524999900000001,34.026373899999996,37.0000001,11.5250001,36.0263741
C06,1,207,Line,34.9999999,11.524999900000001,34.026373899999996,35.0000001,25.4000001,34.0263741
C06,1,208,Line,34.9999999,11.524999900000001,21.9999999,35.0000001,25.4000001,22.0000001
C06,1,209,Line,34.9999999,25.399999899999997,21.9999999,35.0000001,25.4000001,34.0263741
C06,1,210,Circle,32.9999999,25.399999899999997,19.9999999,35.0000001,25.4000001,22.0000001
C06,1,211,Circle,-37.0000001,25.399999899999997,34.026373899999996,-34.9999999,25.4000001,36.0263741
C06,1,212,Circle,-53.0000001,25.399999899999997,34.026373899999996,-50.9999999,25.4000001,36.0263741
C06,1,213,Circle,-53.0000001,25.399999899999997,-20.0000001,-50.9999999,25.4000001,-17.9999999
C06,1,214,Circle,-22.0000001,25.399999899999997,-20.0000001,-19.9999999,25.4000001,-17.9999999
C06,1,215,Circle,-22.0000001,25.399999899999997,17.9999999,-19.9999999,25.4000001,20.0000001
C06,1,216,Circle,50.9999999,25.399999899999997,-20.0000001,53.0000001,25.4000001,-17.9999999
C06,1,217,Circle,50.9999999,25.399999899999997,34.026373899999996,53.0000001,25.4000001,36.0263741
C06,1,218,Circle,34.9999999,25.399999899999997,34.026373899999996,37.0000001,25.4000001,36.0263741
C06,1,219,Circle,19.9999999,25.399999899999997,17.9999999,22.0000001,25.4000001,20.0000001
C06,1,220,Circle,19.9999999,25.399999899999997,-20.0000001,22.0000001,25.4000001,-17.9999999
C06,2,1,Plane,-51.0000001,-1e-07,-20.0000001,51.0000001,9.5250001,-19.9999999
C06,2,2,Plane,-53.0000001,9.524999900000001,-20.0000001,53.0000001,9.5250001,36.0263741
C06,2,3,Cylinder,-53.0000001,-1e-07,-20.0000001,-50.9999999,9.5250001,-17.999999899999793
C06,2,4,Cylinder,50.9999999,-1e-07,-20.0000001,53.0000001,9.5250001,-17.999999899999793
C06,2,5,Plane,-53.0000001,-1e-07,-20.0000001,53.0000001,1e-07,36.0263741
C06,2,6,Plane,-53.0000001,-1e-07,-18.0000001,-52.9999999,9.5250001,34.0263741
C06,2,7,Cylinder,-53.0000001,-1e-07,34.02637389999979,-50.99999989999959,9.5250001,36.0263741
C06,2,8,Plane,-51.0000001,-1e-07,36.026373899999996,-36.9999999,9.5250001,36.0263741
C06,2,9,Cylinder,-37.00000010000021,-1e-07,34.02637389999979,-34.9999999,9.5250001,36.0263741
C06,2,10,Plane,-35.0000001,-1e-07,-8.0000001,-34.9999999,9.5250001,34.0263741
C06,2,11,Torus,-38.86656582558478,9.524999900000001,16.133434174415225,-32.9999999,11.5250001,22.00000010000061
C06,2,12,Cylinder,-37.00000010000021,9.524999900000001,21.9999999,-34.9999999,11.5250001,34.026374100000005
C06,2,13,Cylinder,-51.0000001,9.524999900000001,34.02637389999979,-36.9999999,11.5250001,36.0263741
C06,2,14,Cylinder,-53.0000001,9.524999900000001,-18.0000001,-50.99999989999979,11.5250001,34.0263741
C06,2,15,Cylinder,-51.0000001,9.524999900000001,-20.0000001,-21.9999999,11.5250001,-17.999999899999793
C06,2,16,Cylinder,-22.000000100000207,9.524999900000001,-18.0000001,-19.9999999,11.5250001,18.0000001
C06,2,17,Cylinder,-33.0000001,9.524999900000001,17.999999899999793,-21.9999999,11.5250001,20.0000001
C06,2,18,Cylinder,-24.0000001,-1e-07,17.999999899999793,-21.999999899999583,9.5250001,20.0000001
C06,2,19,Plane,-22.0000001,-1e-07,19.9999999,22.0000001,9.5250001,20.0000001
C06,2,20,Cylinder,21.999999899999793,-1e-07,17.999999899999793,24.0000001,9.5250001,20.0000001
C06,2,21,Cylinder,21.9999999,9.524999900000001,17.999999899999793,33.0000001,11.5250001,20.0000001
C06,2,22,Cylinder,19.9999999,9.524999900000001,-18.0000001,22.000000100000207,11.5250001,18.0000001
C06,2,23,Cylinder,21.9999999,9.524999900000001,-20.0000001,51.0000001,11.5250001,-17.999999899999793
C06,2,24,Cylinder,50.99999989999979,9.524999900000001,-18.0000001,53.0000001,11.5250001,34.0263741
C06,2,25,Cylinder,36.9999999,9.524999900000001,34.02637389999979,51.0000001,11.5250001,36.0263741
C06,2,26,Cylinder,34.9999999,9.524999900000001,21.999999899999995,37.00000010000021,11.5250001,34.0263741
C06,2,27,Torus,32.999999899999395,9.524999900000001,16.133434174415225,38.86656582558478,11.5250001,22.0000001
C06,2,28,Plane,34.9999999,-1e-07,-8.0000001,35.0000001,9.5250001,34.0263741
C06,2,29,Cylinder,34.9999999,-1e-07,34.02637389999979,37.00000010000041,9.5250001,36.0263741
C06,2,30,Plane,36.9999999,-1e-07,36.026373899999996,51.0000001,9.5250001,36.0263741
C06,2,31,Cylinder,50.99999989999979,-1e-07,34.02637389999979,53.0000001,9.5250001,36.0263741
C06,2,32,Plane,52.9999999,-1e-07,-18.0000001,53.0000001,9.5250001,34.0263741
C06,2,33,Cylinder,-17.350000100000003,-1e-07,6.6499999,-14.649999900000001,9.5250001,9.350000099999999
C06,2,34,Cylinder,-17.350000100000003,-1e-07,-9.350000099999999,-14.649999900000001,9.5250001,-6.6499999
C06,2,35,Cylinder,-2.7500001,2.8999999,7.2499999,2.7500001,9.5250001,12.7500001
C06,2,36,Cylinder,14.649999900000001,-1e-07,6.6499999,17.350000100000003,9.5250001,9.350000099999999
C06,2,37,Cylinder,-2.7500001,2.8999999,-12.7500001,2.7500001,9.5250001,-7.2499999
C06,2,38,Cylinder,14.649999900000001,-1e-07,-9.350000099999999,17.350000100000003,9.5250001,-6.6499999
C06,2,39,Cylinder,-35.0000001,-1e-07,-10.0000001,-32.9999999,9.5250001,-7.999999899999794
C06,2,40,Cylinder,32.99999989999979,-1e-07,-10.0000001,35.0000001,9.5250001,-7.999999899999379
C06,2,41,Plane,-33.0000001,-1e-07,-10.0000001,-25.9999999,9.5250001,-9.9999999
C06,2,42,Plane,25.9999999,-1e-07,-10.0000001,33.0000001,9.5250001,-9.9999999
C06,2,43,Cylinder,-26.000000100000207,-1e-07,-10.0000001,-23.9999999,9.5250001,-7.999999899999379
C06,2,44,Cylinder,23.9999999,-1e-07,-10.0000001,26.0000001,9.5250001,-7.999999899999794
C06,2,45,Plane,-24.0000001,-1e-07,-8.0000001,-23.9999999,9.5250001,18.0000001
C06,2,46,Plane,23.9999999,-1e-07,-8.0000001,24.0000001,9.5250001,18.0000001
C06,2,47,Cone,-5.650000100000001,-1e-07,4.349999899999999,5.650000100000001,2.9000001000013005,15.6500001
C06,2,48,Cone,-5.650000100000001,-1e-07,-15.6500001,5.650000100000001,2.9000001000013005,-4.349999899999999
C06,2,49,Plane,-35.0000001,9.524999900000001,-10.0000001,-23.9999999,9.5250001,18.535898484862187
C06,2,50,Cylinder,-35.0000001,11.5249999,19.9999999,-32.9999999,25.4000001,22.000000100000207
C06,2,51,Plane,-35.0000001,11.524999900000001,21.9999999,-34.9999999,25.4000001,34.0263741
