axis_id,bus_id,actuator_model,destination_connector,positive_net,return_net,candidate_internal_limit_a,published_stall_endpoint_a,stall_is_normal_demand,one_way_planning_length_mm,round_trip_planning_length_mm,power_pair_test_coupon_candidate,candidate_conductor_mm2,manufacturer_max_conductor_resistance_20c_ohm_per_km,calculation_material,jst_eh_published_conductor_range,wire_contact_geometric_compatibility,connector_current_evidence,loop_resistance_20c_planning_ohm,voltage_drop_20c_at_candidate_cap_v,conductor_loss_20c_at_candidate_cap_w,calculation_boundary,current_capacity_disposition,dynamic_route_disposition,branch_protection,cut_length_and_service_slack,selection_state,execution_state,authority,warning
L_HIP_PITCH,RS-LLEG,ROBOTIS XH540-W270-R,J-ACT-L_HIP_PITCH,L_HIP_PITCH_VDD,RS-LLEG_RET,2.499010,4.900,NO,241.546,483.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.038164,0.095373,0.238337,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_KNEE_PITCH,RS-LLEG,ROBOTIS XH540-W270-R,J-ACT-L_KNEE_PITCH,L_KNEE_PITCH_VDD,RS-LLEG_RET,2.499010,4.900,NO,429.546,859.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.067868,0.169603,0.423840,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ANKLE_PITCH,RS-LLEG,ROBOTIS XM430-W350-R,J-ACT-L_ANKLE_PITCH,L_ANKLE_PITCH_VDD,RS-LLEG_RET,1.998670,2.300,NO,612.546,1225.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.096782,0.193436,0.386614,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ANKLE_ROLL,RS-LLEG,ROBOTIS XM430-W350-R,J-ACT-L_ANKLE_ROLL,L_ANKLE_ROLL_VDD,RS-LLEG_RET,1.998670,2.300,NO,660.546,1321.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.104366,0.208594,0.416910,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_SHOULDER_PITCH,RS-RARM,ROBOTIS XM430-W350-R,J-ACT-R_SHOULDER_PITCH,R_SHOULDER_PITCH_VDD,RS-RARM_RET,1.998670,2.300,NO,114.724,229.447,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.018126,0.036229,0.072409,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_SHOULDER_ROLL,RS-RARM,ROBOTIS XM430-W350-R,J-ACT-R_SHOULDER_ROLL,R_SHOULDER_ROLL_VDD,RS-RARM_RET,1.998670,2.300,NO,142.724,285.447,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.022550,0.045071,0.090081,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_ELBOW_PITCH,RS-RARM,ROBOTIS XM430-W350-R,J-ACT-R_ELBOW_PITCH,R_ELBOW_PITCH_VDD,RS-RARM_RET,1.998670,2.300,NO,320.724,641.447,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.050674,0.101281,0.202428,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_WRIST_ROTATION,TTL-RDIST,ROBOTIS XC330-T288-T,J-ACT-R_WRIST_ROTATION,R_WRIST_ROTATION_VDD,TTL-RDIST_RET,0.700000,0.880,NO,490.672,981.344,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.077526,0.054268,0.037988,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_GRIPPER,TTL-RDIST,ROBOTIS XC330-T288-T,J-ACT-R_GRIPPER,R_GRIPPER_VDD,TTL-RDIST_RET,0.700000,0.880,NO,561.672,1123.344,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.088744,0.062121,0.043485,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_YAW,RS-RLEG,ROBOTIS XH540-W270-R,J-ACT-R_HIP_YAW,R_HIP_YAW_VDD,RS-RLEG_RET,2.499010,4.900,NO,145.546,291.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.022996,0.057468,0.143612,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_ROLL,RS-RLEG,ROBOTIS XH540-W270-R,J-ACT-R_HIP_ROLL,R_HIP_ROLL_VDD,RS-RLEG_RET,2.499010,4.900,NO,193.546,387.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.030580,0.076420,0.190975,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_PITCH,RS-RLEG,ROBOTIS XH540-W270-R,J-ACT-R_HIP_PITCH,R_HIP_PITCH_VDD,RS-RLEG_RET,2.499010,4.900,NO,241.546,483.091,DYNAMIC: igus CF130.03.02.UL to Molex 430250200/430300001; FIXED PIGTAIL: Alpha Wire 3051 to Molex 430200200/430310001 and JST EH; CF9.UL.02.02 REJECTED FOR ACTUATOR POWER,STATIC AWG22 / published 7x30 construction; DYNAMIC 0.34 mm2 nominal with written-disposition hold,79.000,REJECTED CF9.UL.02.02 PREDECESSOR COMPARISON ONLY - NOT A POWER-CABLE SELECTION,AWG30-22; maximum 0.33 mm2 for SEH-001T-P0.6,ALPHA 3051 TO JST/MICRO-FIT SIZE TABLES PASS AT PUBLISHED AWG22 / 1.575 MM OD; CF130 TO MICRO-FIT AWG22 PASS BUT 1.85 MM CORE-OD LIMIT REMAINS UNVERIFIED,JST SERIES HEADLINE 3 A IS AT AWG22; STATIC CANDIDATE MATCHES SIZE CONDITION BUT APPLICATION/CRIMP/TEMPERATURE VALIDATION REMAINS OPEN,0.038164,0.095373,0.238337,"REJECTED CF9 PREDECESSOR MAX-DCR COMPARISON AT 20 C; NOT A CANDIDATE-WIRE DROP, AMPACITY, THERMAL OR REGENERATION RATING","OPEN - STATIC ALPHA 3051 AND DYNAMIC CF130 REQUIRE SEPARATE AMPACITY, DERATING, CRIMP AND CONNECTOR TEMPERATURE-RISE TESTS","CF130 STOPS AT FIXED-SIDE MICRO-FIT TRANSITION; NO DIRECT CF130-TO-JST CRIMP; CORE OD, CRIMP, BEND/TORSION DISTRIBUTION AND CYCLE LIFE REQUIRE TEST",SELECTION REQUIRED,SELECTION REQUIRED,25 FIXED-SIDE MICRO-FIT TRANSITIONS AND RESTRAINED ALPHA-3051-TO-JST PIGTAILS DEFINED AS TEST-COUPON CANDIDATES; NOT RELEASED,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - UNBUILT ACTUATOR CABLE-KIT CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
