part,zone_group,source_edge_ordinal,point_kind,parameter,point_x_mm,point_y_mm,point_z_mm,exact_occ_distance_mm,nearest_edge_ordinal,equal_minimum_edge_count_at_1e_7_mm,membership_at_zone_radius,credit,warning
C07,C07-PE,5,EXACT_EDGE_PARAMETER,0.5,49.614213562373095,8.005,20.614213562373095,0.0,5,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,5,EXACT_EDGE_PARAMETER,0.75,50.047759065022575,8.005,19.96536686473018,0.0,5,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,6,EXACT_EDGE_PARAMETER,0.25,50.2,8.005,-8.1,0.0,6,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,6,EXACT_EDGE_PARAMETER,0.5,50.2,8.005,1.0,0.0,6,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,6,EXACT_EDGE_PARAMETER,0.75,50.2,8.005,10.099999999999998,0.0,6,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,7,EXACT_EDGE_PARAMETER,0.25,50.047759065022575,8.005,-17.96536686473018,0.0,7,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,7,EXACT_EDGE_PARAMETER,0.5,49.614213562373095,8.005,-18.614213562373095,0.0,7,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,7,EXACT_EDGE_PARAMETER,0.75,48.965366864730186,8.005,-19.04775906502257,0.0,7,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,8,EXACT_EDGE_PARAMETER,0.25,41.9,8.005,-19.2,0.0,8,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,8,EXACT_EDGE_PARAMETER,0.5,44.0,8.005,-19.2,0.0,8,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,8,EXACT_EDGE_PARAMETER,0.75,46.1,8.005,-19.2,0.0,8,1,IN,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,1,DETERMINISTIC_OFF_EDGE_POINT,0.5,38.522786437626905,8.216000000000001,-18.441213562373097,0.3041237792452474,1,1,IN,EXACT DISTANCE OFFSET METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,1,SHARED_ENDPOINT_TIE,ENDPOINT,39.8,8.005,-19.2,0.0,1,2,IN,EXACT DISTANCE TIE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
C07,C07-PE,N/A,DETERMINISTIC_REMOTE_POINT,N/A,0.0,-15.0,0.0,44.25008502816689,2,1,OUT,EXACT DISTANCE METHOD TEST ONLY,"PRELIMINARY - NUMERICAL METHOD PROTOTYPE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
