element_tag,exact_zone_id,r291_sicn,r293_sicn,delta_sicn,change_class,centroid_x_mm,centroid_y_mm,centroid_z_mm,warning
862481,C07-PE-WEST-STRAIGHT,0.11235120439909312,0.11235120439909312,0.0,UNCHANGED,37.81294495237479,7.969637509335952,18.95986324494019,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
862598,C07-PE-WEST-STRAIGHT,0.09448453883170707,0.09448453883170707,0.0,UNCHANGED,37.80390930100615,7.969637509335952,19.054488867120394,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
862688,C07-PE-WEST-STRAIGHT,0.11279188052512225,0.11279188052512225,0.0,UNCHANGED,37.81442101947792,7.969812322149421,-16.96077749910433,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
862842,C07-PE-WEST-STRAIGHT,0.09560654035400275,0.09560654035400275,0.0,UNCHANGED,37.805324755507925,7.969812322149421,-17.05571706910434,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
885465,C07-PE-EAST-STRAIGHT,0.1271044201799395,0.1271044201799395,0.0,UNCHANGED,50.18255270848175,7.978053057249377,-16.944695624813992,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
894041,C07-PE-EAST-STRAIGHT,0.11128591674779291,0.11128591674779291,0.0,UNCHANGED,50.18489920157193,7.96972709395364,18.961059605307064,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
907300,C07-PE-EAST-STRAIGHT,0.17919060676215018,0.17919060676215018,0.0,UNCHANGED,50.19572317936088,7.9488454122875645,-17.00574323818691,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
907419,C07-PE-EAST-STRAIGHT,0.10199452501040973,0.10199452501040973,0.0,UNCHANGED,50.20187078079703,7.975792355038189,-17.068607762542975,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
907477,C07-PE-EAST-STRAIGHT,0.09461894062519195,0.09461894062519195,0.0,UNCHANGED,50.193934852940586,7.96972709395364,19.05568522748727,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
927106,C07-PE-NORTH-STRAIGHT,0.15649203223123886,0.14651770442733184,-0.00997432780390703,WORSENED,39.997895146333775,7.94547936122391,21.188851185490247,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
929238,C07-PE-NORTH-STRAIGHT,0.11702770006106872,0.11702770006106872,0.0,UNCHANGED,40.06146300825584,7.974162734532382,21.178356062573133,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
933316,C07-PE-NORTH-STRAIGHT,0.11088970950189016,0.10698164074826688,-0.0039080687536232755,WORSENED,47.96329960732592,7.968464403000142,21.186702852135873,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
934761,C07-PE-NORTH-STRAIGHT,0.09458852041085175,0.0943367575491727,-0.00025176286167905015,WORSENED,48.05791192290488,7.968464403000143,21.195735939054366,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
935417,C07-PE-NORTH-STRAIGHT,0.10107620890093241,0.10391798465056332,0.0028417757496309037,IMPROVED,39.928584871446645,7.976316626691528,21.19919543283501,"PRELIMINARY - PE-JUNCTION MESH-METHOD DISPOSITION ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
