pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status
UPPER_FORE:J1_H101:J2_H101,J2,,,15.000000000,120.000000000,157.738602317,31.652183099,126.086419217,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,145.825085471,49.423724346,96.401361125,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:FORE_MEMBER,J2,,,15.000000000,120.000000000,168.600766839,82.871378945,85.729387894,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,196.755426904,91.121239818,105.634187087,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:G1_H104,J2,,,15.000000000,120.000000000,208.827443628,120.472066069,88.355377559,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:J2_H101,J2,,,15.000000000,120.000000000,148.218235730,31.652183099,116.566052630,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,136.304712474,49.423724346,86.880988128,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_MEMBER,J2,,,15.000000000,120.000000000,158.799085739,82.871378945,75.927706794,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,186.466630395,91.121239818,95.345390577,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:G1_H104,J2,,,15.000000000,120.000000000,198.542111179,120.472066069,78.070045111,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:J2_H101,J2,,,15.000000000,120.000000000,48.219090479,31.652183099,16.566907380,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_PROX_ADAPTER,J2,,,15.000000000,67.500000000,55.662883511,25.374726684,30.288156827,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_PROX_ADAPTER,J2,,,67.500000000,120.000000000,34.303917233,25.374726684,8.929190549,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_MEMBER,J2,,,15.000000000,67.500000000,79.058231604,42.547149541,36.511082062,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_MEMBER,J2,,,67.500000000,120.000000000,43.312932643,42.547149541,0.765783102,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,96.206058701,91.121239818,5.084818883,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:G1_H104,J2,,,15.000000000,67.500000000,131.134181795,61.851788589,69.282393206,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:G1_H104,J2,,,67.500000000,120.000000000,90.714545562,61.851788589,28.862756972,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:J2_H101,J2,,,15.000000000,120.000000000,38.693235730,31.652183099,7.041052630,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,15.000000000,67.500000000,69.532376854,42.547149541,26.985227313,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,67.500000000,93.750000000,41.610848852,21.413883266,20.196965586,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,93.750000000,120.000000000,24.626389130,21.413883266,3.212505864,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,99.183095489,91.121239818,8.061855671,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:G1_H104,J2,,,15.000000000,67.500000000,121.415239238,61.851788589,59.563450649,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:G1_H104,J2,,,67.500000000,120.000000000,84.806088746,61.851788589,22.954300157,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,15.000000000,28.125000000,13.731974822,6.396006623,7.335968199,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,28.125000000,41.250000000,12.299584837,6.396006623,5.903578214,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,41.250000000,54.375000000,11.698250931,6.396006623,5.302244308,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,54.375000000,67.500000000,11.651266902,6.396006623,5.255260279,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,67.500000000,80.625000000,11.303921140,6.396006623,4.907914517,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,80.625000000,93.750000000,7.882261703,6.396006623,1.486255080,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,93.750000000,106.875000000,11.152734964,6.396006623,4.756728341,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,106.875000000,113.437500000,6.398575550,3.199314819,3.199260731,EXACT_BREP_DISTANCE,4,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,113.437500000,116.718750000,3.756308949,1.599821373,2.156487576,EXACT_BREP_DISTANCE,5,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,116.718750000,118.359375000,2.377201422,0.799931183,1.577270240,EXACT_BREP_DISTANCE,6,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,118.359375000,119.179687500,1.674255706,0.399968153,1.274287553,EXACT_BREP_DISTANCE,7,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,119.179687500,120.000000000,1.200884460,0.399968153,0.800916307,EXACT_BREP_DISTANCE,7,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,15.000000000,41.250000000,22.445480747,21.413883266,1.031597481,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,41.250000000,54.375000000,21.223250931,10.724523407,10.498727524,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,54.375000000,67.500000000,21.176266902,10.724523407,10.451743495,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,67.500000000,93.750000000,23.084702375,21.413883266,1.670819109,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,93.750000000,106.875000000,20.518379908,10.724523407,9.793856502,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,106.875000000,120.000000000,13.388501212,10.724523407,2.663977806,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,67.500000000,50.679631191,46.782726030,3.896905161,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_DIST_H104_ADAPTER,J2,,,67.500000000,120.000000000,73.265487103,46.782726030,26.482761072,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:G1_H104,J2,,,15.000000000,67.500000000,80.986851849,61.851788589,19.135063259,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:G1_H104,J2,,,67.500000000,120.000000000,83.342370727,61.851788589,21.490582138,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,15.000000000,67.500000000,33.137431739,25.374726684,7.762705055,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,67.500000000,93.750000000,20.161178173,12.771042031,7.390136141,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,93.750000000,106.875000000,11.264431977,6.396006623,4.868425354,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,106.875000000,120.000000000,9.483035966,6.396006623,3.087029343,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,15.000000000,67.500000000,56.532779832,42.547149541,13.985630290,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,67.500000000,93.750000000,33.192830067,21.413883266,11.778946801,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,93.750000000,120.000000000,22.794055532,21.413883266,1.380172266,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,94.204096981,91.121239818,3.082857163,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:G1_H104,J2,,,15.000000000,67.500000000,109.630857714,61.851788589,47.779069125,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:G1_H104,J2,,,67.500000000,120.000000000,85.970064351,61.851788589,24.118275761,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,231.260005896,214.063802270,17.196203626,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,237.028666848,150.255258868,86.773407979,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,187.303937403,150.255258868,37.048678535,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,258.792743395,198.456430459,60.336312936,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,213.290539686,198.456430459,14.834109227,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,280.036192600,210.345244916,69.690947684,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,229.287809099,210.345244916,18.942564183,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,291.991525245,252.642506993,39.349018252,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,253.974966033,186.877044653,67.097921380,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,223.238007948,186.877044653,36.360963295,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,221.903650609,214.063802270,7.839848339,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,227.502345871,150.255258868,77.247087003,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,179.954110904,150.255258868,29.698852036,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,249.266498555,198.456430459,50.810068096,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,206.140370843,198.456430459,7.683940384,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,270.655783361,210.345244916,60.310538446,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,223.724806872,210.345244916,13.379561957,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,282.620964173,252.642506993,29.978457180,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,247.167408716,186.877044653,60.290364063,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,219.958093693,186.877044653,33.081049040,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:J2_H101,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,175.634472690,124.644820130,50.989652560,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:J2_H101,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,157.654488190,124.644820130,33.009668061,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,162.516924179,150.255258868,12.261665311,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,157.298951680,150.255258868,7.043692812,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,-20.000000000,2.500000000,15.000000000,120.000000000,190.880957815,140.943538020,49.937419794,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,2.500000000,25.000000000,15.000000000,120.000000000,183.189018425,140.943538020,42.245480405,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,175.957942351,140.943538020,35.014404330,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,179.310969665,140.943538020,38.367431645,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,213.357759649,210.345244916,3.012514734,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,216.232734039,210.345244916,5.887489124,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,-20.000000000,2.500000000,15.000000000,120.000000000,230.159231253,186.877044653,43.282186600,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,2.500000000,25.000000000,15.000000000,120.000000000,225.633632222,186.877044653,38.756587569,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
