pose_id,joint_id,target_deg_or_mm,unit,within_urdf_limit,execution_state
P02_LEFT_WEIGHT_TRANSFER,L_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_SHOULDER_ROLL,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_ANKLE_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_SHOULDER_ROLL,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,R_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P02_LEFT_WEIGHT_TRANSFER,WAIST_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,HEAD_PAN,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,HEAD_TILT,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_ANKLE_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_SHOULDER_ROLL,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_ANKLE_PITCH,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_ANKLE_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_HIP_PITCH,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_KNEE_PITCH,24.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_SHOULDER_ROLL,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,R_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P03_RIGHT_FOOT_LIFT,WAIST_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,HEAD_PAN,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,HEAD_TILT,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_ANKLE_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_ELBOW_PITCH,15.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_SHOULDER_PITCH,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_SHOULDER_ROLL,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_ANKLE_PITCH,-10.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_ANKLE_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_ELBOW_PITCH,15.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_HIP_PITCH,-25.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_HIP_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_KNEE_PITCH,35.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_SHOULDER_PITCH,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_SHOULDER_ROLL,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,R_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P04_RIGHT_CAPTURE_STEP,WAIST_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,HEAD_PAN,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,HEAD_TILT,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_SHOULDER_ROLL,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_SHOULDER_ROLL,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,R_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P05_RIGHT_WEIGHT_TRANSFER,WAIST_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,HEAD_PAN,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,HEAD_TILT,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_ANKLE_PITCH,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_HIP_PITCH,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_KNEE_PITCH,24.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_SHOULDER_ROLL,-12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_ELBOW_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_KNEE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_SHOULDER_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_SHOULDER_ROLL,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,R_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P06_LEFT_FOOT_LIFT,WAIST_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,HEAD_PAN,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,HEAD_TILT,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_ANKLE_PITCH,-10.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_ELBOW_PITCH,15.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_HIP_PITCH,-25.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_HIP_YAW,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_KNEE_PITCH,35.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_SHOULDER_PITCH,12.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_SHOULDER_ROLL,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,L_WRIST_ROTATION,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_ANKLE_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_ANKLE_ROLL,8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_ELBOW_PITCH,15.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_GRIPPER,10.000000,mm,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_HIP_PITCH,0.000000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
P07_LEFT_CAPTURE_STEP,R_HIP_ROLL,-8.500000,deg,YES,REFERENCE ONLY - NOT AN EXECUTABLE COMMAND
