link,assembly_group,allocated_mass_kg,neutral_com_x_m,neutral_com_y_m,neutral_com_z_m,local_ixx_kg_m2,local_iyy_kg_m2,local_izz_kg_m2,status
L_hip_roll_link,L leg,0.343564,0.062500,0.000327,0.356705,0.000186097,0.000148878,0.000243358,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
L_thigh,L leg,0.691460,0.062663,0.001237,0.315313,0.001807939,0.001790652,0.000648359,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
L_shin,L leg,0.524223,0.062715,0.000000,0.182819,0.001144948,0.001120484,0.000428465,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
L_ankle_pitch_link,L leg,0.258987,0.062624,0.000000,0.069886,0.000146759,0.000152371,0.000182413,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
L_foot,L foot,0.448853,0.062500,0.005810,0.033975,0.000832248,0.000348796,0.001089403,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_shoulder_pitch_link,R arm,0.191441,-0.089832,0.020509,0.585022,0.000136370,0.000079193,0.000108228,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_upper_arm,R arm,0.310504,-0.099547,0.000103,0.530388,0.000652162,0.000652162,0.000139934,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_forearm,R arm,0.201786,-0.102946,0.000000,0.413857,0.000395584,0.000395584,0.000084077,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_hand,R hand,0.172070,-0.134321,-0.001402,0.277019,0.000084085,0.000071696,0.000084085,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_gripper,R hand,0.040804,-0.137241,-0.004392,0.267821,0.000015030,0.000013778,0.000014417,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_hip_yaw_link,R leg,0.249282,-0.072447,0.000000,0.371962,0.000135028,0.000108022,0.000176574,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_hip_roll_link,R leg,0.343564,-0.062500,0.000327,0.356705,0.000186097,0.000148878,0.000243358,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_thigh,R leg,0.691460,-0.062337,0.001237,0.315313,0.001807939,0.001790652,0.000648359,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_shin,R leg,0.524223,-0.062285,0.000000,0.182819,0.001144948,0.001120484,0.000428465,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_ankle_pitch_link,R leg,0.258987,-0.062376,0.000000,0.069886,0.000146759,0.000152371,0.000182413,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
R_foot,R foot,0.448853,-0.062500,0.005810,0.033975,0.000832248,0.000348796,0.001089403,P0.1 RECONCILED PLANNING INERTIAL - BOX APPROXIMATION; PHYSICAL IDENTIFICATION OPEN
TOTAL,whole robot,9.989583,-0.000918,0.002769,0.347578,0.316299119,0.360065752,0.057938120,P0.1 RECONCILED PLANNING MODEL - NOT AS-BUILT CAD/SCALE/IDENTIFICATION
