sheet,reference,terminal,function,net,state,warning
03_k1_k2_inputs.kicad_sch,RW4,1,WETTING/BLEED SHUNT A,K2_STATUS,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
03_k1_k2_inputs.kicad_sch,RW4,2,WETTING/BLEED SHUNT B,SAFETY_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
03_k1_k2_inputs.kicad_sch,K1AUX,13,AUX NO IN,SAFETY_24V,EXTERNAL CONTACT - ZERO SAFETY CREDIT,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
03_k1_k2_inputs.kicad_sch,K1AUX,14,AUX NO OUT,K1_STATUS,EXTERNAL CONTACT - ZERO SAFETY CREDIT,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
03_k1_k2_inputs.kicad_sch,K2AUX,13,AUX NO IN,SAFETY_24V,EXTERNAL CONTACT - ZERO SAFETY CREDIT,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
03_k1_k2_inputs.kicad_sch,K2AUX,14,AUX NO OUT,K2_STATUS,EXTERNAL CONTACT - ZERO SAFETY CREDIT,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO1,1,OUTPUT SERIES A,OBS_SR1_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO1,2,OUTPUT SERIES B,OBS_SR1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD1,1,FAIL-LOW PULLDOWN A,OBS_SR1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD1,2,FAIL-LOW PULLDOWN B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO2,1,OUTPUT SERIES A,OBS_SRA1_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO2,2,OUTPUT SERIES B,OBS_SRA1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD2,1,FAIL-LOW PULLDOWN A,OBS_SRA1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD2,2,FAIL-LOW PULLDOWN B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO3,1,OUTPUT SERIES A,OBS_K1_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO3,2,OUTPUT SERIES B,OBS_K1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD3,1,FAIL-LOW PULLDOWN A,OBS_K1_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD3,2,FAIL-LOW PULLDOWN B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO4,1,OUTPUT SERIES A,OBS_K2_RAW,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RSO4,2,OUTPUT SERIES B,OBS_K2_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD4,1,FAIL-LOW PULLDOWN A,OBS_K2_PI,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,RPD4,2,FAIL-LOW PULLDOWN B,COMPUTE_0V,EXACT COMPONENT CANDIDATE - APPLICATION/PCB/PHYSICAL HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC1,1,VCC1,PI_3V3_CANDIDATE,EXACT COMPONENT CANDIDATE - PLACEMENT/PCB HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC1,2,GND1,COMPUTE_0V,EXACT COMPONENT CANDIDATE - PLACEMENT/PCB HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC2,1,VCC1,PI_3V3_CANDIDATE,EXACT COMPONENT CANDIDATE - PLACEMENT/PCB HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
04_compute_outputs.kicad_sch,CDEC2,2,GND1,COMPUTE_0V,EXACT COMPONENT CANDIDATE - PLACEMENT/PCB HOLD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
