tap_board_id,axis_id,corridor,stage,joint_center_xyz_mm,joint_axis_direction,board_center_xyz_mm,board_envelope_w_h_t_mm,incoming_flat_cables,incoming_protected_pairs,local_pair_to_actuator,outgoing_protected_pairs,pass_through_rule,mount_interface,state,authority,warning
TB-R_ELBOW_PITCH,R_ELBOW_PITCH,HN01_R_ARM_POWER,3,"-128.000,0.000,444.893","1.000,0.000,0.000","-152.000,0.000,444.893","25.756,20.000,1.600",2,3,R_ELBOW_PITCH,2,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_WRIST_ROTATION,R_WRIST_ROTATION,HN01_R_ARM_POWER,4,"-133.000,0.000,299.979","0.000,0.000,1.000","-133.000,0.000,311.979","24.000,20.000,1.600",1,2,R_WRIST_ROTATION,1,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_GRIPPER,R_GRIPPER,HN01_R_ARM_POWER,5,"-133.000,0.000,256.979","-1.000,0.000,0.000","-157.000,0.000,256.979","24.000,20.000,1.600",1,1,R_GRIPPER,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_HIP_YAW,L_HIP_YAW,HN01_L_LEG_POWER,1,"62.500,0.000,410.000","0.000,0.000,1.000","62.500,0.000,422.000","35.384,20.000,1.600",3,6,L_HIP_YAW,5,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_HIP_ROLL,L_HIP_ROLL,HN01_L_LEG_POWER,2,"62.500,0.000,390.000","0.000,1.000,0.000","62.500,28.000,390.000","35.384,20.000,1.600",3,5,L_HIP_ROLL,4,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_HIP_PITCH,L_HIP_PITCH,HN01_L_LEG_POWER,3,"62.500,0.000,370.000","1.000,0.000,0.000","86.500,0.000,370.000","25.756,20.000,1.600",2,4,L_HIP_PITCH,3,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_KNEE_PITCH,L_KNEE_PITCH,HN01_L_LEG_POWER,4,"62.500,0.000,210.000","1.000,0.000,0.000","86.500,0.000,210.000","25.756,20.000,1.600",2,3,L_KNEE_PITCH,2,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_ANKLE_PITCH,L_ANKLE_PITCH,HN01_L_LEG_POWER,5,"62.500,0.000,55.000","1.000,0.000,0.000","86.500,0.000,55.000","24.000,20.000,1.600",1,2,L_ANKLE_PITCH,1,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-L_ANKLE_ROLL,L_ANKLE_ROLL,HN01_L_LEG_POWER,6,"62.500,0.000,35.000","0.000,1.000,0.000","62.500,28.000,35.000","24.000,20.000,1.600",1,1,L_ANKLE_ROLL,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_HIP_YAW,R_HIP_YAW,HN01_R_LEG_POWER,1,"-62.500,0.000,410.000","0.000,0.000,1.000","-62.500,0.000,422.000","35.384,20.000,1.600",3,6,R_HIP_YAW,5,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_HIP_ROLL,R_HIP_ROLL,HN01_R_LEG_POWER,2,"-62.500,0.000,390.000","0.000,1.000,0.000","-62.500,28.000,390.000","35.384,20.000,1.600",3,5,R_HIP_ROLL,4,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_HIP_PITCH,R_HIP_PITCH,HN01_R_LEG_POWER,3,"-62.500,0.000,370.000","1.000,0.000,0.000","-86.500,0.000,370.000","25.756,20.000,1.600",2,4,R_HIP_PITCH,3,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_KNEE_PITCH,R_KNEE_PITCH,HN01_R_LEG_POWER,4,"-62.500,0.000,210.000","1.000,0.000,0.000","-86.500,0.000,210.000","25.756,20.000,1.600",2,3,R_KNEE_PITCH,2,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_ANKLE_PITCH,R_ANKLE_PITCH,HN01_R_LEG_POWER,5,"-62.500,0.000,55.000","1.000,0.000,0.000","-86.500,0.000,55.000","24.000,20.000,1.600",1,2,R_ANKLE_PITCH,1,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
TB-R_ANKLE_ROLL,R_ANKLE_ROLL,HN01_R_LEG_POWER,6,"-62.500,0.000,35.000","0.000,1.000,0.000","-62.500,28.000,35.000","24.000,20.000,1.600",1,1,R_ANKLE_ROLL,0,no VDD or return commoning; one protected pair terminates locally and every remaining pair passes independently,two M2.5 clearance holes at 14.0 mm centers; bracket and connector selection required,"DIMENSIONED PASSIVE TAP-BOARD ENVELOPE; PCB, CONNECTORS AND FAULT TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
