sheet,reference,value,quantity,status,datasheet,evidence
06_carrier_b_waist_and_ttl.kicad_sch,JCB1,JST GHR-15V-S CARRIER B CABLE RECEPTACLE,1,EXACT CONNECTOR CANDIDATE - CABLE ASSEMBLY VALIDATION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,JST GH official product page/eGH catalog checked 2026-08-14.
06_carrier_b_waist_and_ttl.kicad_sch,ISO_RS_WAIST,TI ISOW1432DFMR 12 Mbps ISOLATED RS-485 - RS-WAIST,1,EXACT TRANSCEIVER ORDER-CODE CANDIDATE - APPLICATION CIRCUIT/LAYOUT/TEST REQUIRED,https://www.ti.com/lit/ds/symlink/isow1432.pdf,"TI ISOW1412/ISOW1432 datasheet SLLSF86C Rev C, March 2022, checked 2026-08-14; ISOW1432DFMR is active, 12 Mbps, 20-pin DFM wide SOIC."
06_carrier_b_waist_and_ttl.kicad_sch,J_RS_WAIST,JST BM03B-GHS-TBT DATA-ONLY FIELD HEADER,1,EXACT DATA-ONLY CONNECTOR CANDIDATE - HARNESS/EMC VALIDATION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,JST GH official eGH catalog checked 2026-08-14.
06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_LDIST,TI SN74LVC1T45DCKR 3.3 V / 5 V TRANSLATOR - TTL-LDIST,1,EXACT LEVEL-TRANSLATOR ORDER-CODE CANDIDATE - APPLICATION VALIDATION REQUIRED,https://www.ti.com/lit/ds/symlink/sn74lvc1t45.pdf,"TI SN74LVC1T45 datasheet SCES515N Rev N, June 2024, checked 2026-08-14; SN74LVC1T45DCKR is active."
06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_LDIST,JST BM02B-GHS-TBT DATA-ONLY FIELD HEADER,1,EXACT DATA-ONLY CONNECTOR CANDIDATE - HARNESS/EMC VALIDATION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,JST GH official eGH catalog checked 2026-08-14.
06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_RDIST,TI SN74LVC1T45DCKR 3.3 V / 5 V TRANSLATOR - TTL-RDIST,1,EXACT LEVEL-TRANSLATOR ORDER-CODE CANDIDATE - APPLICATION VALIDATION REQUIRED,https://www.ti.com/lit/ds/symlink/sn74lvc1t45.pdf,"TI SN74LVC1T45 datasheet SCES515N Rev N, June 2024, checked 2026-08-14; SN74LVC1T45DCKR is active."
06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_RDIST,JST BM02B-GHS-TBT DATA-ONLY FIELD HEADER,1,EXACT DATA-ONLY CONNECTOR CANDIDATE - HARNESS/EMC VALIDATION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,JST GH official eGH catalog checked 2026-08-14.
06_carrier_b_waist_and_ttl.kicad_sch,LVL_TTL_HEAD,TI SN74LVC1T45DCKR 3.3 V / 5 V TRANSLATOR - TTL-HEAD,1,EXACT LEVEL-TRANSLATOR ORDER-CODE CANDIDATE - APPLICATION VALIDATION REQUIRED,https://www.ti.com/lit/ds/symlink/sn74lvc1t45.pdf,"TI SN74LVC1T45 datasheet SCES515N Rev N, June 2024, checked 2026-08-14; SN74LVC1T45DCKR is active."
06_carrier_b_waist_and_ttl.kicad_sch,J_TTL_HEAD,JST BM02B-GHS-TBT DATA-ONLY FIELD HEADER,1,EXACT DATA-ONLY CONNECTOR CANDIDATE - HARNESS/EMC VALIDATION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,JST GH official eGH catalog checked 2026-08-14.
07_left_leg_rs485.kicad_sch,PORT_RS_LLEG,RS-LLEG DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
07_left_leg_rs485.kicad_sch,PBR_RS_LLEG,RS-LLEG BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
07_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
07_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
07_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
07_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
07_left_leg_rs485.kicad_sch,AX_L_ANKLE_PITCH,ROBOTIS XM430-W350-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
07_left_leg_rs485.kicad_sch,AX_L_ANKLE_ROLL,ROBOTIS XM430-W350-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,PORT_RS_RLEG,RS-RLEG DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
08_right_leg_rs485.kicad_sch,PBR_RS_RLEG,RS-RLEG BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
08_right_leg_rs485.kicad_sch,AX_R_HIP_YAW,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,AX_R_HIP_ROLL,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,ROBOTIS XH540-W270-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,ROBOTIS XM430-W350-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
08_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,ROBOTIS XM430-W350-R evaluation candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
09_left_arm_rs485.kicad_sch,PORT_RS_LARM,RS-LARM DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
09_left_arm_rs485.kicad_sch,PBR_RS_LARM,RS-LARM BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,ROBOTIS XM540-W270-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
09_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,ROBOTIS XM430-W350-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
09_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,ROBOTIS XM430-W350-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
10_right_arm_rs485.kicad_sch,PORT_RS_RARM,RS-RARM DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
10_right_arm_rs485.kicad_sch,PBR_RS_RARM,RS-RARM BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,ROBOTIS XM540-W270-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
10_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,ROBOTIS XM430-W350-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
10_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,ROBOTIS XM430-W350-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm430-w350/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
11_waist_rs485.kicad_sch,PORT_RS_WAIST,RS-WAIST DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
11_waist_rs485.kicad_sch,PBR_RS_WAIST,RS-WAIST BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
11_waist_rs485.kicad_sch,AX_WAIST_YAW,ROBOTIS XM540-W270-R candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xm_series/xm540-w270/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
12_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,TTL-LDIST DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
12_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,TTL-LDIST BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
12_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,ROBOTIS XC330-T288-T candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
12_left_distal_ttl.kicad_sch,AX_L_GRIPPER,ROBOTIS XC330-class compact candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
13_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,TTL-RDIST DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
13_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,TTL-RDIST BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
13_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,ROBOTIS XC330-T288-T candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
13_right_distal_ttl.kicad_sch,AX_R_GRIPPER,ROBOTIS XC330-class compact candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
14_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,TTL-HEAD DATA-ONLY HARNESS PORT - CONNECTOR SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,TTL-HEAD BRANCH PROTECTION / TELEMETRY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,ROBOTIS XC330-class compact X-series candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
14_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,ROBOTIS XC330-class compact X-series candidate,1,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xc_series/xc330-t288/,"Current official ROBOTIS Docs checked 2026-08-14: actuator-side 1=GND, 2=VDD and 3=DATA (TTL) or 3=DATA+/4=DATA- (RS-485)."
14_head_ttl_sensors_hmi.kicad_sch,HPWR1,PROTECTED HEAD AUXILIARY DISTRIBUTION - DESIGN REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,CAM1,LEFT CAMERA MODULE - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,CAM2,RIGHT CAMERA MODULE - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,DISP1,FACE DISPLAY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,MIC1,MICROPHONE ARRAY - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,AMP1,AUDIO AMPLIFIER - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,SPK1,LEFT SPEAKER - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,SPK2,RIGHT SPEAKER - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
14_head_ttl_sensors_hmi.kicad_sch,FAN1,HEAD COOLING FAN - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
15_pelvis_aux_imu.kicad_sch,AUXD1,14.8 V TO 5.1 V AUXILIARY CONVERTER - SELECTION REQUIRED,1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,,
