wire_number,sheet,reference,terminal,pin_name,net
W2013,02_estop_permit_contactors.kicad_sch,SR1,LOG-EDM2,K2 LINKED AUXILIARY RETURN,EDM_K2_AUX
W2014,02_estop_permit_contactors.kicad_sch,SR1,LOG-CHG,CHARGER INHIBIT,CHARGER_INTERLOCK
W2015,02_estop_permit_contactors.kicad_sch,SR1,LOG-WD,ORDINARY WATCHDOG INHIBIT,WATCHDOG_INHIBIT_OK
W2016,02_estop_permit_contactors.kicad_sch,SR1,LOG-C1F,E-STOP CH1 FEED,ESTOP_CH1_FEED
W2017,02_estop_permit_contactors.kicad_sch,SR1,LOG-C2F,E-STOP CH2 FEED,ESTOP_CH2_FEED
W2018,02_estop_permit_contactors.kicad_sch,SR1,LOG-RF,RESET FEED,RESET_FEED
W2019,02_estop_permit_contactors.kicad_sch,SR1,LOG-OUT1,SAFETY OUTPUT TO K1,SAFETY_OUT_K1
W2020,02_estop_permit_contactors.kicad_sch,SR1,LOG-OUT2,SAFETY OUTPUT TO K2,SAFETY_OUT_K2
W2021,02_estop_permit_contactors.kicad_sch,SR1,LOG-PERMIT,PERMIT STATUS TO MOTION CONTROL,SAFETY_PERMIT_HARDWIRED
W2022,02_estop_permit_contactors.kicad_sch,WD_INH1,LOG-IN,WATCHDOG REQUEST,WD_PERMIT_REQUEST
W2023,02_estop_permit_contactors.kicad_sch,WD_INH1,LOG-OUT,FAIL-LOW INHIBIT ELIGIBILITY,WATCHDOG_INHIBIT_OK
W2024,02_estop_permit_contactors.kicad_sch,K1,LOG-MIN,MAIN INPUT,PANEL_DC_POS_RAW
W2025,02_estop_permit_contactors.kicad_sch,K1,LOG-COIL-P,COIL POSITIVE,SAFETY_OUT_K1
W2026,02_estop_permit_contactors.kicad_sch,K1,LOG-COIL-N,COIL RETURN,SAFETY_0V
W2027,02_estop_permit_contactors.kicad_sch,K1,LOG-MOUT,MAIN OUTPUT,K1_POS_OUT
W2028,02_estop_permit_contactors.kicad_sch,K1,LOG-AUX,MECHANICALLY LINKED AUXILIARY CANDIDATE,EDM_K1_AUX
W2029,02_estop_permit_contactors.kicad_sch,K2,LOG-MIN,MAIN INPUT,K1_POS_OUT
W2030,02_estop_permit_contactors.kicad_sch,K2,LOG-COIL-P,COIL POSITIVE,SAFETY_OUT_K2
W2031,02_estop_permit_contactors.kicad_sch,K2,LOG-COIL-N,COIL RETURN,SAFETY_0V
W2032,02_estop_permit_contactors.kicad_sch,K2,LOG-MOUT,MAIN OUTPUT TO TETHER,TETHER_MAIN_POS
W2033,02_estop_permit_contactors.kicad_sch,K2,LOG-AUX,MECHANICALLY LINKED AUXILIARY CANDIDATE,EDM_K2_AUX
W3001,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-FAN-TACH,HEAD FAN TACH,HEAD_FAN_TACH
W3002,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-ACTION,STRUCTURED ACTION REQUEST,ACTION_REQUEST_AUTH
W3003,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-CAM-L,LEFT CAMERA IPC,HEAD_CAM_L_IPC
W3004,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-CAM-R,RIGHT CAMERA IPC,HEAD_CAM_R_IPC
W3005,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-DISPLAY,FACE DISPLAY IPC,HEAD_DISPLAY_IPC
W3006,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-TOUCH,FACE TOUCH IPC,HEAD_TOUCH_IPC
W3007,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-MIC,MICROPHONE IPC,HEAD_MIC_IPC
W3008,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-AUDIO,AUDIO OUTPUT IPC,HEAD_AUDIO_IPC
W3009,03_compute_motion_watchdog.kicad_sch,CPU1,LOG-FAN-PWM,HEAD FAN PWM,HEAD_FAN_PWM
W3010,03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PERMIT,HARDWIRED PERMIT INPUT,SAFETY_PERMIT_HARDWIRED
W3011,03_compute_motion_watchdog.kicad_sch,MCU1,LOG-ACTION,AUTHENTICATED ACTION REQUEST,ACTION_REQUEST_AUTH
W3012,03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PSTAT,PRECHARGE STATUS,PRECHARGE_STATUS
W3013,03_compute_motion_watchdog.kicad_sch,MCU1,LOG-WD,WATCHDOG HEARTBEAT,MOTION_WD_HEARTBEAT
W3014,03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PREQ,PRECHARGE REQUEST,PRECHARGE_REQUEST
W3015,03_compute_motion_watchdog.kicad_sch,WD1,LOG-HB,MOTION HEARTBEAT INPUT,MOTION_WD_HEARTBEAT
W3016,03_compute_motion_watchdog.kicad_sch,WD1,LOG-REQ,PERMIT REQUEST DIAGNOSTIC,WD_PERMIT_REQUEST
W3017,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,101,PA9 AF7 TX,UART_RS-LLEG_TX
W3018,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,102,PA10 AF7 RX,UART_RS-LLEG_RX
W3019,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,104,PA12 AF7 RTS/DE,UART_RS-LLEG_DIR
W3020,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,119,PD5 AF7 TX,UART_RS-RLEG_TX
W3021,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,122,PD6 AF7 RX,UART_RS-RLEG_RX
W3022,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,118,PD4 AF7 RTS/DE,UART_RS-RLEG_DIR
W3023,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,77,PD8 AF7 TX,UART_RS-LARM_TX
W3024,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,78,PD9 AF7 RX,UART_RS-LARM_RX
W3025,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,81,PD12 AF7 RTS/DE,UART_RS-LARM_DIR
W3026,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,96,PC6 AF7 TX,UART_RS-RARM_TX
W3027,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,97,PC7 AF7 RX,UART_RS-RARM_RX
W3028,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,93,PG8 AF7 RTS/DE,UART_RS-RARM_DIR
W3029,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,111,PC10 AF8 TX,UART_RS-WAIST_TX
W3030,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,112,PC11 AF8 RX,UART_RS-WAIST_RX
W3031,03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,110,PA15 AF8 RTS/DE,UART_RS-WAIST_DIR
W3032,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_LDIST,113,PC12 AF8 HALF-DUPLEX IO,UART_TTL-LDIST_TX
W3033,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_LDIST,98,PC8 AF8 RTS/DE,UART_TTL-LDIST_DIR
W3034,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_RDIST,62,PE8 AF7 HALF-DUPLEX IO,UART_TTL-RDIST_TX
W3035,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_RDIST,63,PE9 AF7 RTS/DE,UART_TTL-RDIST_DIR
W3036,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_HEAD,142,PE1 AF8 HALF-DUPLEX IO,UART_TTL-HEAD_TX
W3037,03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_HEAD,86,PD15 AF8 RTS/DE,UART_TTL-HEAD_DIR
W4001,04_motion_controller_carrier_connectors.kicad_sch,REG1,LOG-5V-IN,AUXILIARY 5 V INPUT,AUX_5V_SAFE
W4002,04_motion_controller_carrier_connectors.kicad_sch,REG1,LOG-RET-IN,AUXILIARY RETURN,AUX_0V
W4003,04_motion_controller_carrier_connectors.kicad_sch,REG1,LOG-5V,CONTROL 5 V,CTRL_5V
W4004,04_motion_controller_carrier_connectors.kicad_sch,REG1,LOG-3V3,CONTROL 3.3 V,CTRL_3V3
W4005,04_motion_controller_carrier_connectors.kicad_sch,REG1,LOG-GND,CONTROL GROUND,CTRL_GND
W4006,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,1,CONTROL 5 V,CTRL_5V
W4007,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,2,CONTROL 3.3 V,CTRL_3V3
W4008,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,3,CONTROL GROUND,CTRL_GND
W4009,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,4,RS-LLEG TX,UART_RS-LLEG_TX
W4010,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,5,RS-LLEG RX,UART_RS-LLEG_RX
W4011,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,6,RS-LLEG DE,UART_RS-LLEG_DIR
W4012,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,7,RS-RLEG TX,UART_RS-RLEG_TX
W4013,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,8,RS-RLEG RX,UART_RS-RLEG_RX
W4014,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,9,RS-RLEG DE,UART_RS-RLEG_DIR
W4015,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,10,RS-LARM TX,UART_RS-LARM_TX
W4016,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,11,RS-LARM RX,UART_RS-LARM_RX
W4017,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,12,RS-LARM DE,UART_RS-LARM_DIR
W4018,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,13,RS-RARM TX,UART_RS-RARM_TX
W4019,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,14,RS-RARM RX,UART_RS-RARM_RX
W4020,04_motion_controller_carrier_connectors.kicad_sch,JMCU_A,15,RS-RARM DE,UART_RS-RARM_DIR
W4021,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,1,CONTROL 5 V,CTRL_5V
W4022,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,2,CONTROL 3.3 V,CTRL_3V3
W4023,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,3,CONTROL GROUND,CTRL_GND
W4024,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,4,RS-WAIST TX,UART_RS-WAIST_TX
W4025,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,5,RS-WAIST RX,UART_RS-WAIST_RX
W4026,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,6,RS-WAIST DE,UART_RS-WAIST_DIR
W4027,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,7,TTL-LDIST HALF-DUPLEX IO,UART_TTL-LDIST_TX
W4028,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,8,TTL-LDIST DIR,UART_TTL-LDIST_DIR
W4029,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,9,TTL-RDIST HALF-DUPLEX IO,UART_TTL-RDIST_TX
W4030,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,10,TTL-RDIST DIR,UART_TTL-RDIST_DIR
W4031,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,11,TTL-HEAD HALF-DUPLEX IO,UART_TTL-HEAD_TX
W4032,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,12,TTL-HEAD DIR,UART_TTL-HEAD_DIR
W4033,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,13,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_13
W4034,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,14,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_14
W4035,04_motion_controller_carrier_connectors.kicad_sch,JMCU_B,15,RESERVED - NO CONNECTION,INTENTIONALLY_UNUSED_CARRIER_B_15
W5001,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,1,CONTROL 5 V,CTRL_5V
W5002,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,2,CONTROL 3.3 V,CTRL_3V3
W5003,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,3,CONTROL GROUND,CTRL_GND
W5004,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,4,RS-LLEG TX,UART_RS-LLEG_TX
W5005,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,5,RS-LLEG RX,UART_RS-LLEG_RX
W5006,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,6,RS-LLEG DE,UART_RS-LLEG_DIR
W5007,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,7,RS-RLEG TX,UART_RS-RLEG_TX
W5008,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,8,RS-RLEG RX,UART_RS-RLEG_RX
W5009,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,9,RS-RLEG DE,UART_RS-RLEG_DIR
W5010,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,10,RS-LARM TX,UART_RS-LARM_TX
W5011,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,11,RS-LARM RX,UART_RS-LARM_RX
W5012,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,12,RS-LARM DE,UART_RS-LARM_DIR
W5013,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,13,RS-RARM TX,UART_RS-RARM_TX
W5014,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,14,RS-RARM RX,UART_RS-RARM_RX
W5015,05_carrier_a_four_isolated_rs485.kicad_sch,JCA1,15,RS-RARM DE,UART_RS-RARM_DIR
W5016,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,1,VIO,CTRL_3V3
W5017,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,2,D,UART_RS-LLEG_TX
W5018,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,3,DE,UART_RS-LLEG_DIR
W5019,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,4,R,UART_RS-LLEG_RX
W5020,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,5,RE ACTIVE LOW,UART_RS-LLEG_DIR
W5021,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,6,GNDIO,CTRL_GND
W5022,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,9,VDD CONVERTER,CTRL_5V
W5023,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,10,GND1,CTRL_GND
W5024,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,11,GND2,RS-LLEG_RET
W5025,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,12,VISOOUT,ISO_PWR_RS-LLEG
W5026,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,13,MODE = GND2,RS-LLEG_RET
W5027,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,15,GISOIN,RS-LLEG_RET
W5028,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,16,VISOIN,ISO_PWR_RS-LLEG
W5029,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,17,Y DRIVER NONINVERTING,RS-LLEG_DP
W5030,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,18,Z DRIVER INVERTING,RS-LLEG_DN
W5031,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,19,B RECEIVER INVERTING,RS-LLEG_DN
W5032,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LLEG,20,A RECEIVER NONINVERTING,RS-LLEG_DP
W5033,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LLEG,1,DATA REFERENCE / GND,RS-LLEG_RET
W5034,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LLEG,2,DATA+,RS-LLEG_DP
W5035,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LLEG,3,DATA-,RS-LLEG_DN
W5036,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,1,VIO,CTRL_3V3
W5037,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,2,D,UART_RS-RLEG_TX
W5038,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,3,DE,UART_RS-RLEG_DIR
W5039,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,4,R,UART_RS-RLEG_RX
W5040,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,5,RE ACTIVE LOW,UART_RS-RLEG_DIR
W5041,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,6,GNDIO,CTRL_GND
W5042,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,9,VDD CONVERTER,CTRL_5V
W5043,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,10,GND1,CTRL_GND
W5044,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,11,GND2,RS-RLEG_RET
W5045,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,12,VISOOUT,ISO_PWR_RS-RLEG
W5046,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,13,MODE = GND2,RS-RLEG_RET
W5047,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,15,GISOIN,RS-RLEG_RET
W5048,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,16,VISOIN,ISO_PWR_RS-RLEG
W5049,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,17,Y DRIVER NONINVERTING,RS-RLEG_DP
W5050,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,18,Z DRIVER INVERTING,RS-RLEG_DN
W5051,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,19,B RECEIVER INVERTING,RS-RLEG_DN
W5052,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RLEG,20,A RECEIVER NONINVERTING,RS-RLEG_DP
W5053,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RLEG,1,DATA REFERENCE / GND,RS-RLEG_RET
W5054,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RLEG,2,DATA+,RS-RLEG_DP
W5055,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_RLEG,3,DATA-,RS-RLEG_DN
W5056,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,1,VIO,CTRL_3V3
W5057,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,2,D,UART_RS-LARM_TX
W5058,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,3,DE,UART_RS-LARM_DIR
W5059,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,4,R,UART_RS-LARM_RX
W5060,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,5,RE ACTIVE LOW,UART_RS-LARM_DIR
W5061,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,6,GNDIO,CTRL_GND
W5062,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,9,VDD CONVERTER,CTRL_5V
W5063,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,10,GND1,CTRL_GND
W5064,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,11,GND2,RS-LARM_RET
W5065,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,12,VISOOUT,ISO_PWR_RS-LARM
W5066,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,13,MODE = GND2,RS-LARM_RET
W5067,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,15,GISOIN,RS-LARM_RET
W5068,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,16,VISOIN,ISO_PWR_RS-LARM
W5069,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,17,Y DRIVER NONINVERTING,RS-LARM_DP
W5070,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,18,Z DRIVER INVERTING,RS-LARM_DN
W5071,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,19,B RECEIVER INVERTING,RS-LARM_DN
W5072,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_LARM,20,A RECEIVER NONINVERTING,RS-LARM_DP
W5073,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LARM,1,DATA REFERENCE / GND,RS-LARM_RET
W5074,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LARM,2,DATA+,RS-LARM_DP
W5075,05_carrier_a_four_isolated_rs485.kicad_sch,J_RS_LARM,3,DATA-,RS-LARM_DN
W5076,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,1,VIO,CTRL_3V3
W5077,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,2,D,UART_RS-RARM_TX
W5078,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,3,DE,UART_RS-RARM_DIR
W5079,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,4,R,UART_RS-RARM_RX
W5080,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,5,RE ACTIVE LOW,UART_RS-RARM_DIR
W5081,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,6,GNDIO,CTRL_GND
W5082,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,9,VDD CONVERTER,CTRL_5V
W5083,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,10,GND1,CTRL_GND
W5084,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,11,GND2,RS-RARM_RET
W5085,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,12,VISOOUT,ISO_PWR_RS-RARM
W5086,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,13,MODE = GND2,RS-RARM_RET
W5087,05_carrier_a_four_isolated_rs485.kicad_sch,ISO_RS_RARM,15,GISOIN,RS-RARM_RET
