net,connection_count,connections
ESTOP_CH1_FEED,2,02_estop_permit_contactors.kicad_sch:S0:LOG-C1F | 02_estop_permit_contactors.kicad_sch:SR1:LOG-C1F
ESTOP_CH1_RETURN,2,02_estop_permit_contactors.kicad_sch:S0:LOG-C1R | 02_estop_permit_contactors.kicad_sch:SR1:LOG-C1R
ESTOP_CH2_FEED,2,02_estop_permit_contactors.kicad_sch:S0:LOG-C2F | 02_estop_permit_contactors.kicad_sch:SR1:LOG-C2F
ESTOP_CH2_RETURN,2,02_estop_permit_contactors.kicad_sch:S0:LOG-C2R | 02_estop_permit_contactors.kicad_sch:SR1:LOG-C2R
EXTERNAL_NETWORK,1,03_compute_motion_watchdog.kicad_sch:CPU1:LOG-NET
FRAME_PE_BOUNDARY,1,01_energy_precharge_conversion.kicad_sch:RET1:LOG-PE
HMI_SENSOR_IPC,4,03_compute_motion_watchdog.kicad_sch:CPU1:LOG-AUDIO | 12_head_ttl_sensors_hmi.kicad_sch:CAM1:LOG-IPC | 12_head_ttl_sensors_hmi.kicad_sch:CAM2:LOG-IPC | 12_head_ttl_sensors_hmi.kicad_sch:HMI1:LOG-IPC
K1_POS_OUT,2,02_estop_permit_contactors.kicad_sch:K1:LOG-MOUT | 02_estop_permit_contactors.kicad_sch:K2:LOG-MIN
MOTION_WD_HEARTBEAT,2,03_compute_motion_watchdog.kicad_sch:MCU1:LOG-WD | 03_compute_motion_watchdog.kicad_sch:WD1:LOG-HB
PRECHARGE_REQUEST,2,01_energy_precharge_conversion.kicad_sch:PRE1:LOG-CMD | 03_compute_motion_watchdog.kicad_sch:MCU1:LOG-PREQ
PRECHARGE_STATUS,2,01_energy_precharge_conversion.kicad_sch:PRE1:LOG-OK | 03_compute_motion_watchdog.kicad_sch:MCU1:LOG-PSTAT
RESET_FEED,2,02_estop_permit_contactors.kicad_sch:S1:LOG-FEED | 02_estop_permit_contactors.kicad_sch:SR1:LOG-RF
RESET_RETURN,2,02_estop_permit_contactors.kicad_sch:S1:LOG-RETURN | 02_estop_permit_contactors.kicad_sch:SR1:LOG-RR
RS-LARM_DN,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-DN | 07_left_arm_rs485.kicad_sch:PORT_RS_LARM:LOG-DN | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_PITCH:4 | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_ROLL:4 | 07_left_arm_rs485.kicad_sch:AX_L_ELBOW_PITCH:4
RS-LARM_DP,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-DP | 07_left_arm_rs485.kicad_sch:PORT_RS_LARM:LOG-DP | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_PITCH:3 | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_ROLL:3 | 07_left_arm_rs485.kicad_sch:AX_L_ELBOW_PITCH:3
RS-LARM_RET,6,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-REF | 07_left_arm_rs485.kicad_sch:PORT_RS_LARM:LOG-RET | 07_left_arm_rs485.kicad_sch:PBR_RS_LARM:LOG-RET-OUT | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_PITCH:1 | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_ROLL:1 | 07_left_arm_rs485.kicad_sch:AX_L_ELBOW_PITCH:1
RS-LARM_VDD,4,07_left_arm_rs485.kicad_sch:PBR_RS_LARM:LOG-OUT | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_PITCH:2 | 07_left_arm_rs485.kicad_sch:AX_L_SHOULDER_ROLL:2 | 07_left_arm_rs485.kicad_sch:AX_L_ELBOW_PITCH:2
RS-LLEG_DN,8,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-DN | 05_left_leg_rs485.kicad_sch:PORT_RS_LLEG:LOG-DN | 05_left_leg_rs485.kicad_sch:AX_L_HIP_YAW:4 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_ROLL:4 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_PITCH:4 | 05_left_leg_rs485.kicad_sch:AX_L_KNEE_PITCH:4 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_PITCH:4 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_ROLL:4
RS-LLEG_DP,8,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-DP | 05_left_leg_rs485.kicad_sch:PORT_RS_LLEG:LOG-DP | 05_left_leg_rs485.kicad_sch:AX_L_HIP_YAW:3 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_ROLL:3 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_PITCH:3 | 05_left_leg_rs485.kicad_sch:AX_L_KNEE_PITCH:3 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_PITCH:3 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_ROLL:3
RS-LLEG_RET,9,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-REF | 05_left_leg_rs485.kicad_sch:PORT_RS_LLEG:LOG-RET | 05_left_leg_rs485.kicad_sch:PBR_RS_LLEG:LOG-RET-OUT | 05_left_leg_rs485.kicad_sch:AX_L_HIP_YAW:1 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_ROLL:1 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_PITCH:1 | 05_left_leg_rs485.kicad_sch:AX_L_KNEE_PITCH:1 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_PITCH:1 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_ROLL:1
RS-LLEG_VDD,7,05_left_leg_rs485.kicad_sch:PBR_RS_LLEG:LOG-OUT | 05_left_leg_rs485.kicad_sch:AX_L_HIP_YAW:2 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_ROLL:2 | 05_left_leg_rs485.kicad_sch:AX_L_HIP_PITCH:2 | 05_left_leg_rs485.kicad_sch:AX_L_KNEE_PITCH:2 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_PITCH:2 | 05_left_leg_rs485.kicad_sch:AX_L_ANKLE_ROLL:2
RS-RARM_DN,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-DN | 08_right_arm_rs485.kicad_sch:PORT_RS_RARM:LOG-DN | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_PITCH:4 | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_ROLL:4 | 08_right_arm_rs485.kicad_sch:AX_R_ELBOW_PITCH:4
RS-RARM_DP,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-DP | 08_right_arm_rs485.kicad_sch:PORT_RS_RARM:LOG-DP | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_PITCH:3 | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_ROLL:3 | 08_right_arm_rs485.kicad_sch:AX_R_ELBOW_PITCH:3
RS-RARM_RET,6,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-REF | 08_right_arm_rs485.kicad_sch:PORT_RS_RARM:LOG-RET | 08_right_arm_rs485.kicad_sch:PBR_RS_RARM:LOG-RET-OUT | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_PITCH:1 | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_ROLL:1 | 08_right_arm_rs485.kicad_sch:AX_R_ELBOW_PITCH:1
RS-RARM_VDD,4,08_right_arm_rs485.kicad_sch:PBR_RS_RARM:LOG-OUT | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_PITCH:2 | 08_right_arm_rs485.kicad_sch:AX_R_SHOULDER_ROLL:2 | 08_right_arm_rs485.kicad_sch:AX_R_ELBOW_PITCH:2
RS-RLEG_DN,8,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-DN | 06_right_leg_rs485.kicad_sch:PORT_RS_RLEG:LOG-DN | 06_right_leg_rs485.kicad_sch:AX_R_HIP_YAW:4 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_ROLL:4 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_PITCH:4 | 06_right_leg_rs485.kicad_sch:AX_R_KNEE_PITCH:4 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_PITCH:4 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_ROLL:4
RS-RLEG_DP,8,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-DP | 06_right_leg_rs485.kicad_sch:PORT_RS_RLEG:LOG-DP | 06_right_leg_rs485.kicad_sch:AX_R_HIP_YAW:3 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_ROLL:3 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_PITCH:3 | 06_right_leg_rs485.kicad_sch:AX_R_KNEE_PITCH:3 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_PITCH:3 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_ROLL:3
RS-RLEG_RET,9,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-REF | 06_right_leg_rs485.kicad_sch:PORT_RS_RLEG:LOG-RET | 06_right_leg_rs485.kicad_sch:PBR_RS_RLEG:LOG-RET-OUT | 06_right_leg_rs485.kicad_sch:AX_R_HIP_YAW:1 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_ROLL:1 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_PITCH:1 | 06_right_leg_rs485.kicad_sch:AX_R_KNEE_PITCH:1 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_PITCH:1 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_ROLL:1
RS-RLEG_VDD,7,06_right_leg_rs485.kicad_sch:PBR_RS_RLEG:LOG-OUT | 06_right_leg_rs485.kicad_sch:AX_R_HIP_YAW:2 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_ROLL:2 | 06_right_leg_rs485.kicad_sch:AX_R_HIP_PITCH:2 | 06_right_leg_rs485.kicad_sch:AX_R_KNEE_PITCH:2 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_PITCH:2 | 06_right_leg_rs485.kicad_sch:AX_R_ANKLE_ROLL:2
RS-WAIST_DN,3,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-DN | 09_waist_rs485.kicad_sch:PORT_RS_WAIST:LOG-DN | 09_waist_rs485.kicad_sch:AX_WAIST_YAW:4
RS-WAIST_DP,3,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-DP | 09_waist_rs485.kicad_sch:PORT_RS_WAIST:LOG-DP | 09_waist_rs485.kicad_sch:AX_WAIST_YAW:3
RS-WAIST_RET,4,04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-REF | 09_waist_rs485.kicad_sch:PORT_RS_WAIST:LOG-RET | 09_waist_rs485.kicad_sch:PBR_RS_WAIST:LOG-RET-OUT | 09_waist_rs485.kicad_sch:AX_WAIST_YAW:1
RS-WAIST_VDD,2,09_waist_rs485.kicad_sch:PBR_RS_WAIST:LOG-OUT | 09_waist_rs485.kicad_sch:AX_WAIST_YAW:2
SAFETY_PERMIT_HARDWIRED,5,01_energy_precharge_conversion.kicad_sch:DCDC1:LOG-EN | 02_estop_permit_contactors.kicad_sch:SR1:LOG-PERMIT | 02_estop_permit_contactors.kicad_sch:K1:LOG-COIL | 02_estop_permit_contactors.kicad_sch:K2:LOG-COIL | 03_compute_motion_watchdog.kicad_sch:MCU1:LOG-PERMIT
SD_POS_OUT,2,01_energy_precharge_conversion.kicad_sch:SD1:LOG-OUT | 01_energy_precharge_conversion.kicad_sch:PRE1:LOG-IN
TLM_BMS_STATUS,1,01_energy_precharge_conversion.kicad_sch:BATT1:LOG-BMS
TLM_DCDC12,1,01_energy_precharge_conversion.kicad_sch:DCDC1:LOG-TLM
TLM_PACK_TEMP,1,01_energy_precharge_conversion.kicad_sch:BATT1:LOG-TEMP
TLM_RS-LARM,1,07_left_arm_rs485.kicad_sch:PBR_RS_LARM:LOG-TLM
TLM_RS-LLEG,1,05_left_leg_rs485.kicad_sch:PBR_RS_LLEG:LOG-TLM
TLM_RS-RARM,1,08_right_arm_rs485.kicad_sch:PBR_RS_RARM:LOG-TLM
TLM_RS-RLEG,1,06_right_leg_rs485.kicad_sch:PBR_RS_RLEG:LOG-TLM
TLM_RS-WAIST,1,09_waist_rs485.kicad_sch:PBR_RS_WAIST:LOG-TLM
TLM_TTL-HEAD,1,12_head_ttl_sensors_hmi.kicad_sch:PBR_TTL_HEAD:LOG-TLM
TLM_TTL-LDIST,1,10_left_distal_ttl.kicad_sch:PBR_TTL_LDIST:LOG-TLM
TLM_TTL-RDIST,1,11_right_distal_ttl.kicad_sch:PBR_TTL_RDIST:LOG-TLM
TTL-HEAD_DATA,4,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_HEAD:LOG-DATA | 12_head_ttl_sensors_hmi.kicad_sch:PORT_TTL_HEAD:LOG-DATA | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_PAN:3 | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_TILT:3
TTL-HEAD_RET,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_HEAD:LOG-REF | 12_head_ttl_sensors_hmi.kicad_sch:PORT_TTL_HEAD:LOG-RET | 12_head_ttl_sensors_hmi.kicad_sch:PBR_TTL_HEAD:LOG-RET-OUT | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_PAN:1 | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_TILT:1
TTL-HEAD_VDD,3,12_head_ttl_sensors_hmi.kicad_sch:PBR_TTL_HEAD:LOG-OUT | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_PAN:2 | 12_head_ttl_sensors_hmi.kicad_sch:AX_HEAD_TILT:2
TTL-LDIST_DATA,4,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_LDIST:LOG-DATA | 10_left_distal_ttl.kicad_sch:PORT_TTL_LDIST:LOG-DATA | 10_left_distal_ttl.kicad_sch:AX_L_WRIST_ROTATION:3 | 10_left_distal_ttl.kicad_sch:AX_L_GRIPPER:3
TTL-LDIST_RET,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_LDIST:LOG-REF | 10_left_distal_ttl.kicad_sch:PORT_TTL_LDIST:LOG-RET | 10_left_distal_ttl.kicad_sch:PBR_TTL_LDIST:LOG-RET-OUT | 10_left_distal_ttl.kicad_sch:AX_L_WRIST_ROTATION:1 | 10_left_distal_ttl.kicad_sch:AX_L_GRIPPER:1
TTL-LDIST_VDD,3,10_left_distal_ttl.kicad_sch:PBR_TTL_LDIST:LOG-OUT | 10_left_distal_ttl.kicad_sch:AX_L_WRIST_ROTATION:2 | 10_left_distal_ttl.kicad_sch:AX_L_GRIPPER:2
TTL-RDIST_DATA,4,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_RDIST:LOG-DATA | 11_right_distal_ttl.kicad_sch:PORT_TTL_RDIST:LOG-DATA | 11_right_distal_ttl.kicad_sch:AX_R_WRIST_ROTATION:3 | 11_right_distal_ttl.kicad_sch:AX_R_GRIPPER:3
TTL-RDIST_RET,5,04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_RDIST:LOG-REF | 11_right_distal_ttl.kicad_sch:PORT_TTL_RDIST:LOG-RET | 11_right_distal_ttl.kicad_sch:PBR_TTL_RDIST:LOG-RET-OUT | 11_right_distal_ttl.kicad_sch:AX_R_WRIST_ROTATION:1 | 11_right_distal_ttl.kicad_sch:AX_R_GRIPPER:1
TTL-RDIST_VDD,3,11_right_distal_ttl.kicad_sch:PBR_TTL_RDIST:LOG-OUT | 11_right_distal_ttl.kicad_sch:AX_R_WRIST_ROTATION:2 | 11_right_distal_ttl.kicad_sch:AX_R_GRIPPER:2
UART_RS-LARM_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LARM:LOG-RS-LARM-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-DIR
UART_RS-LARM_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LARM:LOG-RS-LARM-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-RX
UART_RS-LARM_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LARM:LOG-RS-LARM-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LARM:LOG-TX
UART_RS-LLEG_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LLEG:LOG-RS-LLEG-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-DIR
UART_RS-LLEG_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LLEG:LOG-RS-LLEG-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-RX
UART_RS-LLEG_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_LLEG:LOG-RS-LLEG-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_LLEG:LOG-TX
UART_RS-RARM_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RARM:LOG-RS-RARM-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-DIR
UART_RS-RARM_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RARM:LOG-RS-RARM-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-RX
UART_RS-RARM_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RARM:LOG-RS-RARM-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RARM:LOG-TX
UART_RS-RLEG_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RLEG:LOG-RS-RLEG-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-DIR
UART_RS-RLEG_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RLEG:LOG-RS-RLEG-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-RX
UART_RS-RLEG_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_RLEG:LOG-RS-RLEG-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_RLEG:LOG-TX
UART_RS-WAIST_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_WAIST:LOG-RS-WAIST-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-DIR
UART_RS-WAIST_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_WAIST:LOG-RS-WAIST-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-RX
UART_RS-WAIST_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_RS_WAIST:LOG-RS-WAIST-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_RS_WAIST:LOG-TX
UART_TTL-HEAD_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_HEAD:LOG-TTL-HEAD-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_HEAD:LOG-DIR
UART_TTL-HEAD_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_HEAD:LOG-TTL-HEAD-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_HEAD:LOG-RX
UART_TTL-HEAD_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_HEAD:LOG-TTL-HEAD-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_HEAD:LOG-TX
UART_TTL-LDIST_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_LDIST:LOG-TTL-LDIST-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_LDIST:LOG-DIR
UART_TTL-LDIST_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_LDIST:LOG-TTL-LDIST-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_LDIST:LOG-RX
UART_TTL-LDIST_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_LDIST:LOG-TTL-LDIST-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_LDIST:LOG-TX
UART_TTL-RDIST_DIR,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_RDIST:LOG-TTL-RDIST-DIR | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_RDIST:LOG-DIR
UART_TTL-RDIST_RX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_RDIST:LOG-TTL-RDIST-RX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_RDIST:LOG-RX
UART_TTL-RDIST_TX,2,03_compute_motion_watchdog.kicad_sch:MCU_IO_TTL_RDIST:LOG-TTL-RDIST-TX | 04_eight_actuator_bus_interfaces.kicad_sch:IF_TTL_RDIST:LOG-TX
WD_PERMIT_REQUEST,1,03_compute_motion_watchdog.kicad_sch:WD1:LOG-REQ
