axis_id,bus_id,distribution_node,corridor,trunk_part,core_pair,local_branch_part,candidate_current_cap_a,published_stall_endpoint_a,stall_is_normal_demand,one_way_planning_length_mm,round_trip_planning_length_mm,nominal_cable_only_loop_r20_ohm,nominal_cable_only_loop_r80_ohm,cap_drop_20c_v,cap_drop_80c_v,cap_loss_80c_w,calculation_boundary,branch_protection,state,authority,warning
L_HIP_PITCH,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 3: core/cavity 5 ORANGE=RETURN; core/cavity 6 BLUE=VDD,Alpha Wire 861802,2.499010,4.900,NO,106.339,212.678,0.00488434,0.00603606,0.01220601,0.01508418,0.03769553,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_KNEE_PITCH,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 4: core/cavity 7 BROWN=RETURN; core/cavity 8 YELLOW=VDD,Alpha Wire 861802,2.499010,4.900,NO,114.122,228.244,0.00524182,0.00647785,0.01309937,0.01618820,0.04045448,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ANKLE_PITCH,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 5: core/cavity 9 VIOLET=RETURN; core/cavity 10 SLATE=VDD,Alpha Wire 861802,1.998670,2.300,NO,267.754,535.508,0.01229841,0.01519838,0.02458047,0.03037654,0.06071268,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
L_ANKLE_ROLL,RS-LLEG,DP-LLEG,HN01_L_LEG_POWER,861812,PAIR 6: core/cavity 11 PINK=RETURN; core/cavity 12 TAN=VDD,Alpha Wire 861802,1.998670,2.300,NO,287.696,575.392,0.01321438,0.01633033,0.02641119,0.03263895,0.06523449,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_SHOULDER_PITCH,RS-RARM,DP-RARM,HN01_R_ARM_POWER,861812,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,1.998670,2.300,NO,114.724,229.447,0.00526945,0.00651199,0.01053190,0.01301532,0.02601332,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_SHOULDER_ROLL,RS-RARM,DP-RARM,HN01_R_ARM_POWER,861812,PAIR 2: core/cavity 3 WHITE=RETURN; core/cavity 4 GREEN=VDD,Alpha Wire 861802,1.998670,2.300,NO,114.724,229.447,0.00526945,0.00651199,0.01053190,0.01301532,0.02601332,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_ELBOW_PITCH,RS-RARM,DP-RARM,HN01_R_ARM_POWER,861812,PAIR 3: core/cavity 5 ORANGE=RETURN; core/cavity 6 BLUE=VDD,Alpha Wire 861802,1.998670,2.300,NO,144.750,289.499,0.00664860,0.00821634,0.01328836,0.01642175,0.03282166,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_WRIST_ROTATION,TTL-RDIST,DP-RARM,HN01_R_ARM_POWER,861812,PAIR 4: core/cavity 7 BROWN=RETURN; core/cavity 8 YELLOW=VDD,Alpha Wire 861802,0.700000,0.880,NO,267.381,534.762,0.01228128,0.01517721,0.00859690,0.01062404,0.00743683,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_GRIPPER,TTL-RDIST,DP-RARM,HN01_R_ARM_POWER,861812,PAIR 5: core/cavity 9 VIOLET=RETURN; core/cavity 10 SLATE=VDD,Alpha Wire 861802,0.700000,0.880,NO,307.725,615.449,0.01413433,0.01746720,0.00989403,0.01222704,0.00855893,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_YAW,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 1: core/cavity 1 BLACK=RETURN; core/cavity 2 RED=VDD,Alpha Wire 861802,2.499010,4.900,NO,145.546,291.091,0.00668516,0.00826152,0.01670628,0.02064563,0.05159362,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_ROLL,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 2: core/cavity 3 WHITE=RETURN; core/cavity 4 GREEN=VDD,Alpha Wire 861802,2.499010,4.900,NO,125.862,251.724,0.00578106,0.00714424,0.01444693,0.01785352,0.04461613,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_HIP_PITCH,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 3: core/cavity 5 ORANGE=RETURN; core/cavity 6 BLUE=VDD,Alpha Wire 861802,2.499010,4.900,NO,106.339,212.678,0.00488434,0.00603606,0.01220601,0.01508418,0.03769553,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_KNEE_PITCH,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 4: core/cavity 7 BROWN=RETURN; core/cavity 8 YELLOW=VDD,Alpha Wire 861802,2.499010,4.900,NO,114.122,228.244,0.00524182,0.00647785,0.01309937,0.01618820,0.04045448,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_ANKLE_PITCH,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 5: core/cavity 9 VIOLET=RETURN; core/cavity 10 SLATE=VDD,Alpha Wire 861802,1.998670,2.300,NO,267.754,535.508,0.01229841,0.01519838,0.02458047,0.03037654,0.06071268,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
R_ANKLE_ROLL,RS-RLEG,DP-RLEG,HN01_R_LEG_POWER,861812,PAIR 6: core/cavity 11 PINK=RETURN; core/cavity 12 TAN=VDD,Alpha Wire 861802,1.998670,2.300,NO,287.696,575.392,0.01321438,0.01633033,0.02641119,0.03263895,0.06523449,"NOMINAL ALPHA DCR AND EXISTING STRAIGHT-LINE PLANNING LENGTH ONLY; CONNECTORS, PIGTAIL, BREAKOUT, REGENERATION, DUTY AND SERVICE-LOOP LENGTH EXCLUDED",LOCAL ELECTRONIC BRANCH CHANNEL - VALUES/COMPONENTS SELECTION REQUIRED,CANDIDATE CORE ALLOCATION; NOT CUT OR CONNECTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - DISTRIBUTED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
