pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status
UPPER_FORE:J1_H101:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,164.419037434,40.771212878,123.647824556,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:FORE_MEMBER,J2,,,15.000000000,120.000000000,168.600766839,82.871378945,85.729387894,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,196.755426904,91.121239818,105.634187087,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J1_H101:G1_H104,J2,,,15.000000000,120.000000000,208.827443628,120.472066069,88.355377559,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:J2_H101,J2,,,15.000000000,120.000000000,148.218235730,31.652183099,116.566052630,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,154.804213610,40.771212878,114.033000732,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_MEMBER,J2,,,15.000000000,120.000000000,158.799085739,82.871378945,75.927706794,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,186.466630395,91.121239818,95.345390577,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_PROX_ADAPTER:G1_H104,J2,,,15.000000000,120.000000000,198.542111179,120.472066069,78.070045111,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:J2_H101,J2,,,15.000000000,120.000000000,48.219090479,31.652183099,16.566907380,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,54.826575241,40.771212878,14.055362362,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_MEMBER,J2,,,15.000000000,67.500000000,79.058231604,42.547149541,36.511082062,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_MEMBER,J2,,,67.500000000,120.000000000,43.312932643,42.547149541,0.765783102,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,96.206058701,91.121239818,5.084818883,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:G1_H104,J2,,,15.000000000,67.500000000,131.134181795,61.851788589,69.282393206,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_MEMBER:G1_H104,J2,,,67.500000000,120.000000000,90.714545562,61.851788589,28.862756972,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:J2_H101,J2,,,15.000000000,120.000000000,38.693235730,31.652183099,7.041052630,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_PROX_ADAPTER,J2,,,15.000000000,120.000000000,45.307721480,40.771212878,4.536508602,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,15.000000000,67.500000000,69.532376854,42.547149541,26.985227313,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,67.500000000,93.750000000,42.406738735,21.413883266,20.992855469,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,93.750000000,120.000000000,24.626389130,21.413883266,3.212505864,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,99.221970812,91.121239818,8.100730994,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:G1_H104,J2,,,15.000000000,67.500000000,121.729948322,61.851788589,59.878159733,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:UPPER_DIST_ADAPTER:G1_H104,J2,,,67.500000000,120.000000000,86.651937139,61.851788589,24.800148550,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,15.000000000,41.250000000,12.920480747,10.535241531,2.385239216,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,41.250000000,67.500000000,11.540705095,10.535241531,1.005463564,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,67.500000000,93.750000000,11.559188897,10.535241531,1.023947366,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,93.750000000,106.875000000,11.147246702,5.276270679,5.870976023,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,106.875000000,113.437500000,6.393087288,2.639217244,3.753870044,AABB_LOWER_BOUND,4,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,113.437500000,116.718750000,3.750820687,1.319743881,2.431076806,AABB_LOWER_BOUND,5,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,116.718750000,118.359375000,2.371713160,0.659888848,1.711824312,AABB_LOWER_BOUND,6,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,118.359375000,120.000000000,1.432547844,0.659888848,0.772658996,AABB_LOWER_BOUND,6,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,15.000000000,41.250000000,22.445480747,21.413883266,1.031597481,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,41.250000000,54.375000000,21.223250931,10.724523407,10.498727524,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,54.375000000,67.500000000,21.176266902,10.724523407,10.451743495,EXACT_BREP_DISTANCE,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,67.500000000,93.750000000,23.084702375,21.413883266,1.670819109,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,93.750000000,106.875000000,20.518379908,10.724523407,9.793856502,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,106.875000000,120.000000000,13.388501212,10.724523407,2.663977806,AABB_LOWER_BOUND,3,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,67.500000000,50.679631191,46.782726030,3.896905161,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:FORE_DIST_H104_ADAPTER,J2,,,67.500000000,120.000000000,73.265487103,46.782726030,26.482761072,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:G1_H104,J2,,,15.000000000,67.500000000,80.986851849,61.851788589,19.135063259,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_BODY:G1_H104,J2,,,67.500000000,120.000000000,83.342370727,61.851788589,21.490582138,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,15.000000000,67.500000000,49.371505665,20.932424601,28.439081065,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,67.500000000,120.000000000,22.296870030,20.932424601,1.364445429,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,15.000000000,67.500000000,56.532779832,42.547149541,13.985630290,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,67.500000000,93.750000000,33.192830067,21.413883266,11.778946801,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,93.750000000,120.000000000,22.794055532,21.413883266,1.380172266,EXACT_BREP_DISTANCE,2,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:FORE_DIST_H104_ADAPTER,J2,,,15.000000000,120.000000000,94.204096981,91.121239818,3.082857163,EXACT_BREP_DISTANCE,0,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:G1_H104,J2,,,15.000000000,67.500000000,109.630857714,61.851788589,47.779069125,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
UPPER_FORE:J2_S102:G1_H104,J2,,,67.500000000,120.000000000,85.970064351,61.851788589,24.118275761,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,231.260005896,214.063802270,17.196203626,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,235.637212723,231.072931192,4.564281532,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,258.792743395,198.456430459,60.336312936,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,213.290539686,198.456430459,14.834109227,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,280.036192600,210.345244916,69.690947684,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,229.287809099,210.345244916,18.942564183,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,291.991525245,252.642506993,39.349018252,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,253.974966033,186.877044653,67.097921380,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:COLUMN:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,223.238007948,186.877044653,36.360963295,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,221.903650609,214.063802270,7.839848339,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,246.006688376,137.786187570,108.220500805,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,200.440619005,137.786187570,62.654431435,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,249.266498555,198.456430459,50.810068096,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,206.140370843,198.456430459,7.683940384,EXACT_BREP_DISTANCE,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,270.655783361,210.345244916,60.310538446,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,223.724806872,210.345244916,13.379561957,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,282.620964173,252.642506993,29.978457180,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,247.167408716,186.877044653,60.290364063,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,219.958093693,186.877044653,33.081049040,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:J2_H101,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,175.634472690,124.644820130,50.989652560,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:J2_H101,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,157.654488190,124.644820130,33.009668061,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,181.399699618,137.786187570,43.613512048,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,176.321143664,137.786187570,38.534956093,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,-20.000000000,2.500000000,15.000000000,120.000000000,190.880957815,140.943538020,49.937419794,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,2.500000000,25.000000000,15.000000000,120.000000000,183.189018425,140.943538020,42.245480405,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,175.957942351,140.943538020,35.014404330,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,179.310969665,140.943538020,38.367431645,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,213.357759649,210.345244916,3.012514734,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,216.232734039,210.345244916,5.887489124,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,-20.000000000,2.500000000,15.000000000,120.000000000,230.159231253,186.877044653,43.282186600,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,2.500000000,25.000000000,15.000000000,120.000000000,225.633632222,186.877044653,38.756587569,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,25.000000000,47.500000000,15.000000000,120.000000000,226.473446178,186.877044653,39.596401525,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_BODY:G1_H104,J1+J2,47.500000000,70.000000000,15.000000000,120.000000000,231.331133728,186.877044653,44.454089075,AABB_LOWER_BOUND,2,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:J2_H101,J1+J2,-20.000000000,70.000000000,15.000000000,120.000000000,215.180830370,214.063802270,1.117028100,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,233.526794096,137.786187570,95.740606526,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,207.444046546,137.786187570,69.657858976,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,237.533706248,198.456430459,39.077275790,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,25.000000000,70.000000000,15.000000000,120.000000000,200.748043893,198.456430459,2.291613434,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,-20.000000000,25.000000000,15.000000000,120.000000000,263.261538809,210.345244916,52.916293893,AABB_LOWER_BOUND,1,CERTIFIED_NOMINAL_MODEL_SPACE
