family_id,step,action,required_release_evidence,authority,warning
JMF-02-GRIPPER,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-02-GRIPPER,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-02-GRIPPER,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-02-GRIPPER,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-02-GRIPPER,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-02-GRIPPER,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-03-SHOULDER-GIMBAL,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-04-MEDIUM,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-05-WAIST,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-06-LEG-DIRECT,8,"Perform unpowered metrology, free-motion, retention and interference checks before any separate powered-work authorization",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,1,"Inspect carrier seats, shaft, bearing and actuator identities against received parts",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,2,Install supported-end bearing candidate(s) into removable truss carrier(s),DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,3,"Install hollow output shaft, spacer/retainer candidates and verify free rotation",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,4,"Install direct coupler, gimbal, rack/pinion or belt transmission as assigned",DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,5,Install exact actuator candidate and establish the project mounting interface,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,6,Install output-encoder carrier/magnet candidate and route the service loop,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
JMF-07-LEG-REDUCED-15,7,Install carrier screws and guard using released torque/locking instructions only after those exist,DRAWING/FIT/MATERIAL/HARDWARE/DFM/FAI/PHYSICAL PROCEDURE NOT YET RELEASED,UNPOWERED DESIGN SEQUENCE ONLY - NO ASSEMBLY OR POWERED-WORK AUTHORITY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
