entity_role,dimension,resolved_occ_tag_diagnostic_only,geometric_signature_sha256,geometry_type,bbox_mm_json,r286_maximum_q8_surface_deviation_mm,selection_basis,target_size_mm,warning
R286_SURFACE_DEVIATION_FAILURE_FACE,2,56,b09b3d5d2b4bb19b31f9f1aecadc6f6fde3d1f9629aa5621b57fe46ed5e04df2,Cylinder,"[51.9999999,-2.0000001,-18.0000001,54.0000001,1e-07,20.0000001]",0.014488923842120726,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,59,bd1dbd8502bac470eddf5b21d6fc6bc0206d4bdde92299afab29d6c55fc03336,Torus,"[31.9999999,-2.0000001,13.133434174,37.866565826,1e-07,19.0000001]",0.017979460736217617,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,85,fc994402243d44780abaabc77b96a297edee25a0ce28cb7e7466b7537a70f1be,Sphere,"[-36.0000001,-2.0000001,19.9999999,-33.9999999,1e-07,22.0000001]",0.012211784454218846,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,87,03b97919b26eee662bd162b26c19fca5be842e4a400cf7e5a3d17ed7688e8442,Sphere,"[-54.0000001,-2.0000001,19.9999999,-51.9999999,1e-07,22.0000001]",0.012211784454223277,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,89,41fc686a95397a62815f6d43af6022fd5020d43df586b9c8527de4849e392a76,Sphere,"[-54.0000001,-2.0000001,-20.0000001,-51.9999999,1e-07,-17.9999999]",0.012211784454218968,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,91,3b29a61d53af393548af5612d1d4a2edfa54dd982677e8bb0d9ec4eaca2e85e0,Sphere,"[-14.0000001,-2.0000001,-20.0000001,-11.9999999,1e-07,-17.9999999]",0.012211784454215328,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,93,03e14566612dc333701e6c8ee2af681cbe74c12f3dbf10d0afb51354ec94ef2c,Sphere,"[-14.0000001,-2.0000001,14.9999999,-11.9999999,1e-07,17.0000001]",0.012211784454215937,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,97,135165e71980ebe2ba0d4d7f7946fc31626f91b86b58def98f0cd02851c666e5,Sphere,"[11.9999999,-2.0000001,14.9999999,14.0000001,1e-07,17.0000001]",0.012211784454215328,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,99,38c2f881b61aaa459c67c937540dcf38e49977a7f155bda442d0468969cfc9a0,Sphere,"[11.9999999,-2.0000001,-20.0000001,14.0000001,1e-07,-17.9999999]",0.012211784454219395,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,102,0a6e0998123ea8c12669e829b9aea9ec1e869f10a964f8eb6ba09eaa003b437a,Sphere,"[51.9999999,-2.0000001,-20.0000001,54.0000001,1e-07,-17.9999999]",0.012211784454223277,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,104,ea76d29e0d7f106e65bd8d0c0ad08fa93a8c80d834ed89f42758a825a07bc42e,Sphere,"[51.9999999,-2.0000001,19.9999999,54.0000001,1e-07,22.0000001]",0.012211784454222363,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
R286_SURFACE_DEVIATION_FAILURE_FACE,2,106,ebed52abf2cace47e860ef64e4ea860b6621c6721ae37499d5bf5c008ecbd67e,Sphere,"[33.9999999,-2.0000001,19.9999999,36.0000001,1e-07,22.0000001]",0.012211784454215328,R286_OBSERVED_OVER_LIMIT,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,11,802f47fba70b1fa37b094c8cd27e1292bbd71f15eb1d6dbdca7e1b6bf3425721,Circle,"[21.9999999,9.5249999,19.322875556,23.5000001,9.5250001,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,13,a41d4e10103d14af2a1ba0db409fe6d415a96f8787880088681595e8358f3efa,Circle,"[-23.5000001,9.5249999,19.322875556,-21.9999999,9.5250001,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,21,853732d03eec6d7203c74cf58b6ad9a5695ce1296b4fc4f365e87a64ffe5a782,Line,"[23.4999999,8.5249999,19.322875556,23.5000001,9.5250001,19.322875756]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,22,fee000bdad963ca6a71e69bd3ca7574da4a9670891cce776bf997aa7b6627c86,Circle,"[23.4999999,8.5249999,17.9999999,24.0000001,8.5250001,19.322875756]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,49,ba4a70f68db3af3e6d975ca768594c2025b3c85bf09f3d70133544839cdea849,Circle,"[33.9999999,-1e-07,15.535898285,36.0000001,1e-07,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,52,09e89708e30cc0957710a82d05f405f5b29b8a6ed1c1ea593267eac5aeb1755c,Line,"[51.9999999,-1e-07,-18.0000001,52.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,53,0385e34a47614c8dae1ed53f01aba6a6b8c456a96d39a55d23db92e55256bbce,Line,"[13.9999999,-1e-07,-18.0000001,52.0000001,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,54,f0f6b4662171155677432da13b030e8bf68f26dbfa391aabf88d71e990026ceb,Line,"[13.9999999,-1e-07,-18.0000001,14.0000001,1e-07,-9.661324673]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,57,e72b34e981d804e2199eea57f2f9b4e26bf728a67b7ecbe6d5c15249bf8c8e30,Line,"[13.9999999,-1e-07,-6.338675327,14.0000001,1e-07,6.338675327]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,60,af16be1fd5d0bec75bc717add2962722d019009fbd2bc7d97c9951b0203226e1,Line,"[13.9999999,-1e-07,9.661324673,14.0000001,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,61,72e3fb328fad050f5fc0eb7b35bfd265cee0b556b07471389cce85778cb6d4e4,Line,"[13.9999999,-1e-07,14.9999999,24.0000001,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,63,e24ab89e75590c2b14adc132851e4bc7cd8f68f9b40d125325a8c6a2b81662e8,Circle,"[21.9999999,-1e-07,17.9999999,24.0000001,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,65,9d755b7ff25bed8115c25d283f86487f8fa67e2b1dc007000e2c4817e419632f,Circle,"[-24.0000001,-1e-07,17.9999999,-21.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,67,963cc7a21b4f28989190b88ea1f33e697812581354caf915256849258e3a397d,Line,"[-24.0000001,-1e-07,14.9999999,-13.9999999,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,68,a80fc890557c5f4d196ed85579f7a55a9a7e1937d3fe5a5b48d104057bdecd3d,Line,"[-14.0000001,-1e-07,9.661324673,-13.9999999,1e-07,15.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,71,78f72aa93cdaef26f156d3ad1fb1413513f983f0e73180f5a950a1602f8a47da,Line,"[-14.0000001,-1e-07,-6.338675327,-13.9999999,1e-07,6.338675327]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,74,f0623b5af3d2459de7f07c46a7295bb9ad35a7d147775feb28678916e405be8a,Line,"[-14.0000001,-1e-07,-18.0000001,-13.9999999,1e-07,-9.661324673]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,75,6b9200fc1fb247b656b7cb8c30431a19a37212930915e9e72a28c18f0421ef7d,Line,"[-52.0000001,-1e-07,-18.0000001,-13.9999999,1e-07,-17.9999999]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,76,2d58e61a0a6f3885f411d37436f0c61204ef6f339f56c9ee7928943b00671cc8,Line,"[-52.0000001,-1e-07,-18.0000001,-51.9999999,1e-07,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,79,03fa5cbe91e69633a5fb500a3a988369af348fbfff95a2f9f03517df23cde15c,Circle,"[-36.0000001,-1e-07,15.535898285,-33.9999999,1e-07,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,102,6df6bf54500a071499b36b402d7d18d9d228ed4e3ca2534a266835193d7ebf00,Circle,"[-24.0000001,8.5249999,17.9999999,-23.4999999,8.5250001,19.322875756]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,112,52a70a1faa2987ae917241ad25c096d9d42bb4b47258094cb1f2d3d220bb6584,Line,"[-23.5000001,8.5249999,19.322875556,-23.4999999,9.5250001,19.322875756]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,113,11959382e3801f7ae0887021543d08cc8f5c7f77fc39b16a518effef41c3efe6,Line,"[-22.0000001,-1e-07,19.9999999,-21.9999999,9.5250001,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,114,8de94ca455e4bc20035397335aee8643bb09e3c9019a3fc656892f422362a14d,Line,"[-24.0000001,-1e-07,17.9999999,-23.9999999,8.5250001,18.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,115,6b9afea138ded7c21ce3be784b89c3e8ae8e520c995f7c7df497ffd5d757ec6d,Line,"[21.9999999,-1e-07,19.9999999,22.0000001,9.5250001,20.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,116,ac38f54a9d2843a15fe88f28cc94a8ad3049611d43d92fa223cb8ac090a24e27,Line,"[23.9999999,-1e-07,17.9999999,24.0000001,8.5250001,18.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,160,69be1b1bc9d4153a4b85c96a6305fe5a71a21f1450d0e5c2b308971a6f18ae8b,Circle,"[-34.0000001,-1e-07,14.9999999,-31.9999999,1e-07,15.535898485]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
OWNER_BOUNDARY_CURVE,1,161,1e1ed4a62a95c0130fb248a11bb9b502931423e4c5b66f8480f2e8af0938cc99,Circle,"[-36.0000001,-2.0000001,18.9999999,-33.9999999,1e-07,19.0000001]",OWNER FACE CONTROL,OWNER_BOUNDARY_OF_MIRROR_CLOSED_FACE_SET,0.35,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
