Ref,Val,Package,PosX,PosY,Rot,Side
"R1A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-10.000000,0.000000,top
"R1B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-10.000000,0.000000,top
"R1C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-4.920000,0.000000,top
"R1D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-4.920000,0.000000,top
"R2A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-23.500000,0.000000,top
"R2B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-23.500000,0.000000,top
"R2C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-18.420000,0.000000,top
"R2D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-18.420000,0.000000,top
"R3A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-37.000000,0.000000,top
"R3B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-37.000000,0.000000,top
"R3C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-31.920000,0.000000,top
"R3D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-31.920000,0.000000,top
"R4A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-50.500000,0.000000,top
"R4B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-50.500000,0.000000,top
"R4C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-45.420000,0.000000,top
"R4D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-45.420000,0.000000,top
"R5A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-64.000000,0.000000,top
"R5B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-64.000000,0.000000,top
"R5C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-58.920000,0.000000,top
"R5D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-58.920000,0.000000,top
"R6A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-77.500000,0.000000,top
"R6B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-77.500000,0.000000,top
"R6C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-72.420000,0.000000,top
"R6D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-72.420000,0.000000,top
"R7A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-91.000000,0.000000,top
"R7B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-91.000000,0.000000,top
"R7C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-85.920000,0.000000,top
"R7D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-85.920000,0.000000,top
"R8A","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-104.500000,0.000000,top
"R8B","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-104.500000,0.000000,top
"R8C","TNPW12065K10BEEA","R_1206_3216Metric",55.000000,-99.420000,0.000000,top
"R8D","TNPW12065K10BEEA","R_1206_3216Metric",110.000000,-99.420000,0.000000,top
"RSL1","TNPW1206330RBEEA","R_1206_3216Metric",90.000000,-128.000000,0.000000,top
"RSL2","TNPW12061K00BEEA","R_1206_3216Metric",122.000000,-118.000000,0.000000,top
"RSL3","TNPW1206100KBEEA","R_1206_3216Metric",150.000000,-128.000000,0.000000,top
"SW1","B3F-1000","SW_TH_Tactile_Omron_B3F-100x",42.000000,-119.000000,0.000000,top
