relative_path,sha256,bytes,warning
run-b-repeat/analysis-status.json,1aa7d4b191c54392e7c8218153609e2e46f2e053c0ae347a44a4b981a020f709,694,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/corner-bijection-r285-confirmatory-targeted-v06-p01.csv,da1546e8b545b568b3fb8a2f31b29ccdc85573723b46b399d06e61b76aeceabb,7363627,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/edge-map-r285-confirmatory-targeted-v06-p01.csv,851e559da964162d2a4f1ed8b344b89aabfa1cd2f633474af42ad98286d4d0c1,37965641,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/element-corner-identity-r285-confirmatory-targeted-v06-p01.csv,ea0c944b1fc272dcf539159f0c8b3fb31d340f04ec7102e471cf2902ab814402,24676508,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/exact-target-entity-register.csv,88bf370220230783bf16c893c5fba45bd072d97efd780dd430a0f024a5d3d947,29277,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/jacobian-screen-register.csv,005bfb08ececb54d1df9a73d69d8cfb5e7b4e81d5538ead3946a051c15af370b,2023,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/occ-corner-membership-r285-confirmatory-targeted-v06-p01.csv,b40ad5cde191810cad3bf527ac379dd87a9723bf06d301146e0b30a1e7e123c4,1463,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/raw-r285-confirmatory-targeted-v06-p01.npz,7aaf6cbe3ffd139d7ae9836fd76249f4df892775a03085fb3f0421f355ad3eed,8154997,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/runtime-provenance.json,abfce5cfc81d8e75d7cd6818b55ac3350424ccf55a234c0dbe3389cccdfacb39,1440,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-b-repeat/variant-register.csv,feab5b50c7731673718fba7abea9a1c7ddda4c9f2d13b61b06ce01ea11307640,3246,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/analysis-status.json,bcc5451d88ac80c4913d14fc78ac67664b763364dc5234623e18ffa911f352b3,694,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/corner-bijection-r285-confirmatory-targeted-v06-p01.csv,da1546e8b545b568b3fb8a2f31b29ccdc85573723b46b399d06e61b76aeceabb,7363627,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/edge-map-r285-confirmatory-targeted-v06-p01.csv,851e559da964162d2a4f1ed8b344b89aabfa1cd2f633474af42ad98286d4d0c1,37965641,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/element-corner-identity-r285-confirmatory-targeted-v06-p01.csv,ea0c944b1fc272dcf539159f0c8b3fb31d340f04ec7102e471cf2902ab814402,24676508,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/exact-target-entity-register.csv,88bf370220230783bf16c893c5fba45bd072d97efd780dd430a0f024a5d3d947,29277,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/jacobian-screen-register.csv,3f210dc2cbfaea5f4ec44d096cdbfefbb7d65f51fdcd1dc630574d6a830990dc,2023,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/occ-corner-membership-r285-confirmatory-targeted-v06-p01.csv,b40ad5cde191810cad3bf527ac379dd87a9723bf06d301146e0b30a1e7e123c4,1463,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/raw-r285-confirmatory-targeted-v06-p01.npz,7aaf6cbe3ffd139d7ae9836fd76249f4df892775a03085fb3f0421f355ad3eed,8154997,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/runtime-provenance.json,5c6062c4c3487cb231602db22ba421dce17a25bf5463239ba09a4886efd844f6,1440,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
run-c-repeat/variant-register.csv,302347925f807a9cc2f6ce09e07ddf33328d622751f7276708e87b4ef4d286a3,3246,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
variant-summary.csv,0a8b537a62010fe9577837a3ab678d9f2f570af73d8a8c79918c9f8b36cefb6f,7603,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
