board_instance,channel,axis_id,bus_id,actuator_family,feed_positive_net,feed_return_net,nominal_feed_voltage,candidate_internal_cap_a,forward_device,reverse_device,population_state,execution_state,authority,warning
WPS-RS-RLEG,5,R_ANKLE_PITCH,RS-RLEG,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RLEG,6,R_ANKLE_ROLL,RS-RLEG,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,1,L_SHOULDER_PITCH,RS-LARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,2,L_SHOULDER_ROLL,RS-LARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,3,L_ELBOW_PITCH,RS-LARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,4,DNP SPARE,RS-LARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,5,DNP SPARE,RS-LARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-LARM,6,DNP SPARE,RS-LARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,1,R_SHOULDER_PITCH,RS-RARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,2,R_SHOULDER_ROLL,RS-RARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,3,R_ELBOW_PITCH,RS-RARM,XM430,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,1.998670,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,4,DNP SPARE,RS-RARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,5,DNP SPARE,RS-RARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-RARM,6,DNP SPARE,RS-RARM,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,1,WAIST_YAW,RS-WAIST,XM540,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,2.499010,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,2,DNP SPARE,RS-WAIST,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,3,DNP SPARE,RS-WAIST,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,4,DNP SPARE,RS-WAIST,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,5,DNP SPARE,RS-WAIST,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-RS-WAIST,6,DNP SPARE,RS-WAIST,DNP,ACT_MAIN_SAFE_12V,ACT_0V_CONTROLLED,12 V nominal candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,1,L_WRIST_ROTATION,TTL-LDIST,XC330,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,2,L_GRIPPER,TTL-LDIST,XC330,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,3,DNP SPARE,TTL-LDIST,DNP,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,4,DNP SPARE,TTL-LDIST,DNP,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,5,DNP SPARE,TTL-LDIST,DNP,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-LDIST,6,DNP SPARE,TTL-LDIST,DNP,TTL_LDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,1,R_WRIST_ROTATION,TTL-RDIST,XC330,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,2,R_GRIPPER,TTL-RDIST,XC330,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,3,DNP SPARE,TTL-RDIST,DNP,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,4,DNP SPARE,TTL-RDIST,DNP,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,5,DNP SPARE,TTL-RDIST,DNP,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-RDIST,6,DNP SPARE,TTL-RDIST,DNP,TTL_RDIST_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-HEAD,1,HEAD_PAN,TTL-HEAD,XC330,TTL_HEAD_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-HEAD,2,HEAD_TILT,TTL-HEAD,XC330,TTL_HEAD_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,0.700000,TPS259482LYWPR IN=BUS OUT=MID,TPS259482LYWPR IN=AXIS OUT=MID,POPULATE AS PAIRED BIDIRECTIONAL CANDIDATE,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-HEAD,3,DNP SPARE,TTL-HEAD,DNP,TTL_HEAD_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-HEAD,4,DNP SPARE,TTL-HEAD,DNP,TTL_HEAD_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
WPS-TTL-HEAD,5,DNP SPARE,TTL-HEAD,DNP,TTL_HEAD_SAFE_9V,ACT_0V_CONTROLLED,9 V regulated candidate,DNP,DNP,DNP,DNP,NOT EXECUTED,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WALKING-POWER ARCHITECTURE CANDIDATE ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
