clamp_id,route_id,station_basis,role,candidate_type,minimum_edge_radius,retention_rule,mount_interface,state,authority,warning
CL-HN01_L_LEG_POWER-C,PRG-HN01_L_LEG_POWER,L-R,tangent-entry clamp before second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_L_LEG_POWER-D,PRG-HN01_L_LEG_POWER,L,fixed-side exit clamp after second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_ARM_POWER-A,PRG-HN01_R_ARM_POWER,0,fixed-side entry clamp before first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_ARM_POWER-B,PRG-HN01_R_ARM_POWER,R,tangent-exit clamp after first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_ARM_POWER-C,PRG-HN01_R_ARM_POWER,L-R,tangent-entry clamp before second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_ARM_POWER-D,PRG-HN01_R_ARM_POWER,L,fixed-side exit clamp after second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_LEG_POWER-A,PRG-HN01_R_LEG_POWER,0,fixed-side entry clamp before first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_LEG_POWER-B,PRG-HN01_R_LEG_POWER,R,tangent-exit clamp after first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_LEG_POWER-C,PRG-HN01_R_LEG_POWER,L-R,tangent-entry clamp before second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_R_LEG_POWER-D,PRG-HN01_R_LEG_POWER,L,fixed-side exit clamp after second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_TORSO_POWER_SPINE-A,PRG-HN01_TORSO_POWER_SPINE,0,fixed-side entry clamp before first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_TORSO_POWER_SPINE-B,PRG-HN01_TORSO_POWER_SPINE,R,tangent-exit clamp after first circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_TORSO_POWER_SPINE-C,PRG-HN01_TORSO_POWER_SPINE,L-R,tangent-entry clamp before second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
CL-HN01_TORSO_POWER_SPINE-D,PRG-HN01_TORSO_POWER_SPINE,L,fixed-side exit clamp after second circular guide,two-piece radiused P-clamp or printed guide saddle; exact part/fasteners SELECTION REQUIRED,>= cable OD/2 at received maximum OD; verify manufacturer guidance,retain without crushing jacket; prevent connector load; service removal without cutting cable,SELECTION REQUIRED FROM MODULE CAD AND ASSEMBLY ACCESS REVIEW,"LOCATED BY ROUTE PARAMETER; PART, PRELOAD, FASTENERS AND PULL TEST OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - WHOLE-BODY POWER ROUTE-GUIDE CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
