source_path,sha256,role,warning
release/hr-v0/watchdog-pcb-cam-p0.2/package-status.json,1021e5009846d07e7dc31bc936af4e2c74cf475e85c3391e4c36ed0f4105fcd5,watchdog CAM review,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/project-button-v3-p1.17-observation-p05-candidate/project-button-v3-p1.17-observation-p05-candidate.kicad_pro,85365f5a049e6f55700bc985e5675e75b28b681bddbf595e9b51a9f72e83cacd,observation-integrated system view,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/hr-v0-runtime-observation-carrier-p0.5.kicad_pro,5c5bbc03c3ed38bbfc66c92be6d4d36c4d8e912defaa446abbe13526ffb6087e,runtime observation carrier,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-pi-observation-carrier-p0.1/hr-v0-pi-observation-carrier-p0.1.kicad_pro,3757165c9498af7234539faf741fba57079b53d9947a1c72b52c9a848bd7daf4,Pi observation carrier,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/harness/hr-v0-observation-field-harness-p0.1/package-status.json,7d68f0f0a8251e9c2d4de3f248e409e619d0a9c8a290b56010e0a7204290d4a5,observation field harness,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/harness/hr-v0-observation-compute-harness-p0.1/package-status.json,1801f04fff619c8a2b59cf395221092fdd1ed83ae147566a0ea28650db5637d6,observation compute harness,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/architecture-summary.json,46a1c1b1540f01f8d5f2ce0c3da0f61326cca1179b9fd292db4d7e1d49d568cb,integrated mechanical arm candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/control-panel-configuration-p0.1/package-status.json,2e50da9bf02fe8dc148ef5c7594843ca7be6b32385b9f04a644d031e85f8a28e,control-panel current-identity overlay,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-conductor-basis-p0.1/package-status.json,fc903ba72fc98cd54489c526e5e3a55bebf36063bc3696fe5b6d1bbf58f621a4,panel conductor family/gauge basis,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-point-to-point-p0.1/package-status.json,3bfa3f5c186a23dd785eccd70b357206d69766b0ca3f783fec204ca09ec49119,explicit point-to-point topology,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/project-button-v3-p1.18-panel-topology-candidate.kicad_pro,0e5e4a09bbd1fa95247ff7ab4bca37aa08d9e2d807debcde03da7d38f565ab1b,native panel-topology ECAD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-node-placement-p0.1/package-status.json,c597f0aa85895afc59d40f62d879637e5cb2d85fad6ada877c3b8a373978b72a,panel node placement and route-anchor basis,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-segregation-hardware-p0.1/package-status.json,46be92cef4b37416ed76e7c2cf41ac6bdb8af7d3c5c11aae85e568744186cc73,P1.21 protected-routing segregation hardware,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-conductor-fill-p0.1/package-status.json,e62fe40c4049a6aa3178986b9abf72728fc13c3312ed43c615050ed1d3c640c0,P1.21 conductor and duct occupancy evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-termination-p0.1/package-status.json,1f5700c72e20fd50d24a49e69838de9a6e9ee8273a069a3afe02635f600d176f,P1.21 endpoint termination evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-dcr-drop-p0.1/package-status.json,7902445de38e790da3c198c2a35b57032220c900e8f3eb739688c2a7f8ce0a6d,P1.21 nominal DCR/drop and driver-bit evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/mechanical-bom-binding-p0.3/package-status.json,acb435497ff521ea0bca347f7743de3fb9803f59c80c9015695cdd85c6237912,current custom-part manufacturing binding,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/firmware-mechanical-source-binding-p0.1/package-status.json,dcc13d35d2d8835a8df68a60a44dfa537abb60165c2cab665db764a8ec54e31a,firmware mechanical source binding,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-static-voltage-budget-p0.1/package-status.json,d52ee050ebe696b0ed93c6d1da4f45e197736c688314fc99d5f25e950f874d77,P1.21 static 24 V control-rail budget,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/mechanical-shop-rfq-assembly-p0.1/package-status.json,5c931d4fea70a388c5e08e3e75f2cf91ccbcf7e0180199243c63c02308ecd8fb,mechanical shop/RFQ/unpowered assembly candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
