j2_deg,nonintentional_intersection_mm3,nonintentional_pairs,stop_pair_intersection_mm3,classification,status
26.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
27.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
27.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
28.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
28.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
29.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
29.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
30.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
30.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
31.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
31.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
32.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
32.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
33.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
33.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
34.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
34.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
35.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
35.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
36.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
36.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
37.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
37.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
38.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
38.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
39.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
39.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
40.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
40.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
41.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
41.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
42.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
42.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
43.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
43.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
44.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
44.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
45.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
45.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
46.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
46.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
47.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
47.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
48.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
48.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
49.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
49.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
50.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
50.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
51.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
51.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
52.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
52.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
53.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
53.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
54.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
54.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
55.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
55.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
56.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
56.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
57.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
57.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
58.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
58.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
59.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
59.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
60.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
60.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
61.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
61.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
62.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
62.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
63.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
63.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
64.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
64.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
65.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
65.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
66.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
66.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
67.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
67.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
68.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
68.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
69.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
69.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
70.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
70.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
71.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
71.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
72.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
72.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
73.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
73.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
74.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
74.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
75.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
75.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
76.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
76.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
77.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
77.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
78.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
78.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
79.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
79.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
80.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
80.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
81.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
81.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
82.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
82.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
83.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
83.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
84.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
84.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
85.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
85.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
86.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
86.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
87.0,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
87.5,0.000000000,,0.000000000,SAMPLED_POSE,NOMINAL RIGID BODY SAMPLE ONLY - CONTINUOUS/TOLERANCE/CABLE/GUARD/PHYSICAL PROOF OPEN
