sheet,reference,value,quantity,status,datasheet,evidence
02_estop_eligibility.kicad_sch,H1,IDEC HW1P-1FQD-A-24V amber diagnostic pilot light,1,PROPOSED - COMPLETE ORDER CODE FROZEN; RECEIVED TERMINAL/POLARITY VERIFICATION REQUIRED,https://www.idec.com/en-us/switches-indicator-lights/switches-pushbuttons/22mm-25mm-30mm-switches/hw-22mm-heavy-duty/hw1p-1fqd-a-24v,"IDEC USA current product page and HW Series Catalog_Screw dated 2026-07-23; product page rechecked 2026-08-07. Received terminal identity, internal circuit, polarity/current, brightness and legend acceptance remain open."
03_arm_watchdog_eligibility.kicad_sch,SRA1,"Pilz PNOZ s4 24 VDC 3 n/o 1 n/c, order 750104",1,PROPOSED - QUALIFIED APPLICATION REVIEW REQUIRED,https://www.pilz.com/en-INT/eshop/product/750104,"Pilz operating manual 21396-EN-23, product file 2026-06-22; terminals and timing rechecked 2026-08-06."
03_arm_watchdog_eligibility.kicad_sch,KWD1,"Phoenix Contact PLC-RSC-24DC/21-21, item 2967060",1,PROPOSED - SUPPLY-GATE APPLICATION/FMEA/RECEIVED VERIFICATION REQUIRED,https://www.phoenixcontact.com/en-pc/products/relay-module-plc-rsc-24dc-21-21-2967060?type=pdf,"Official product PDF generated 2026-08-04; data-maintenance date 2026-04-01. Circuit diagram identifies A1/A2, 11-12-14 and 21-22-24; 24 VDC, 18 mA typical, 8 ms pickup, 10 ms release."
03_arm_watchdog_eligibility.kicad_sch,S2,IDEC HW1B-M1F10-G green momentary 1NO ARM,1,PROPOSED - COMPLETE ORDER CODE FROZEN; RECEIVED-LOT TERMINAL MAPPING REQUIRED,https://www.idec.com/en-us/switches-indicator-lights/switches-pushbuttons/pushbuttons-pilot-lights/hw-22mm-heavy-duty/hw1b-m1f10-g,IDEC US product page and HW Series Catalog_Screw dated 2026-07-23 plus IDEC HW specification-change notice dated 2026-07-14; live page/BOM rechecked 2026-08-07.
03_arm_watchdog_eligibility.kicad_sch,KWD2,"Phoenix Contact PLC-RSC-24DC/21-21, item 2967060",1,PROPOSED - SUPPLY-GATE APPLICATION/FMEA/RECEIVED VERIFICATION REQUIRED,https://www.phoenixcontact.com/en-pc/products/relay-module-plc-rsc-24dc-21-21-2967060?type=pdf,Official product PDF generated 2026-08-04; data-maintenance date 2026-04-01.
04_contactor_edm.kicad_sch,K1,"Schneider TeSys D LC1D25BD, 24 VDC coil",1,PROPOSED - CATALOG DC ENVELOPE FOUND; CRITICAL-CURRENT AND APPLICATION CONFIRMATION REQUIRED; TEST REQUIRED,https://download.schneider-electric.com/files?filename=Catalog&p_Doc_Ref=MKTED210011EN,"Schneider MKTED210011EN Catalog 2026 pp. A5/120-A5/123, LC1D25BD product sheet dated 2017-09-13, and FA126437 modified 2026-05-12; rechecked 2026-08-07. Loaded DC interruption, critical-current disposition and coordination remain open."
04_contactor_edm.kicad_sch,K2,"Schneider TeSys D LC1D25BD, 24 VDC coil",1,PROPOSED - CATALOG DC ENVELOPE FOUND; CRITICAL-CURRENT AND APPLICATION CONFIRMATION REQUIRED; TEST REQUIRED,https://download.schneider-electric.com/files?filename=Catalog&p_Doc_Ref=MKTED210011EN,"Schneider MKTED210011EN Catalog 2026 pp. A5/120-A5/123, LC1D25BD product sheet dated 2017-09-13, and FA126437 modified 2026-05-12; rechecked 2026-08-07."
04_contactor_edm.kicad_sch,FSR1,Phoenix PT 4-HESI (5X20) item 3211861 holder with D-ST 4 item 3030420 end cover; fuse link SELECTION REQUIRED,1,PROPOSED - HOLDER AND END-COVER ORDER CODES FROZEN; FUSE LINK AND COORDINATION SELECTION REQUIRED,https://www.phoenixcontact.com/en-us/products/fuse-terminal-block-pt-4-hesi-5x20-3211861,Phoenix Contact official US product pages for items 3211861 and 3030420; rechecked 2026-08-07.
04_contactor_edm.kicad_sch,FSR2,Phoenix PT 4-HESI (5X20) item 3211861 holder with D-ST 4 item 3030420 end cover; fuse link SELECTION REQUIRED,1,PROPOSED - HOLDER AND END-COVER ORDER CODES FROZEN; FUSE LINK AND COORDINATION SELECTION REQUIRED,https://www.phoenixcontact.com/en-us/products/fuse-terminal-block-pt-4-hesi-5x20-3211861,Phoenix Contact official US product pages for items 3211861 and 3030420; rechecked 2026-08-07.
05_actuator_interruption.kicad_sch,F0,12 V source protection,1,SELECTION REQUIRED,,
05_actuator_interruption.kicad_sch,SD1,Littelfuse 75920-01 70 V DC SPST master disconnect candidate,1,PROPOSED - ORDER CODE AND SPST HIGH-SIDE TOPOLOGY FROZEN; CONDUCTOR/LUG/FAULT/LOAD-BREAK/PLACEMENT/LOCKOUT APPLICATION SELECTION REQUIRED,https://www.littelfuse.com/products/switches-connectors/dc-disconnect-switches/manual-battery-disconnect-switches/75920/75920-01,Littelfuse 75920 Series datasheet Rev 091825 (2025); 75920-01 drawing current download accessed 2026-08-07; installation IF-165 Rev 010320-C (2020); product status rechecked active 2026-08-07.
06_branches_and_injection.kicad_sch,F1,J1 shoulder branch protection,1,SELECTION REQUIRED,,
06_branches_and_injection.kicad_sch,F2,J2 elbow branch protection,1,SELECTION REQUIRED,,
06_branches_and_injection.kicad_sch,F3,Gripper branch protection,1,SELECTION REQUIRED,,
06_branches_and_injection.kicad_sch,INJ1,HR-V0 DXL-STAR-P0.1 central branch-isolating injection board,1,PROPOSED - PCB/HARNESS/FAULT EVIDENCE REQUIRED,,
07_watchdog_control.kicad_sch,DC1,"TRACO POWER TSR 1-2450, 24 V to 5 V 1 A non-isolated",1,PROPOSED - ORDER CODE/PINOUT FROZEN; BROWNOUT/EMC/THERMAL VERIFICATION REQUIRED,https://www.tracopower.com/tsr1-datasheet,"TRACO POWER TSR 1 Series datasheet dated 2024-02-07, accessed 2026-08-06."
07_watchdog_control.kicad_sch,RHB1,"Panasonic ERJ6ENF9100V, 910 Ohm 1% 0805 0.125 W",1,PROPOSED - ORDER CODE FROZEN; PCB/HIL VERIFICATION REQUIRED,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF9100V,"Panasonic ERJ6ENF9100V current product page and specification, accessed 2026-08-06."
07_watchdog_control.kicad_sch,ISO1,Vishay VO618A-4X017T heartbeat optocoupler,1,PROPOSED - ORDER CODE/PINOUT FROZEN; PCB/HIL/FAULT VERIFICATION REQUIRED,https://www.vishay.com/docs/83432/vo618a.pdf,"Vishay document 83432, VO618A datasheet Rev. 2.1 dated 2025-01-22, accessed 2026-08-06."
07_watchdog_control.kicad_sch,RHP1,"Panasonic ERJ6ENF1002V, 10.0 kOhm 1% 0805 0.125 W",1,PROPOSED - ORDER CODE FROZEN; PCB/HIL VERIFICATION REQUIRED,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF1002V,"Panasonic ERJ6ENF1002V current product page and specification, accessed 2026-08-06."
07_watchdog_control.kicad_sch,WDCTRL1,"Raspberry Pi Pico 1, order SC0915 / RP2040",1,PROPOSED - GPIO FROZEN; PLATFORM RELEASE OPEN,https://datasheets.raspberrypi.com/pico/pico-datasheet.pdf,Official Pico datasheet and current pinout documentation rechecked 2026-08-06.
07_watchdog_control.kicad_sch,UDRV1,Texas Instruments TPL7407LPWR channel-1 relay driver,1,PROPOSED - ORDER CODE/PINOUT FROZEN; PCB/HIL/FAULT VERIFICATION REQUIRED,https://www.ti.com/lit/ds/symlink/tpl7407l.pdf,"TI TPL7407L datasheet SLRS066D, revised 2016-03; TPL7407LPWR active orderable status checked 2026-08-06."
07_watchdog_control.kicad_sch,CDRV1,"Murata GRM21BR71H104KA01L, 100 nF 50 V X7R 0805",1,PROPOSED - ORDER CODE FROZEN; COM-SLEW/PCB VERIFICATION REQUIRED,https://pim.murata.com/asset/pim4/ceramicCapacitorSMD/GRM21BR71H104KA01-01-EN_PDF_CERAMICCAPACITORSMD?lastModifiedDatetime=20250707233810,"Murata GRM21BR71H104KA01L official specification asset, updated 2025 and accessed 2026-08-06."
07_watchdog_control.kicad_sch,UDRV2,Texas Instruments TPL7407LPWR channel-2 relay driver,1,PROPOSED - ORDER CODE/PINOUT FROZEN; PCB/HIL/FAULT VERIFICATION REQUIRED,https://www.ti.com/lit/ds/symlink/tpl7407l.pdf,"TI TPL7407L datasheet SLRS066D, revised 2016-03; TPL7407LPWR active orderable status checked 2026-08-06."
07_watchdog_control.kicad_sch,CDRV2,"Murata GRM21BR71H104KA01L, 100 nF 50 V X7R 0805",1,PROPOSED - ORDER CODE FROZEN; COM-SLEW/PCB VERIFICATION REQUIRED,https://pim.murata.com/asset/pim4/ceramicCapacitorSMD/GRM21BR71H104KA01-01-EN_PDF_CERAMICCAPACITORSMD?lastModifiedDatetime=20250707233810,"Murata GRM21BR71H104KA01L official specification asset, updated 2025 and accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,UFB1,Texas Instruments ISO1212DBQ dual 24 V input receiver,1,PROPOSED - PCB/EMC VERIFICATION REQUIRED,https://www.ti.com/lit/ds/symlink/iso1211.pdf,"TI ISO1211/ISO1212 datasheet SLLSEY7G, revised February 2025; ISO1212DBQ active tube orderable confirmed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RTH1,"Vishay MMA02040C1001FB300, 1.00 kOhm 1% 0.4 W MELF",1,PROPOSED - VERIFICATION REQUIRED: PCB/PULSE/THERMAL,https://www.vishay.com/docs/28963/mmu0102_mma0204_mmb0207.pdf,"Vishay document 28963, revision 2026-06-02; MMA0204 order-code construction and 0.4 W power-mode rating checked 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RSN1,"Panasonic ERJ6ENF5620V, 562 Ohm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/THERMAL/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF5620V,"Panasonic current product page, 562 ohm 1%, 0805, 0.125 W; accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,CFI1,"TDK CGA3E2X7R1H103K080AA, 10 nF 50 V X7R 0603",1,PROPOSED - VERIFICATION REQUIRED: DC-BIAS/PCB/EMC,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R1H103K080AA,"TDK current product page: production, 10 nF +/-10%, 50 VDC, X7R, 0603, -55 to 125 C; accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RW1,"Vishay CRCW12102K70FKEA, 2.70 kOhm 1% 0.5 W 1210",1,PROPOSED - VERIFICATION REQUIRED: PCB/PULSE/THERMAL,https://www.vishay.com/docs/20035/dcrcwe3.pdf,"Vishay document 20035, revision 2026-04-14; CRCW1210 0.5 W rating and order-code construction checked 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RTH2,"Vishay MMA02040C1001FB300, 1.00 kOhm 1% 0.4 W MELF",1,PROPOSED - VERIFICATION REQUIRED: PCB/PULSE/THERMAL,https://www.vishay.com/docs/28963/mmu0102_mma0204_mmb0207.pdf,"Vishay document 28963, revision 2026-06-02; checked 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RSN2,"Panasonic ERJ6ENF5620V, 562 Ohm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/THERMAL/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF5620V,Panasonic current product page; accessed 2026-08-06.
08_watchdog_feedback_interface.kicad_sch,CFI2,"TDK CGA3E2X7R1H103K080AA, 10 nF 50 V X7R 0603",1,PROPOSED - VERIFICATION REQUIRED: DC-BIAS/PCB/EMC,https://product.tdk.com/en/search/capacitor/ceramic/mlcc/info?part_no=CGA3E2X7R1H103K080AA,TDK current production page; accessed 2026-08-06.
08_watchdog_feedback_interface.kicad_sch,RW2,"Vishay CRCW12102K70FKEA, 2.70 kOhm 1% 0.5 W 1210",1,PROPOSED - VERIFICATION REQUIRED: PCB/PULSE/THERMAL,https://www.vishay.com/docs/20035/dcrcwe3.pdf,"Vishay document 20035, revision 2026-04-14; checked 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,CDEC1,"Murata GRM21BR71H104KA01L, 100 nF 50 V X7R 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/PLACEMENT,https://pim.murata.com/asset/pim4/ceramicCapacitorSMD/GRM21BR71H104KA01-01-EN_PDF_CERAMICCAPACITORSMD?lastModifiedDatetime=20250707233810,"Murata official GRM21BR71H104KA01L specification asset, updated 2025 and accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RSO1,"Panasonic ERJ6ENF1001V, 1.00 kOhm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF1001V,"Panasonic current product page, 1 kilohm 1%, 0805, 0.125 W; accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RSO2,"Panasonic ERJ6ENF1001V, 1.00 kOhm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF1001V,Panasonic current product page; accessed 2026-08-06.
08_watchdog_feedback_interface.kicad_sch,RPD1,"Panasonic ERJ6ENF1002V, 10.0 kOhm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/BROWNOUT/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF1002V,"Panasonic current product page, 10 kilohm 1%, 0805, 0.125 W; accessed 2026-08-06."
08_watchdog_feedback_interface.kicad_sch,RPD2,"Panasonic ERJ6ENF1002V, 10.0 kOhm 1% 0805",1,PROPOSED - VERIFICATION REQUIRED: PCB/BROWNOUT/FAULT,https://industrial.panasonic.com/ww/products/pt/general-purpose-chip-resistors/models/ERJ6ENF1002V,Panasonic current product page; accessed 2026-08-06.
09_compute_and_control_terminals.kicad_sch,PI1,Raspberry Pi 5 8GB high-level compute,1,PROPOSED - GPIO PIN FROZEN; CABLE/RUNTIME/RETENTION OPEN,https://www.raspberrypi.com/documentation/computers/raspberry-pi.html,"Raspberry Pi current hardware documentation and Raspberry Pi 5 product brief accessed 2026-08-08; GPIO17/header pin 11, 3.3 V output semantics, 40-pin header and pin 6 ground cross-checked. Cable, GPIO backend, startup state and physical verification remain open."
09_compute_and_control_terminals.kicad_sch,XT1,"Phoenix PT 2,5 six-position terminal group: 5x 3209510 gray, 1x 3209523 blue, 1x 3030417 end cover, 2x 3022218 end brackets, 1x 0828734 marker sheet",1,PROPOSED - ORDER CODES AND POSITION TERMINALS FROZEN; CONDUCTOR/PROTECTION/PHYSICAL VERIFICATION REQUIRED,https://www.phoenixcontact.com/en-us/products/feed-through-terminal-block-pt-25-3209510,"Phoenix Contact current official product records for items 3209510, 3209523, 3030417, 3022218 and 0828734; rechecked 2026-08-08."
10_actuator_interfaces.kicad_sch,U1,"ROBOTIS U2D2 TTL interface, SKU 902-0132-000",1,PROPOSED - CUSTOM DATA-ONLY HARNESS REQUIRED,https://emanual.robotis.com/docs/en/parts/interface/u2d2/,
10_actuator_interfaces.kicad_sch,J1,XM540-W270-T shoulder actuator port,1,PROPOSED - RECEIVED ORIENTATION TEST REQUIRED,https://emanual.robotis.com/docs/en/dxl/x/xm540-w270/,
10_actuator_interfaces.kicad_sch,J2,XM540-W270-T elbow actuator port,1,PROPOSED - RECEIVED ORIENTATION TEST REQUIRED,https://emanual.robotis.com/docs/en/dxl/x/xm540-w270/,
10_actuator_interfaces.kicad_sch,J3,XM430-W350-T gripper actuator port,1,PROPOSED - RECEIVED ORIENTATION TEST REQUIRED,https://emanual.robotis.com/docs/en/dxl/x/xm430-w350/,
10_actuator_interfaces.kicad_sch,JFRAME1,Frame/shield bonding interface,1,SELECTION REQUIRED,,
11_watchdog_pcb_connectors.kicad_sch,JWP1,"Phoenix Contact MKDS 1/4-3,5, item 1751264",1,PROPOSED - VERIFICATION REQUIRED,https://www.phoenixcontact.com/gb/products/1751264/pdf,"Phoenix Contact official product PDF for item 1751264 generated 2026-08-06; 17.5 A nominal, 200 V nominal, AWG 26-16, 0.22-0.25 N m and 5 mm strip data recorded. Application release remains open."
11_watchdog_pcb_connectors.kicad_sch,JWF1,"Phoenix Contact MKDS 1/2-3,5, item 1751248",1,PROPOSED - VERIFICATION REQUIRED,https://www.phoenixcontact.com/en-us/products/printed-circuit-board-terminal-mkds-1-2-35-1751248,"Phoenix Contact official product data for item 1751248 accessed 2026-08-06; 3.5 mm pitch, 1.1 mm PCB hole, 17.5 A nominal, 200 V nominal, AWG 26-16 and 0.22-0.25 N m recorded."
11_watchdog_pcb_connectors.kicad_sch,JWH1,"Phoenix Contact MKDS 1/2-3,5, item 1751248",1,PROPOSED - VERIFICATION REQUIRED,https://www.phoenixcontact.com/en-us/products/printed-circuit-board-terminal-mkds-1-2-35-1751248,"Phoenix Contact official product data for item 1751248 accessed 2026-08-06; 3.5 mm pitch, 1.1 mm PCB hole, conductor range and torque recorded. No safety credit is assigned."
12_watchdog_pcb_test_access.kicad_sch,TP1,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP2,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP3,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP4,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP5,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP6,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP7,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP8,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP9,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP10,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP11,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP12,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP13,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP14,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP15,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
12_watchdog_pcb_test_access.kicad_sch,TP16,Harwin S1751-46R SMT test point,1,PROPOSED - VERIFICATION REQUIRED,https://www.harwin.com/products/S1751-46R,"Harwin drawing S1751-XXR, issue 10 dated 2023-02-15; product page and drawing accessed 2026-08-06. Recommended PCB pad is 3.45 x 1.85 mm."
