pod_id,channel_id,reference,lead,series_ordinal,manufacturer,order_code,resistance_ohm,tolerance_percent,tcr_ppm_per_k,operating_voltage_rating_v,rated_dissipation_p70_w,planning_24v_max_dissipation_each_w,state,warning
DP-03,CH-AI-03,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-03,CH-AI-03,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-04,CH-AI-04,RHA,HI,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-04,CH-AI-04,RHB,HI,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-04,CH-AI-04,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-04,CH-AI-04,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-05,CH-AI-05,RHA,HI,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-05,CH-AI-05,RHB,HI,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-05,CH-AI-05,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-05,CH-AI-05,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-06,CH-AI-06,RHA,HI,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-06,CH-AI-06,RHB,HI,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-06,CH-AI-06,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-06,CH-AI-06,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-07,CH-AI-07,RHA,HI,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-07,CH-AI-07,RHB,HI,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-07,CH-AI-07,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-07,CH-AI-07,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-08,CH-AI-08,RHA,HI,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-08,CH-AI-08,RHB,HI,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-08,CH-AI-08,RLA,LO,1,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
DP-08,CH-AI-08,RLB,LO,2,Vishay,TNPW1206100KBEEA,100000,0.1,25,200,0.52,0.000028550,EXACT CANDIDATE; RECEIVED LOT/ASSEMBLY OPEN,"PRELIMINARY - UNBUILT SOURCE-LOCAL DIAGNOSTIC PICKOFF PODS - ZERO SAFETY CREDIT - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, WALKING OR ENERGIZATION"
