feature_group,stable_owner,entity_role,dimension,resolved_occ_tag,geometric_signature_sha256,owner_face_signature_sha256,geometry_type,bbox_mm_json,identity_match,feature_preregistration_sha256,warning
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XM16_ZP8,FRONT_INTERSECTION_RIM,1,70,950f487c925bdb000fe83c716ab78a912773bef471d95402c2086565acd78185,5913c07ad065efcee623cc4d0459cafacb31e2eb728297f5564d4eb86c5b4a04,Circle,"[-18.6000001,-1e-07,5.3999999,-13.9999999,1e-07,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XM16_ZP8,FRONT_INTERSECTION_RIM,1,178,5a3628d6cff3f1d6659d8bc1df29b1a715e9772e514081b3f78fe24dfc98fbed,5913c07ad065efcee623cc4d0459cafacb31e2eb728297f5564d4eb86c5b4a04,BSpline,"[-14.000000101,-0.092121699,6.338675126,-13.399999899,1.01e-07,9.661324874]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XM16_ZP8,AXIAL_SEAM,1,182,1dad4cd9a1f201807f57366760250b22b7b5dff909a46a24ed3088ec7f086702,5913c07ad065efcee623cc4d0459cafacb31e2eb728297f5564d4eb86c5b4a04,Line,"[-16.0000001,-15.8750001,10.5999999,-15.9999999,1e-07,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XM16_ZP8,BACK_RIM,1,183,47ca1416a1bb0789b9461729b0cc780684a4b8627b1d1fc8951cf33cca8c5542,5913c07ad065efcee623cc4d0459cafacb31e2eb728297f5564d4eb86c5b4a04,Circle,"[-18.6000001,-15.8750001,5.3999999,-13.3999999,-15.8749999,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZP8,FRONT_INTERSECTION_RIM,1,58,bd939f36d58b2d1d65b35bfe68d5495686baa39eba4b956e1d47e6ce770c0a6b,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Circle,"[13.9999999,-1e-07,5.3999999,18.6000001,1e-07,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZP8,FRONT_INTERSECTION_RIM,1,59,ddfc9bae052cd35ed219bb79c0e0e5b12766958a4bce57c845c473abc1215807,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Circle,"[13.9999999,-1e-07,9.661324673,16.0000001,1e-07,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZP8,FRONT_INTERSECTION_RIM,1,195,fb1ce6c51e1f09985405e0aad7dcadaf0da8dea5da4c39ff1fc0025b781c4e04,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,BSpline,"[13.399999899,-0.092121699,6.338675126,14.000000101,1.01e-07,9.661324874]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZP8,AXIAL_SEAM,1,198,86000155bbc3cc483f04905a1471067a21e79bf13aff8d6acaeee470cbca7eeb,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Line,"[15.9999999,-15.8750001,10.5999999,16.0000001,1e-07,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZP8,BACK_RIM,1,199,8357be395071b73031f8259e345b09600b4d4cf3150e778045d0383ac0295157,4f32d157015f7959d6b460654c5ebb296af3a90ee6cd3576b23cbeb9d725ff61,Circle,"[13.3999999,-15.8750001,5.3999999,18.6000001,-15.8749999,10.6000001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZM8,FRONT_INTERSECTION_RIM,1,55,e932f5cd6581f4802d1ac6c177bd6ac66d4909a024a822af20100185f27210a6,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Circle,"[13.9999999,-1e-07,-10.6000001,18.6000001,1e-07,-5.3999999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZM8,FRONT_INTERSECTION_RIM,1,56,54ac9ff8074a0a2fe16d23b5fd4cb607217bbf2534042d4aef537f050dd28e67,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Circle,"[13.9999999,-1e-07,-6.338675327,16.0000001,1e-07,-5.3999999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZM8,FRONT_INTERSECTION_RIM,1,196,ef0f789d59b2317facf70ec40ec9e9b998777c90098d9e2e21a66a6c57dc834d,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,BSpline,"[13.399999899,-0.092121699,-9.661324874,14.000000101,1.01e-07,-6.338675126]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZM8,AXIAL_SEAM,1,200,58b343a799a7591bd8db885fa2638c869aba8bf0827dc0712159151d2130e98e,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Line,"[15.9999999,-15.8750001,-5.4000001,16.0000001,1e-07,-5.3999999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
BACKSIDE_BOSS_BOUNDARY_CURVES,BOSS_XP16_ZM8,BACK_RIM,1,201,e3544eab41fe25b027ed767c07c827f8f9c5af3d4041df6c8254ad6e8eab78a1,cdc7e0d8caebea97550e3f5b1a16b56e8ef9896a52cb6b441a09f359ef5d5e68,Circle,"[13.3999999,-15.8750001,-10.6000001,18.6000001,-15.8749999,-5.3999999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,H2_XM16_ZP8,CYLINDRICAL_SURFACE,2,13,6c99ca00d2708b6007ec10c40dc1febae253df2024dc9e2ec3f506e46c0dff75,SELF,Cylinder,"[-17.3500001,-1e-07,6.6499999,-14.6499999,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,H1_XM16_ZM8,CYLINDRICAL_SURFACE,2,14,99aaaaa9cccda81ff434bd7efd8be2268bdce6fa99e16093fba7f797ce618004,SELF,Cylinder,"[-17.3500001,-1e-07,-9.3500001,-14.6499999,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,E2_X0_ZP10,CYLINDRICAL_SURFACE,2,15,18dff3957a41056153727cb624b7877093191d191a856f3b0ad9f4135e006e1d,SELF,Cylinder,"[-2.7500001,2.8999999,7.2499999,2.7500001,9.5250001,12.7500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,H4_XP16_ZP8,CYLINDRICAL_SURFACE,2,16,229a0f69e59f2933691d79cf56e727680f714d55242bfaad3b320cde331c9690,SELF,Cylinder,"[14.6499999,-1e-07,6.6499999,17.3500001,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,E1_X0_ZM10,CYLINDRICAL_SURFACE,2,17,4cc97cff564f9ba60d1df79a04b8ccb5e6063b54be5c8435ec8c219447702c26,SELF,Cylinder,"[-2.7500001,2.8999999,-12.7500001,2.7500001,9.5250001,-7.2499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_SURFACES,H3_XP16_ZM8,CYLINDRICAL_SURFACE,2,18,37148cc113af92dee8ca91e1b0bb013abed4fb6a7a498fcb9698ce5c978fd250,SELF,Cylinder,"[14.6499999,-1e-07,-9.3500001,17.3500001,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H2_XM16_ZP8,BORE_RIM,1,14,9b8cfa8f3eb9d682ff1c37763eaf6aa354ad7fea059f75fcd5d84ca5662b8fd1,6c99ca00d2708b6007ec10c40dc1febae253df2024dc9e2ec3f506e46c0dff75,Circle,"[-17.3500001,9.5249999,6.6499999,-14.6499999,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H2_XM16_ZP8,BORE_RIM,1,85,b20f6242d6a0a9d2ad7a9425100f19c9e360dfc7cd7f94ee0f7f86ec2503459e,6c99ca00d2708b6007ec10c40dc1febae253df2024dc9e2ec3f506e46c0dff75,Circle,"[-17.3500001,-1e-07,6.6499999,-14.6499999,1e-07,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H2_XM16_ZP8,AXIAL_SEAM,1,117,35bff273b667597e9d18fb72a5df5271470b4f77a5fb66c3cd31f8e7e1375a56,6c99ca00d2708b6007ec10c40dc1febae253df2024dc9e2ec3f506e46c0dff75,Line,"[-16.0000001,-1e-07,9.3499999,-15.9999999,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H1_XM16_ZM8,BORE_RIM,1,15,db78af6a3a00274c68506ce7dbd6554b554a8dd44a7ceeaaae6cfe71dfc41b3e,99aaaaa9cccda81ff434bd7efd8be2268bdce6fa99e16093fba7f797ce618004,Circle,"[-17.3500001,9.5249999,-9.3500001,-14.6499999,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H1_XM16_ZM8,BORE_RIM,1,86,ce16930e907cbb7a1f8945d5d20c2e0d1303302b2ff90e6998c0b75ccc6b97c3,99aaaaa9cccda81ff434bd7efd8be2268bdce6fa99e16093fba7f797ce618004,Circle,"[-17.3500001,-1e-07,-9.3500001,-14.6499999,1e-07,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H1_XM16_ZM8,AXIAL_SEAM,1,118,e0dcafcf5d2e27b9c390b86d0f7fb2473055bb1df85f5f2f93ee0e8e04b783fa,99aaaaa9cccda81ff434bd7efd8be2268bdce6fa99e16093fba7f797ce618004,Line,"[-16.0000001,-1e-07,-6.6500001,-15.9999999,9.5250001,-6.6499999]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E2_X0_ZP10,BORE_RIM,1,16,af576822a92c5826ed9efd2496de574863835acbb7298ff3778a4a2033909621,18dff3957a41056153727cb624b7877093191d191a856f3b0ad9f4135e006e1d,Circle,"[-2.7500001,9.5249999,7.2499999,2.7500001,9.5250001,12.7500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E2_X0_ZP10,AXIAL_SEAM,1,119,e22eb00cd8850739c1000f9c2e4f807984340b405a95cb7ad902526cc2e71ed6,18dff3957a41056153727cb624b7877093191d191a856f3b0ad9f4135e006e1d,Line,"[-1e-07,2.8999999,12.7499999,1e-07,9.5250001,12.7500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,E2_X0_ZP10,BORE_RIM,1,120,306befaf9f350d4249345da7b4beb45e9bf764be837116a448ecd72b599f13eb,18dff3957a41056153727cb624b7877093191d191a856f3b0ad9f4135e006e1d,Circle,"[-2.7500001,2.8999999,7.2499999,2.7500001,2.9000001,12.7500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ORIGINAL_BORE_BOUNDARY_CURVES,H4_XP16_ZP8,BORE_RIM,1,17,b2a8c6389c0c9338f34de62e6fcdd191b2579c757b356acdee7651129165f999,229a0f69e59f2933691d79cf56e727680f714d55242bfaad3b320cde331c9690,Circle,"[14.6499999,9.5249999,6.6499999,17.3500001,9.5250001,9.3500001]",True,79f6f897eb48c4e76112276c32c2375dbcd61f2cdb3fcf3f6082fdc7a9569aa3,"PRELIMINARY - TARGETED CURVED-MESH METHOD EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
