zone_id,family,tetrahedra,minimum_sicn,fraction_below_0p20,monitored_min_0p20_gate,warning
E1-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,5857,0.3083096343628915,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-LIGAMENT,HOLE-LIGAMENT,18256,0.40685266576419676,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,6005,0.44502008065273974,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
E2-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,5869,0.32921784428114764,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-LIGAMENT,HOLE-LIGAMENT,22436,0.44671860265019886,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,3317,0.4567852354177929,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H1-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,3295,0.41376537859228363,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-LIGAMENT,HOLE-LIGAMENT,22520,0.44613370231795135,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,3345,0.3817980034548442,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H2-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,3418,0.44660368350374186,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-LIGAMENT,HOLE-LIGAMENT,22490,0.44651120731314065,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,3361,0.4745497837943556,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H3-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,3424,0.3875333349479626,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-LIGAMENT,HOLE-LIGAMENT,22430,0.4467246451578403,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-BACK,HOLE-SINGULAR-RIM,3338,0.45822394331345184,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
H4-SINGULAR-RIM-FRONT,HOLE-SINGULAR-RIM,3420,0.458193856362076,0.0,PASS,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
