quadrature_order,zone_id,volume_tag_diagnostic_only,quadrature_samples,wrong_or_zero_count,normalized_floor_fail_count,minimum_determinant,minimum_normalized_determinant,normalized_floor,actual_gmsh_tet10_quadrature_gate,full_reference_domain_positivity,warning
4,C07-PE-SOUTH-EAST-R2,11,42119,0,0,0.001515512168290051,0.03743735025283508,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H2-SINGULAR-RIM-BACK,12,36795,0,0,0.0026129161176229707,0.026968415525995364,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H1-SINGULAR-RIM-BACK,13,36487,0,0,0.0026145989044300526,0.027452143953475148,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E2-SINGULAR-RIM-BACK,14,66055,0,0,0.0025373678869812506,0.028829628848514,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H4-SINGULAR-RIM-BACK,15,36718,0,0,0.0026118577391181477,0.026977131399719044,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E1-SINGULAR-RIM-BACK,16,66110,0,0,0.002233291902518586,0.03265413173007609,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H3-SINGULAR-RIM-BACK,17,36971,0,0,0.003271949500667755,0.0368260897081704,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-PE-WEST-STRAIGHT,18,443729,0,0,5.6339627128809106e-05,0.0011593926820495455,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-PE-NORTH-WEST-R2,19,41107,0,0,0.0014642390242338547,0.03805071655423661,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-PE-EAST-STRAIGHT,20,447227,0,0,4.649943417148497e-05,0.0011781908109739841,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-PE-NORTH-EAST-R2,21,42724,0,0,0.0015709786342893487,0.0395393829353737,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H2-SINGULAR-RIM-FRONT,22,37598,0,0,0.0025037963399531615,0.03260112607257838,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H1-SINGULAR-RIM-FRONT,23,36245,0,0,0.001938431901842221,0.030333234411052977,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H4-SINGULAR-RIM-FRONT,24,37620,0,0,0.002772265312270642,0.03424597591568963,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,H3-SINGULAR-RIM-FRONT,25,37664,0,0,0.0023704647398738355,0.03185301803590574,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,C07-PE-NORTH-STRAIGHT,26,123816,0,0,4.857039921981486e-05,0.0011357283859202711,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E2-SINGULAR-RIM-FRONT,27,64559,0,0,0.00234060845679422,0.02485057765213187,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
4,E1-SINGULAR-RIM-FRONT,28,64427,0,0,0.002595479056664146,0.023502614983267826,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PF,1,3326088,0,0,0.0013684178759922675,0.032995921570550715,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H1-LIGAMENT,2,538464,0,0,0.012351378594282144,0.03539950807908322,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H2-LIGAMENT,3,540480,0,0,0.012349490958072758,0.0345042100084967,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H3-LIGAMENT,4,539760,0,0,0.012350015384395504,0.03540005422701513,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H4-LIGAMENT,5,538320,0,0,0.0123507484994412,0.03497955302618582,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E1-LIGAMENT,6,438144,0,0,0.01366420162783246,0.03670457578750863,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E2-LIGAMENT,7,438144,0,0,0.013764131520627087,0.03670622049524047,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-MATRIX,8,12345048,0,0,0.00038345500249787365,0.005628212168254952,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-SOUTH-WEST-R2,9,90432,0,0,0.0014915688015257715,0.04016272002458868,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-SOUTH-STRAIGHT,10,265176,0,0,2.8884618993729988e-05,0.0007364095685596709,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-SOUTH-EAST-R2,11,91896,0,0,0.0015155121682900433,0.03743735025283413,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H2-SINGULAR-RIM-BACK,12,80280,0,0,0.002574100079134672,0.026968415525996766,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H1-SINGULAR-RIM-BACK,13,79608,0,0,0.002575784836479351,0.02745214395347739,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E2-SINGULAR-RIM-BACK,14,144120,0,0,0.002537367886981047,0.028829628848513558,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H4-SINGULAR-RIM-BACK,15,80112,0,0,0.0025730420525210207,0.02697713139971863,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E1-SINGULAR-RIM-BACK,16,144240,0,0,0.0022260132771387106,0.03265413173007503,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H3-SINGULAR-RIM-BACK,17,80664,0,0,0.0032404715466703453,0.036326291914742126,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-WEST-STRAIGHT,18,968136,0,0,3.214467971365634e-05,0.0006613309921190184,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-NORTH-WEST-R2,19,89688,0,0,0.0014641211528516789,0.038050716554233664,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-EAST-STRAIGHT,20,975768,0,0,2.653034824299521e-05,0.0006720895282515242,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-NORTH-EAST-R2,21,93216,0,0,0.001570978634289393,0.039539382935371015,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H2-SINGULAR-RIM-FRONT,22,82032,0,0,0.0024679058946756602,0.03260112607257983,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H1-SINGULAR-RIM-FRONT,23,79080,0,0,0.0019133241475125366,0.029631766722882317,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H4-SINGULAR-RIM-FRONT,24,82080,0,0,0.002749107210787108,0.03408630654174886,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,H3-SINGULAR-RIM-FRONT,25,82176,0,0,0.002330573228491295,0.03107280742939862,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,C07-PE-NORTH-STRAIGHT,26,270144,0,0,2.7712038196910812e-05,0.0006478322859504344,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E2-SINGULAR-RIM-FRONT,27,140856,0,0,0.002323082006701309,0.024850577652131313,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
6,E1-SINGULAR-RIM-FRONT,28,140568,0,0,0.002587191214500282,0.023488262097887607,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,C07-PF,1,5959241,0,0,0.001368417875992194,0.03299592157054891,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H1-LIGAMENT,2,964748,0,0,0.012326067878135257,0.03539950807908234,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H2-LIGAMENT,3,968360,0,0,0.012324173440834663,0.03450421000849296,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H3-LIGAMENT,4,967070,0,0,0.012324705457521143,0.03540005422701292,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H4-LIGAMENT,5,964490,0,0,0.01232543013823165,0.03497955302618688,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,E1-LIGAMENT,6,785008,0,0,0.013664201627831763,0.03636246287530122,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,E2-LIGAMENT,7,785008,0,0,0.013764131520627056,0.036364664485324785,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,C07-MATRIX,8,22118211,0,0,0.00038345500249775807,0.0019090238188749175,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,C07-PE-SOUTH-WEST-R2,9,162024,0,0,0.0014877139288311434,0.040056575678841154,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,C07-PE-SOUTH-STRAIGHT,10,475107,0,0,4.218899441221824e-06,0.00010749113526479592,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,C07-PE-SOUTH-EAST-R2,11,164647,0,0,0.0015155121682898273,0.03743735025282797,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H2-SINGULAR-RIM-BACK,12,143835,0,0,0.002530092168926759,0.02696841552599475,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H1-SINGULAR-RIM-BACK,13,142631,0,0,0.002531779161367638,0.02745214395347503,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,E2-SINGULAR-RIM-BACK,14,258215,0,0,0.002537367886980912,0.02882962884851391,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H4-SINGULAR-RIM-BACK,15,143534,0,0,0.0025290345414831932,0.026977131399716983,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,E1-SINGULAR-RIM-BACK,16,258430,0,0,0.0022177554637151735,0.03265413173007479,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
8,H3-SINGULAR-RIM-BACK,17,144523,0,0,0.0032047658338771423,0.035701092352123924,1e-10,PASS,UNVERIFIED,"PRELIMINARY - PREREGISTERED CONFORMAL SUCCESSOR MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
