source_path,sha256,role,warning
release/hr-v0/watchdog-pcb-cam-p0.2/package-status.json,1021e5009846d07e7dc31bc936af4e2c74cf475e85c3391e4c36ed0f4105fcd5,watchdog CAM review,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/project-button-v3-p1.17-observation-p05-candidate/project-button-v3-p1.17-observation-p05-candidate.kicad_pro,85365f5a049e6f55700bc985e5675e75b28b681bddbf595e9b51a9f72e83cacd,observation-integrated system view,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-runtime-observation-carrier-p0.5/hr-v0-runtime-observation-carrier-p0.5.kicad_pro,5c5bbc03c3ed38bbfc66c92be6d4d36c4d8e912defaa446abbe13526ffb6087e,runtime observation carrier,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/hr-v0-pi-observation-carrier-p0.1/hr-v0-pi-observation-carrier-p0.1.kicad_pro,3757165c9498af7234539faf741fba57079b53d9947a1c72b52c9a848bd7daf4,Pi observation carrier,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/harness/hr-v0-observation-field-harness-p0.1/package-status.json,7d68f0f0a8251e9c2d4de3f248e409e619d0a9c8a290b56010e0a7204290d4a5,observation field harness,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/harness/hr-v0-observation-compute-harness-p0.1/package-status.json,1801f04fff619c8a2b59cf395221092fdd1ed83ae147566a0ea28650db5637d6,observation compute harness,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
cad/hr-v0/generated/arm-architecture-p0.8-dwg-integrated/architecture-summary.json,46a1c1b1540f01f8d5f2ce0c3da0f61326cca1179b9fd292db4d7e1d49d568cb,integrated mechanical arm candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/control-panel-configuration-p0.1/package-status.json,2e50da9bf02fe8dc148ef5c7594843ca7be6b32385b9f04a644d031e85f8a28e,control-panel current-identity overlay,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-conductor-basis-p0.1/package-status.json,fc903ba72fc98cd54489c526e5e3a55bebf36063bc3696fe5b6d1bbf58f621a4,panel conductor family/gauge basis,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-point-to-point-p0.1/package-status.json,3bfa3f5c186a23dd785eccd70b357206d69766b0ca3f783fec204ca09ec49119,explicit point-to-point topology,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
electrical/kicad/project-button-v3-p1.18-panel-topology-candidate/project-button-v3-p1.18-panel-topology-candidate.kicad_pro,0e5e4a09bbd1fa95247ff7ab4bca37aa08d9e2d807debcde03da7d38f565ab1b,native panel-topology ECAD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/panel-node-placement-p0.1/package-status.json,c597f0aa85895afc59d40f62d879637e5cb2d85fad6ada877c3b8a373978b72a,panel node placement and route-anchor basis,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-segregation-hardware-p0.1/package-status.json,46be92cef4b37416ed76e7c2cf41ac6bdb8af7d3c5c11aae85e568744186cc73,P1.21 protected-routing segregation hardware,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-conductor-fill-p0.1/package-status.json,e62fe40c4049a6aa3178986b9abf72728fc13c3312ed43c615050ed1d3c640c0,P1.21 conductor and duct occupancy evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-termination-p0.1/package-status.json,1f5700c72e20fd50d24a49e69838de9a6e9ee8273a069a3afe02635f600d176f,P1.21 endpoint termination evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-dcr-drop-p0.1/package-status.json,7902445de38e790da3c198c2a35b57032220c900e8f3eb739688c2a7f8ce0a6d,P1.21 nominal DCR/drop and driver-bit evidence,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/mechanical-bom-binding-p0.3/package-status.json,acb435497ff521ea0bca347f7743de3fb9803f59c80c9015695cdd85c6237912,current custom-part manufacturing binding,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/firmware-mechanical-source-binding-p0.1/package-status.json,dcc13d35d2d8835a8df68a60a44dfa537abb60165c2cab665db764a8ec54e31a,firmware mechanical source binding,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/p121-static-voltage-budget-p0.1/package-status.json,d52ee050ebe696b0ed93c6d1da4f45e197736c688314fc99d5f25e950f874d77,P1.21 static 24 V control-rail budget,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/mechanical-shop-rfq-assembly-p0.1/package-status.json,5c931d4fea70a388c5e08e3e75f2cf91ccbcf7e0180199243c63c02308ecd8fb,mechanical shop/RFQ/unpowered assembly candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/moving-properties-closure-p0.1/package-status.json,f093fb8ed2e34ba2a055453618620f583371dd15df964eca07a700294ab2dbee,complete moving-system physical-properties evidence contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/property-propagation-p0.1/package-status.json,0f1db89d6d7cf6d0643ac1ddd95c06bbe40fcc3fd3984527a40f211d021e27c4,accepted moving-property propagation and stale-analysis control,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/gdt-review-p0.1/package-status.json,7377d6eda3553c15873a72044d4002942de30cccd05ce1a4f2f30cf7efd3cdd8,five-part datum/GD&T qualified-review proposal,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/first-shop-session-p0.1/package-status.json,17bdacd4dd434914e08563ac09d7682c59c9da617aa4ddd0fef4de0f79e5a812,minimum physical acquisition and first unpowered shop-session contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/joint-stack-fixture-p0.2/package-status.json,85b261063f3d2710f7060ceed93132391ad22c0998ec1908807a3b55b6eae3e4,zero-energy joint-stack fixture and temporary assembly candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/joint-stack-metrology-p0.2/package-status.json,6bdb667bd6f64754055dec9537167095263d542f5e0592352b1b3454720106cc,task-specific unpowered joint-stack metrology execution contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/lot-a-inquiry-p0.2/package-status.json,54ea76a0785d235e4e77090bfeafaff965cd0bb6607798203bae382640f2a2be,Lot A supplier identity and task-specific metrology inquiry contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/joint-measurement-definition-p0.1/package-status.json,4ccb7caa4eebc86cf635798c828c77f9378ea133a71042d55c4592c22492a727,Source-bound joint feature and measurand definition,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/lot-a-inquiry-p0.3/package-status.json,a3313fdda51da71b3e3d2d648416285451e6950c27cfbcfd14104f38d52f14b4,Exact-feature Lot A supplier/metrology inquiry contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/lot-a-transmission-bundles-p0.1/package-status.json,a72ca6a1bdd2e5825ce0b7c728975a189c0abc2d8733d150e071fd469586f520,Deterministic recipient-isolated Lot A transmission bundles,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/observation-bom-integration-p0.1/package-status.json,4180a47ec3a21cbeea3d5fa2a4dc0c77aa3fbac3fe400b92730955d49df0f2da,Observation assemblies and hierarchical BOM integration,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/observation-mount-stack-p0.1/package-status.json,6fd676d70a3d0a1ac9379bbbb9e63b33ca778910dd3bcff7f150e5c99f96ca3e,Observation carrier mounting-stack candidate definition,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/u2d2-jc1-harness-p0.1/package-status.json,e514042e55ffc867cd267912e63639b7e7f9107cf2aee41e47ee67f87c8ca7b2,U2D2-to-JC1 controller data/reference harness candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/u2d2-jc1-harness-rfq-p0.1/package-status.json,b8e2a489120ade5a4a9e553ca850bb394c368d295f10561336cbca03064ddd8a,U2D2-to-JC1 manufacturer-build technical/RFQ route,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/carrier-fit-evidence-capture-p0.1/package-status.json,9ad8c80aaa67c30a2c6b81f9b084f3480d9a33b5b59e8d34c4ee20911f8c4310,carrier fit evidence capture,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/lot-a-decision-capsule-p0.1/package-status.json,92ce132f669318d67746aec043f629790de5a0db6d45c48435b350e8ae65d4d5,Lot A local-only owner decision capsule,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/lot-a-alternate-route-p0.1/package-status.json,973ed7729eafd636d21061361a0c51981e525b5498b1e8a9f37e873c47a4e3e5,Lot A alternate acquisition-route qualification,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/gdt-review-p0.2/package-status.json,b4a6b952087d3e0c082c6d3557018b5628ce2f1319a0b85f1eef7092b8b6af29,functional datum/GD&T correction for qualified review,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-stop-strength-p0.1/package-status.json,d76365aa27210637e29d31d99be92f2eef2a3395c65bb5400a816d1e710b1c4c,unselected J2 hard-stop strength correction candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-stop-bossed-p0.1/package-status.json,90193cf9abd8fa379de021fb29d5c183c8e45388c24459a6e6e5c87c4e80c73e,corrected J2 stop load model and unselected bossed candidate,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-stop-fea-p0.1/analysis-status.json,b005605534eb48f4648bdb5cff14519ab61797cf3352c6e64ac61af10eb67ca3,C06 full-part linear-elastic stop rejection screen,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/arm-architecture-p0.11-side-web-stop/p011-status.json,6cbc9a2e2ecaf36c4a28b778ee56b57c8e1df8e70723fffbc9acbd4f1e9299f2,unselected collision-screened P0.11 mixed-side J2 stop CAD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-stop-sideweb-fea-p0.1/analysis-status.json,671e0cb29e43860ecc1f45333ca389a837529430526c355d5ce85a354389a38e,P0.11 exact C06/C07 linear structural rejection screen,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/arm-architecture-p0.12-access-well-stop/p012-status.json,62d9cbafb75967bef00e419fa7f785efec46ee72cd1d45f2146826cd7f459ab5,unselected collision-screened P0.12 access-well J2 stop CAD,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-stop-access-well-fea-p0.1/analysis-status.json,20281f6fdfe830e3571f76a16969384ee769aba3398645f0bb57444b302566a3,P0.12 exact C06/C07 linear structural rejection screen,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/a04-joint-p0.1/package-status.json,31147029d41962e26f65515507d3fdfc7c355a896790c6878b79a9e03710d5b5,A04 exact-candidate hardware and joined-load evidence contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-soft-contact-pad-p0.1/package-status.json,6dab2b35cbc31a8eb7375992d18cd8d2ad54d2747199fee7af4bab699de36473,unselected J2 soft-contact pad and dynamic evidence contract,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
release/hr-v0/j2-soft-contact-pad-p0.2/package-status.json,4600ac6a25b8bfc8a73850f2407fb00732dcb3f97b372f4831e4ef08dfd6a3ea,P0.12 exact-contact soft-pad demand and evidence boundary,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
