wire_number,sheet,reference,terminal,pin_name,net
W4005,04_touch_safe_tether.kicad_sch,XT1B,G,PRE-MATE ROBOT FRAME REFERENCE,ROBOT_FRAME_BOUNDARY
W4006,04_touch_safe_tether.kicad_sch,XT1B,P2,PROJECT-ASSIGNED CONTROLLED RETURN,ROBOT_MAIN_RET
W5001,05_robot_eight_branch_distribution.kicad_sch,FM0,IN,ROBOT INLET POSITIVE,ROBOT_MAIN_POS
W5002,05_robot_eight_branch_distribution.kicad_sch,FM0,OUT,MAIN DISTRIBUTION BUS,ROBOT_FUSED_POS
W5003,05_robot_eight_branch_distribution.kicad_sch,RB0,RET-IN,TETHER RETURN,ROBOT_MAIN_RET
W5004,05_robot_eight_branch_distribution.kicad_sch,RB0,FRAME-IN,TETHER PRE-MATE FRAME,ROBOT_FRAME_BOUNDARY
W5005,05_robot_eight_branch_distribution.kicad_sch,RB0,RET-BUS,CONTROLLED RETURN BUS,PDU_COMMON_RET
W5006,05_robot_eight_branch_distribution.kicad_sch,FB1,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5007,05_robot_eight_branch_distribution.kicad_sch,FB1,OUT,RS_LLEG PROTECTED FEED,WPS_RS_LLEG_IN_12V
W5008,05_robot_eight_branch_distribution.kicad_sch,JRS_LLEG,1,CONTROLLED RETURN,PDU_COMMON_RET
W5009,05_robot_eight_branch_distribution.kicad_sch,JRS_LLEG,2,PROTECTED 12 V INPUT,WPS_RS_LLEG_IN_12V
W5010,05_robot_eight_branch_distribution.kicad_sch,FB2,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5011,05_robot_eight_branch_distribution.kicad_sch,FB2,OUT,RS_RLEG PROTECTED FEED,WPS_RS_RLEG_IN_12V
W5012,05_robot_eight_branch_distribution.kicad_sch,JRS_RLEG,1,CONTROLLED RETURN,PDU_COMMON_RET
W5013,05_robot_eight_branch_distribution.kicad_sch,JRS_RLEG,2,PROTECTED 12 V INPUT,WPS_RS_RLEG_IN_12V
W5014,05_robot_eight_branch_distribution.kicad_sch,FB3,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5015,05_robot_eight_branch_distribution.kicad_sch,FB3,OUT,RS_LARM PROTECTED FEED,WPS_RS_LARM_IN_12V
W5016,05_robot_eight_branch_distribution.kicad_sch,JRS_LARM,1,CONTROLLED RETURN,PDU_COMMON_RET
W5017,05_robot_eight_branch_distribution.kicad_sch,JRS_LARM,2,PROTECTED 12 V INPUT,WPS_RS_LARM_IN_12V
W5018,05_robot_eight_branch_distribution.kicad_sch,FB4,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5019,05_robot_eight_branch_distribution.kicad_sch,FB4,OUT,RS_RARM PROTECTED FEED,WPS_RS_RARM_IN_12V
W5020,05_robot_eight_branch_distribution.kicad_sch,JRS_RARM,1,CONTROLLED RETURN,PDU_COMMON_RET
W5021,05_robot_eight_branch_distribution.kicad_sch,JRS_RARM,2,PROTECTED 12 V INPUT,WPS_RS_RARM_IN_12V
W5022,05_robot_eight_branch_distribution.kicad_sch,FB5,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5023,05_robot_eight_branch_distribution.kicad_sch,FB5,OUT,RS_WAIST PROTECTED FEED,WPS_RS_WAIST_IN_12V
W5024,05_robot_eight_branch_distribution.kicad_sch,JRS_WAIST,1,CONTROLLED RETURN,PDU_COMMON_RET
W5025,05_robot_eight_branch_distribution.kicad_sch,JRS_WAIST,2,PROTECTED 12 V INPUT,WPS_RS_WAIST_IN_12V
W5026,05_robot_eight_branch_distribution.kicad_sch,FB6,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5027,05_robot_eight_branch_distribution.kicad_sch,FB6,OUT,TTL_LDIST_REG PROTECTED FEED,REG_TTL_LDIST_IN_12V
W5028,05_robot_eight_branch_distribution.kicad_sch,JTTL_LDIST_REG,1,CONTROLLED RETURN,PDU_COMMON_RET
W5029,05_robot_eight_branch_distribution.kicad_sch,JTTL_LDIST_REG,2,PROTECTED 12 V INPUT,REG_TTL_LDIST_IN_12V
W5030,05_robot_eight_branch_distribution.kicad_sch,FB7,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5031,05_robot_eight_branch_distribution.kicad_sch,FB7,OUT,TTL_RDIST_REG PROTECTED FEED,REG_TTL_RDIST_IN_12V
W5032,05_robot_eight_branch_distribution.kicad_sch,JTTL_RDIST_REG,1,CONTROLLED RETURN,PDU_COMMON_RET
W5033,05_robot_eight_branch_distribution.kicad_sch,JTTL_RDIST_REG,2,PROTECTED 12 V INPUT,REG_TTL_RDIST_IN_12V
W5034,05_robot_eight_branch_distribution.kicad_sch,FB8,IN,COMMON DISTRIBUTION INPUT,ROBOT_FUSED_POS
W5035,05_robot_eight_branch_distribution.kicad_sch,FB8,OUT,TTL_HEAD_REG PROTECTED FEED,REG_TTL_HEAD_IN_12V
W5036,05_robot_eight_branch_distribution.kicad_sch,JTTL_HEAD_REG,1,CONTROLLED RETURN,PDU_COMMON_RET
W5037,05_robot_eight_branch_distribution.kicad_sch,JTTL_HEAD_REG,2,PROTECTED 12 V INPUT,REG_TTL_HEAD_IN_12V
W6001,06_telemetry_interlocks_commissioning.kicad_sch,MCU1,PERMIT,HARDWIRED PERMIT INPUT,MOTION_PERMIT_INPUT
W6002,06_telemetry_interlocks_commissioning.kicad_sch,MON1,SR,PNOZ AUX STATUS,PNOZ_AUX_STATUS
W6003,06_telemetry_interlocks_commissioning.kicad_sch,MON1,Y32,PNOZ SEMICONDUCTOR STATUS,PNOZ_Y32_STATUS
