scope,zone_id,bin_lower_inclusive,bin_upper_inclusive_last_otherwise_exclusive,count,fraction,total_tetrahedra,minimum_sicn,fraction_below_0p20,exact_zone_volume_mm3,effective_h_mm,global_gate,monitored_zone_min_0p20_gate,warning
EXACT_ZONE,C07-MATRIX,0.3,0.4,331,0.0008938577658956806,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.4,0.5,958,0.0025870566154926346,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.5,0.6,6114,0.016510714141045893,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.6,0.7,27951,0.07548102240045368,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.7,0.8,82098,0.22170373070847005,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.8,0.9,150466,0.4063299172303912,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-MATRIX,0.9,1.0,102298,0.2762533587178137,370305,0.2016310435707692,0.0,81022.70067694574,0.6025813874082643,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.0,0.1,0,0.0,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.1,0.2,4,0.00016975046681378373,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.2,0.3,0,0.0,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.3,0.4,4,0.00016975046681378373,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.4,0.5,6,0.00025462570022067563,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.5,0.6,138,0.005856391105075539,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.6,0.7,1265,0.05368358512985911,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.7,0.8,5438,0.230775759633339,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.8,0.9,10993,0.46651672042098113,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-EAST-STRAIGHT,0.9,1.0,5716,0.24257341707689697,23564,0.11339452885458182,0.00016975046681378373,91.72799999999998,0.15730805817564708,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.0,0.1,0,0.0,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.1,0.2,0,0.0,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.2,0.3,0,0.0,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.3,0.4,0,0.0,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.4,0.5,5,0.0013935340022296545,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.5,0.6,45,0.01254180602006689,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.6,0.7,213,0.05936454849498328,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.7,0.8,808,0.22519509476031216,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.8,0.9,1602,0.44648829431438125,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-EAST-R2,0.9,1.0,915,0.25501672240802675,3588,0.4589066745059043,0.0,8.10544381331377,0.13121237256369894,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.0,0.1,0,0.0,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.1,0.2,5,0.000749737591842855,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.2,0.3,0,0.0,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.3,0.4,5,0.000749737591842855,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.4,0.5,6,0.000899685110211426,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.5,0.6,46,0.006897585844954266,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.6,0.7,437,0.06552706552706553,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.7,0.8,1533,0.22986954565901935,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.8,0.9,3029,0.45419103313840153,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-STRAIGHT,0.9,1.0,1608,0.24111560953666217,6669,0.11561836867163736,0.000749737591842855,18.614400000000007,0.1407978775910044,PASS,FAIL,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.0,0.1,0,0.0,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.1,0.2,0,0.0,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.2,0.3,0,0.0,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.3,0.4,0,0.0,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.4,0.5,2,0.000589101620029455,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.5,0.6,50,0.014727540500736377,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.6,0.7,254,0.0748159057437408,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.7,0.8,802,0.23622974963181148,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.8,0.9,1541,0.45390279823269514,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-NORTH-WEST-R2,0.9,1.0,746,0.21973490427098674,3395,0.4769523373711272,0.0,8.105443813313794,0.13365309095275338,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.0,0.1,0,0.0,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.1,0.2,0,0.0,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.2,0.3,0,0.0,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.3,0.4,0,0.0,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.4,0.5,1,0.00028885037550548814,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.5,0.6,35,0.010109763142692086,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
EXACT_ZONE,C07-PE-SOUTH-EAST-R2,0.6,0.7,196,0.05661467359907568,3462,0.499142453833458,0.0,8.105443813313775,0.13278527337352233,PASS,PASS,"PRELIMINARY - EXACT-ZONE CONFORMAL MESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
