connector_id,location,function,candidate_housing,mating_part,contact_order_code,contact_count,keying_retention_strain_relief,source,source_date,selection_state
J-PDU-RLEG-CTL-6,PDU-RLEG,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-1,PDU-ARMS,CHANNEL 1 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-1,PDU-ARMS,CHANNEL 1 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-2,PDU-ARMS,CHANNEL 2 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-2,PDU-ARMS,CHANNEL 2 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-3,PDU-ARMS,CHANNEL 3 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-3,PDU-ARMS,CHANNEL 3 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-4,PDU-ARMS,CHANNEL 4 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-4,PDU-ARMS,CHANNEL 4 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-5,PDU-ARMS,CHANNEL 5 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-5,PDU-ARMS,CHANNEL 5 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-ARMS-OUT-6,PDU-ARMS,CHANNEL 6 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-ARMS-CTL-6,PDU-ARMS,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-1,PDU-DISTAL,CHANNEL 1 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-1,PDU-DISTAL,CHANNEL 1 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-2,PDU-DISTAL,CHANNEL 2 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-2,PDU-DISTAL,CHANNEL 2 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-3,PDU-DISTAL,CHANNEL 3 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-3,PDU-DISTAL,CHANNEL 3 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-4,PDU-DISTAL,CHANNEL 4 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-4,PDU-DISTAL,CHANNEL 4 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-5,PDU-DISTAL,CHANNEL 5 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-5,PDU-DISTAL,CHANNEL 5 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-DISTAL-OUT-6,PDU-DISTAL,CHANNEL 6 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-DISTAL-CTL-6,PDU-DISTAL,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-CORE-OUT-1,PDU-CORE,CHANNEL 1 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; FIELD ASSEMBLY VALIDATION OPEN
J-PDU-CORE-CTL-1,PDU-CORE,CHANNEL 1 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; CONTROL HARNESS VALIDATION OPEN
J-PDU-CORE-OUT-2,PDU-CORE,CHANNEL 2 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL HAS NO FIELD HARNESS
J-PDU-CORE-CTL-2,PDU-CORE,CHANNEL 2 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL CONTROL UNPOPULATED
J-PDU-CORE-OUT-3,PDU-CORE,CHANNEL 3 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL HAS NO FIELD HARNESS
J-PDU-CORE-CTL-3,PDU-CORE,CHANNEL 3 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL CONTROL UNPOPULATED
J-PDU-CORE-OUT-4,PDU-CORE,CHANNEL 4 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL HAS NO FIELD HARNESS
J-PDU-CORE-CTL-4,PDU-CORE,CHANNEL 4 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL CONTROL UNPOPULATED
J-PDU-CORE-OUT-5,PDU-CORE,CHANNEL 5 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL HAS NO FIELD HARNESS
J-PDU-CORE-CTL-5,PDU-CORE,CHANNEL 5 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL CONTROL UNPOPULATED
J-PDU-CORE-OUT-6,PDU-CORE,CHANNEL 6 ACTUATOR OUTPUT,JST B2P-VH board header,JST VHR-2N; contact/conductor selection open,SELECTION REQUIRED,2,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eVH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL HAS NO FIELD HARNESS
J-PDU-CORE-CTL-6,PDU-CORE,CHANNEL 6 DISABLE/POWER-GOOD CONTROL,JST BM03B-GHS-TBT board header,JST GHR-03V-S; contact/conductor selection open,SELECTION REQUIRED,3,SELECTION REQUIRED,https://www.jst-mfg.com/product/pdf/eng/eGH.pdf,accessed 2026-08-15,BOARD HEADER PRESENT; DNP CHANNEL CONTROL UNPOPULATED
J-ACT-L_HIP_YAW,L_HIP_YAW,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_YAW,L_HIP_YAW,DATA-ONLY OUTGOING LINK TO L_HIP_ROLL,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_HIP_ROLL,L_HIP_ROLL,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_ROLL,L_HIP_ROLL,DATA-ONLY OUTGOING LINK TO L_HIP_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_HIP_PITCH,L_HIP_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
J-OUT-L_HIP_PITCH,L_HIP_PITCH,DATA-ONLY OUTGOING LINK TO L_KNEE_PITCH,JST EHR-04,SECOND ACTUATOR PORT,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,PIN 1 AND PIN 2 INTENTIONALLY UNPOPULATED; DATA CONTACTS ONLY; VALIDATION OPEN
J-ACT-L_KNEE_PITCH,L_KNEE_PITCH,COMBINED ACTUATOR POWER AND DATA,JST EHR-04,SELECTION REQUIRED,JST SEH-001T-P0.6,4,SELECTION REQUIRED,https://docs.robotis.com/docs/dxl/model_reference/x_series/xh_series/xh540-w270/,2026-08-14,DEVICE INTERFACE VERIFIED; SPLIT-HARNESS CANDIDATE DEFINED; ASSEMBLY VALIDATION OPEN
