point_id,segment_id,sequence,x_mm,y_mm,z_mm,datum_basis,tolerance
CROSS-L_HIP_PITCH-AT-L_HIP_YAW-PWR-P01,CROSS-L_HIP_PITCH-AT-L_HIP_YAW-PWR,1,72.900,-14.000,410.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_HIP_PITCH-AT-L_HIP_YAW-PWR-P02,CROSS-L_HIP_PITCH-AT-L_HIP_YAW-PWR,2,72.900,14.000,410.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_HIP_PITCH-AT-L_HIP_ROLL-PWR-P01,CROSS-L_HIP_PITCH-AT-L_HIP_ROLL-PWR,1,69.700,-14.000,390.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_HIP_PITCH-AT-L_HIP_ROLL-PWR-P02,CROSS-L_HIP_PITCH-AT-L_HIP_ROLL-PWR,2,69.700,14.000,390.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_HIP_PITCH-PWR-P01,LOOP-L_HIP_PITCH-PWR,1,66.500,-14.000,370.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_HIP_PITCH-PWR-P02,LOOP-L_HIP_PITCH-PWR,2,66.500,14.000,370.000,BRANCH L_HIP_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_HIP_PITCH-DATA-P01,LOOP-L_HIP_PITCH-DATA,1,57.500,-10.000,370.000,OFFSET FROM L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_HIP_PITCH-DATA-P02,LOOP-L_HIP_PITCH-DATA,2,57.500,10.000,370.000,OFFSET FROM L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_YAW-PWR-P01,CROSS-L_KNEE_PITCH-AT-L_HIP_YAW-PWR,1,76.100,-14.000,410.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_YAW-PWR-P02,CROSS-L_KNEE_PITCH-AT-L_HIP_YAW-PWR,2,76.100,14.000,410.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_ROLL-PWR-P01,CROSS-L_KNEE_PITCH-AT-L_HIP_ROLL-PWR,1,72.900,-14.000,390.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_ROLL-PWR-P02,CROSS-L_KNEE_PITCH-AT-L_HIP_ROLL-PWR,2,72.900,14.000,390.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_PITCH-PWR-P01,CROSS-L_KNEE_PITCH-AT-L_HIP_PITCH-PWR,1,69.700,-14.000,370.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_KNEE_PITCH-AT-L_HIP_PITCH-PWR-P02,CROSS-L_KNEE_PITCH-AT-L_HIP_PITCH-PWR,2,69.700,14.000,370.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_KNEE_PITCH-PWR-P01,LOOP-L_KNEE_PITCH-PWR,1,66.500,-14.000,210.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_KNEE_PITCH-PWR-P02,LOOP-L_KNEE_PITCH-PWR,2,66.500,14.000,210.000,BRANCH L_KNEE_PITCH OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_KNEE_PITCH-DATA-P01,LOOP-L_KNEE_PITCH-DATA,1,57.500,-10.000,210.000,OFFSET FROM L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_KNEE_PITCH-DATA-P02,LOOP-L_KNEE_PITCH-DATA,2,57.500,10.000,210.000,OFFSET FROM L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_YAW-PWR-P01,CROSS-L_ANKLE_PITCH-AT-L_HIP_YAW-PWR,1,79.300,-14.000,410.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_YAW-PWR-P02,CROSS-L_ANKLE_PITCH-AT-L_HIP_YAW-PWR,2,79.300,14.000,410.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_ROLL-PWR-P01,CROSS-L_ANKLE_PITCH-AT-L_HIP_ROLL-PWR,1,76.100,-14.000,390.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_ROLL-PWR-P02,CROSS-L_ANKLE_PITCH-AT-L_HIP_ROLL-PWR,2,76.100,14.000,390.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_PITCH-PWR-P01,CROSS-L_ANKLE_PITCH-AT-L_HIP_PITCH-PWR,1,72.900,-14.000,370.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_HIP_PITCH-PWR-P02,CROSS-L_ANKLE_PITCH-AT-L_HIP_PITCH-PWR,2,72.900,14.000,370.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_KNEE_PITCH-PWR-P01,CROSS-L_ANKLE_PITCH-AT-L_KNEE_PITCH-PWR,1,69.700,-14.000,210.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_PITCH-AT-L_KNEE_PITCH-PWR-P02,CROSS-L_ANKLE_PITCH-AT-L_KNEE_PITCH-PWR,2,69.700,14.000,210.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_PITCH-PWR-P01,LOOP-L_ANKLE_PITCH-PWR,1,66.500,-14.000,55.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_PITCH-PWR-P02,LOOP-L_ANKLE_PITCH-PWR,2,66.500,14.000,55.000,BRANCH L_ANKLE_PITCH OFFSET FROM CROSSED JOINT L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_PITCH-DATA-P01,LOOP-L_ANKLE_PITCH-DATA,1,57.500,-10.000,55.000,OFFSET FROM L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_PITCH-DATA-P02,LOOP-L_ANKLE_PITCH-DATA,2,57.500,10.000,55.000,OFFSET FROM L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_YAW-PWR-P01,CROSS-L_ANKLE_ROLL-AT-L_HIP_YAW-PWR,1,82.500,-14.000,410.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_YAW-PWR-P02,CROSS-L_ANKLE_ROLL-AT-L_HIP_YAW-PWR,2,82.500,14.000,410.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_ROLL-PWR-P01,CROSS-L_ANKLE_ROLL-AT-L_HIP_ROLL-PWR,1,79.300,-14.000,390.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_ROLL-PWR-P02,CROSS-L_ANKLE_ROLL-AT-L_HIP_ROLL-PWR,2,79.300,14.000,390.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_PITCH-PWR-P01,CROSS-L_ANKLE_ROLL-AT-L_HIP_PITCH-PWR,1,76.100,-14.000,370.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_HIP_PITCH-PWR-P02,CROSS-L_ANKLE_ROLL-AT-L_HIP_PITCH-PWR,2,76.100,14.000,370.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_KNEE_PITCH-PWR-P01,CROSS-L_ANKLE_ROLL-AT-L_KNEE_PITCH-PWR,1,72.900,-14.000,210.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_KNEE_PITCH-PWR-P02,CROSS-L_ANKLE_ROLL-AT-L_KNEE_PITCH-PWR,2,72.900,14.000,210.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_ANKLE_PITCH-PWR-P01,CROSS-L_ANKLE_ROLL-AT-L_ANKLE_PITCH-PWR,1,69.700,-14.000,55.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-L_ANKLE_ROLL-AT-L_ANKLE_PITCH-PWR-P02,CROSS-L_ANKLE_ROLL-AT-L_ANKLE_PITCH-PWR,2,69.700,14.000,55.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_ANKLE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_ROLL-PWR-P01,LOOP-L_ANKLE_ROLL-PWR,1,66.500,-14.000,35.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_ROLL-PWR-P02,LOOP-L_ANKLE_ROLL-PWR,2,66.500,14.000,35.000,BRANCH L_ANKLE_ROLL OFFSET FROM CROSSED JOINT L_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_ROLL-DATA-P01,LOOP-L_ANKLE_ROLL-DATA,1,57.500,-10.000,35.000,OFFSET FROM L_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-L_ANKLE_ROLL-DATA-P02,LOOP-L_ANKLE_ROLL-DATA,2,57.500,10.000,35.000,OFFSET FROM L_ANKLE_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_YAW-PWR-P01,LOOP-R_HIP_YAW-PWR,1,-58.500,-14.000,410.000,BRANCH R_HIP_YAW OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_YAW-PWR-P02,LOOP-R_HIP_YAW-PWR,2,-58.500,14.000,410.000,BRANCH R_HIP_YAW OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_YAW-DATA-P01,LOOP-R_HIP_YAW-DATA,1,-67.500,-10.000,410.000,OFFSET FROM R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_YAW-DATA-P02,LOOP-R_HIP_YAW-DATA,2,-67.500,10.000,410.000,OFFSET FROM R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_ROLL-AT-R_HIP_YAW-PWR-P01,CROSS-R_HIP_ROLL-AT-R_HIP_YAW-PWR,1,-55.300,-14.000,410.000,BRANCH R_HIP_ROLL OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_ROLL-AT-R_HIP_YAW-PWR-P02,CROSS-R_HIP_ROLL-AT-R_HIP_YAW-PWR,2,-55.300,14.000,410.000,BRANCH R_HIP_ROLL OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_ROLL-PWR-P01,LOOP-R_HIP_ROLL-PWR,1,-58.500,-14.000,390.000,BRANCH R_HIP_ROLL OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_ROLL-PWR-P02,LOOP-R_HIP_ROLL-PWR,2,-58.500,14.000,390.000,BRANCH R_HIP_ROLL OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_ROLL-DATA-P01,LOOP-R_HIP_ROLL-DATA,1,-67.500,-10.000,390.000,OFFSET FROM R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_ROLL-DATA-P02,LOOP-R_HIP_ROLL-DATA,2,-67.500,10.000,390.000,OFFSET FROM R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_PITCH-AT-R_HIP_YAW-PWR-P01,CROSS-R_HIP_PITCH-AT-R_HIP_YAW-PWR,1,-52.100,-14.000,410.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_PITCH-AT-R_HIP_YAW-PWR-P02,CROSS-R_HIP_PITCH-AT-R_HIP_YAW-PWR,2,-52.100,14.000,410.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_PITCH-AT-R_HIP_ROLL-PWR-P01,CROSS-R_HIP_PITCH-AT-R_HIP_ROLL-PWR,1,-55.300,-14.000,390.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_HIP_PITCH-AT-R_HIP_ROLL-PWR-P02,CROSS-R_HIP_PITCH-AT-R_HIP_ROLL-PWR,2,-55.300,14.000,390.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_PITCH-PWR-P01,LOOP-R_HIP_PITCH-PWR,1,-58.500,-14.000,370.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_PITCH-PWR-P02,LOOP-R_HIP_PITCH-PWR,2,-58.500,14.000,370.000,BRANCH R_HIP_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_PITCH-DATA-P01,LOOP-R_HIP_PITCH-DATA,1,-67.500,-10.000,370.000,OFFSET FROM R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_HIP_PITCH-DATA-P02,LOOP-R_HIP_PITCH-DATA,2,-67.500,10.000,370.000,OFFSET FROM R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_YAW-PWR-P01,CROSS-R_KNEE_PITCH-AT-R_HIP_YAW-PWR,1,-48.900,-14.000,410.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_YAW-PWR-P02,CROSS-R_KNEE_PITCH-AT-R_HIP_YAW-PWR,2,-48.900,14.000,410.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_ROLL-PWR-P01,CROSS-R_KNEE_PITCH-AT-R_HIP_ROLL-PWR,1,-52.100,-14.000,390.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_ROLL-PWR-P02,CROSS-R_KNEE_PITCH-AT-R_HIP_ROLL-PWR,2,-52.100,14.000,390.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_ROLL CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_PITCH-PWR-P01,CROSS-R_KNEE_PITCH-AT-R_HIP_PITCH-PWR,1,-55.300,-14.000,370.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_KNEE_PITCH-AT-R_HIP_PITCH-PWR-P02,CROSS-R_KNEE_PITCH-AT-R_HIP_PITCH-PWR,2,-55.300,14.000,370.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_HIP_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_KNEE_PITCH-PWR-P01,LOOP-R_KNEE_PITCH-PWR,1,-58.500,-14.000,210.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_KNEE_PITCH-PWR-P02,LOOP-R_KNEE_PITCH-PWR,2,-58.500,14.000,210.000,BRANCH R_KNEE_PITCH OFFSET FROM CROSSED JOINT R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_KNEE_PITCH-DATA-P01,LOOP-R_KNEE_PITCH-DATA,1,-67.500,-10.000,210.000,OFFSET FROM R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
LOOP-R_KNEE_PITCH-DATA-P02,LOOP-R_KNEE_PITCH-DATA,2,-67.500,10.000,210.000,OFFSET FROM R_KNEE_PITCH CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_HIP_YAW-PWR-P01,CROSS-R_ANKLE_PITCH-AT-R_HIP_YAW-PWR,1,-45.700,-14.000,410.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
CROSS-R_ANKLE_PITCH-AT-R_HIP_YAW-PWR-P02,CROSS-R_ANKLE_PITCH-AT-R_HIP_YAW-PWR,2,-45.700,14.000,410.000,BRANCH R_ANKLE_PITCH OFFSET FROM CROSSED JOINT R_HIP_YAW CANDIDATE AXIS DATUM,SELECTION REQUIRED
