net,connection_count,connections
SRA1_S12,4,02_estop_and_eligibility_chain.kicad_sch:SR1:14 | 02_estop_and_eligibility_chain.kicad_sch:SRA1:S12 | 02_estop_and_eligibility_chain.kicad_sch:S2:TBD-A1 | 04_isolated_measurement_fanout.kicad_sch:DAQV:V4
SRA1_S21,2,02_estop_and_eligibility_chain.kicad_sch:SR1:23 | 02_estop_and_eligibility_chain.kicad_sch:SRA1:S21
SRA1_S22,3,02_estop_and_eligibility_chain.kicad_sch:SR1:24 | 02_estop_and_eligibility_chain.kicad_sch:SRA1:S22 | 04_isolated_measurement_fanout.kicad_sch:DAQV:V5
SRA1_START_RETURN,4,02_estop_and_eligibility_chain.kicad_sch:SRA1:S34 | 02_estop_and_eligibility_chain.kicad_sch:EDMSIM:K2-22 | 04_isolated_measurement_fanout.kicad_sch:DAQV:V6 | 04_isolated_measurement_fanout.kicad_sch:DAQS:15B
SRA1_STATUS,1,02_estop_and_eligibility_chain.kicad_sch:SRA1:Y32
WD1_COIL_N,2,03_watchdog_gate_and_stimulus.kicad_sch:KWD1:A2 | 03_watchdog_gate_and_stimulus.kicad_sch:JWP1:3
WD1_NC_24V,2,03_watchdog_gate_and_stimulus.kicad_sch:KWD1:22 | 03_watchdog_gate_and_stimulus.kicad_sch:JWF1:1
WD2_COIL_N,2,03_watchdog_gate_and_stimulus.kicad_sch:KWD2:A2 | 03_watchdog_gate_and_stimulus.kicad_sch:JWP1:4
WD2_NC_24V,2,03_watchdog_gate_and_stimulus.kicad_sch:KWD2:22 | 03_watchdog_gate_and_stimulus.kicad_sch:JWF1:2
WD_SRA1_SUPPLY_INTERMEDIATE,4,03_watchdog_gate_and_stimulus.kicad_sch:KWD1:14 | 03_watchdog_gate_and_stimulus.kicad_sch:KWD2:11 | 04_isolated_measurement_fanout.kicad_sch:DAQC:10B | 04_isolated_measurement_fanout.kicad_sch:DAQC:11A
