sheet,reference,status,evidence_needed
06_right_leg_rs485.kicad_sch,AX_R_HIP_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
06_right_leg_rs485.kicad_sch,AX_R_KNEE_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
06_right_leg_rs485.kicad_sch,AX_R_ANKLE_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
06_right_leg_rs485.kicad_sch,AX_R_ANKLE_ROLL,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
07_left_arm_rs485.kicad_sch,PORT_RS_LARM,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
07_left_arm_rs485.kicad_sch,PBR_RS_LARM,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
07_left_arm_rs485.kicad_sch,AX_L_SHOULDER_ROLL,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
07_left_arm_rs485.kicad_sch,AX_L_ELBOW_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
08_right_arm_rs485.kicad_sch,PORT_RS_RARM,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
08_right_arm_rs485.kicad_sch,PBR_RS_RARM,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
08_right_arm_rs485.kicad_sch,AX_R_SHOULDER_ROLL,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
08_right_arm_rs485.kicad_sch,AX_R_ELBOW_PITCH,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
09_waist_rs485.kicad_sch,PORT_RS_WAIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
09_waist_rs485.kicad_sch,PBR_RS_WAIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
09_waist_rs485.kicad_sch,AX_WAIST_YAW,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
10_left_distal_ttl.kicad_sch,PORT_TTL_LDIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
10_left_distal_ttl.kicad_sch,PBR_TTL_LDIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
10_left_distal_ttl.kicad_sch,AX_L_WRIST_ROTATION,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
10_left_distal_ttl.kicad_sch,AX_L_GRIPPER,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
11_right_distal_ttl.kicad_sch,PORT_TTL_RDIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
11_right_distal_ttl.kicad_sch,PBR_TTL_RDIST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
11_right_distal_ttl.kicad_sch,AX_R_WRIST_ROTATION,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
11_right_distal_ttl.kicad_sch,AX_R_GRIPPER,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
12_head_ttl_sensors_hmi.kicad_sch,PORT_TTL_HEAD,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Logical data-only boundary from the matching controller interface. Exact connector, pins, reference conductor, shield and strain relief remain open."
12_head_ttl_sensors_hmi.kicad_sch,PBR_TTL_HEAD,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No fuse, limiter, conductor or connector rating is released. Fault current, inrush, cable length, ambient, bundling, duty cycle and jurisdiction remain required inputs."
12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_PAN,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
12_head_ttl_sensors_hmi.kicad_sch,AX_HEAD_TILT,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED,"Axis identity, protocol and manufacturer actuator-side pins are allocated. Exact order code, actuator ID, cable assembly, controller-side connector, branch current/protection and installed thermal/communication behavior remain selection and test work."
12_head_ttl_sensors_hmi.kicad_sch,HPWR1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Branch protection, filtering, connector and current allocation remain open."
12_head_ttl_sensors_hmi.kicad_sch,CAM1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No safety role; exact module, optics, privacy and mounting remain open."
12_head_ttl_sensors_hmi.kicad_sch,CAM2,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"No safety role; exact module, optics, synchronization and mounting remain open."
12_head_ttl_sensors_hmi.kicad_sch,DISP1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact screen, controller, luminance and touch interface remain open."
12_head_ttl_sensors_hmi.kicad_sch,MIC1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact microphones, privacy indication and acoustic behavior remain open."
12_head_ttl_sensors_hmi.kicad_sch,AMP1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Output power, protection, acoustic limit and exact pins remain open."
12_head_ttl_sensors_hmi.kicad_sch,SPK1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact driver, enclosure and sound-pressure limit remain open."
12_head_ttl_sensors_hmi.kicad_sch,SPK2,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact driver, enclosure and sound-pressure limit remain open."
12_head_ttl_sensors_hmi.kicad_sch,FAN1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Airflow, noise, finger guarding and failure detection remain open."
13_pelvis_aux_imu.kicad_sch,AUXD1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact converter, protection, isolation/bonding, inrush, thermal and EMC evidence remain open."
13_pelvis_aux_imu.kicad_sch,IMU1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact device, range, bandwidth, timestamping, calibration, connector and physical pins remain open."
13_pelvis_aux_imu.kicad_sch,MCU_AUX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,Alternate logical view of MCU1; exact package pins and interfaces remain open.
14_left_foot_load_sensing.kicad_sch,LOAD_L_FL,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
14_left_foot_load_sensing.kicad_sch,LOAD_L_FR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
14_left_foot_load_sensing.kicad_sch,LOAD_L_RL,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
14_left_foot_load_sensing.kicad_sch,LOAD_L_RR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
14_left_foot_load_sensing.kicad_sch,ADC_L_FOOT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact ADC, excitation, anti-aliasing, protection, timing, calibration and connector pins remain open."
15_right_foot_load_sensing.kicad_sch,LOAD_R_FL,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
15_right_foot_load_sensing.kicad_sch,LOAD_R_FR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
15_right_foot_load_sensing.kicad_sch,LOAD_R_RL,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
15_right_foot_load_sensing.kicad_sch,LOAD_R_RR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact sensor type, range, overload, mounting, connector, calibration and physical pins remain open."
15_right_foot_load_sensing.kicad_sch,ADC_R_FOOT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY,"Exact ADC, excitation, anti-aliasing, protection, timing, calibration and connector pins remain open."
