sheet,reference,terminal,pin_name,net,status
02_estop_permit_contactors.kicad_sch,K1,LOG-MOUT,MAIN OUTPUT,K1_POS_OUT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K1,LOG-COIL,COIL PERMIT,SAFETY_PERMIT_HARDWIRED,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K1,LOG-MIR,MIRROR / EDM,EDM_K1,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K2,LOG-MIN,MAIN INPUT,K1_POS_OUT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K2,LOG-MOUT,MAIN OUTPUT,ACT_14V8_SAFE,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K2,LOG-COIL,COIL PERMIT,SAFETY_PERMIT_HARDWIRED,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
02_estop_permit_contactors.kicad_sch,K2,LOG-MIR,MIRROR / EDM,EDM_K2,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,CPU1,LOG-NET,NETWORK / OPENAI CLIENT,EXTERNAL_NETWORK,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,CPU1,LOG-ACTION,STRUCTURED ACTION REQUEST,ACTION_REQUEST_AUTH,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,CPU1,LOG-AUDIO,AUDIO / VISION IPC,HMI_SENSOR_IPC,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PERMIT,HARDWIRED PERMIT INPUT,SAFETY_PERMIT_HARDWIRED,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU1,LOG-ACTION,AUTHENTICATED ACTION REQUEST,ACTION_REQUEST_AUTH,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU1,LOG-WD,WATCHDOG HEARTBEAT,MOTION_WD_HEARTBEAT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PREQ,PRECHARGE REQUEST,PRECHARGE_REQUEST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU1,LOG-PSTAT,PRECHARGE STATUS,PRECHARGE_STATUS,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,WD1,LOG-HB,MOTION HEARTBEAT INPUT,MOTION_WD_HEARTBEAT,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,WD1,LOG-REQ,PERMIT REQUEST DIAGNOSTIC,WD_PERMIT_REQUEST,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,LOG-RS-LLEG-TX,UART TX,UART_RS-LLEG_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,LOG-RS-LLEG-RX,UART RX,UART_RS-LLEG_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LLEG,LOG-RS-LLEG-DIR,DIRECTION,UART_RS-LLEG_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,LOG-RS-RLEG-TX,UART TX,UART_RS-RLEG_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,LOG-RS-RLEG-RX,UART RX,UART_RS-RLEG_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RLEG,LOG-RS-RLEG-DIR,DIRECTION,UART_RS-RLEG_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,LOG-RS-LARM-TX,UART TX,UART_RS-LARM_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,LOG-RS-LARM-RX,UART RX,UART_RS-LARM_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_LARM,LOG-RS-LARM-DIR,DIRECTION,UART_RS-LARM_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,LOG-RS-RARM-TX,UART TX,UART_RS-RARM_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,LOG-RS-RARM-RX,UART RX,UART_RS-RARM_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_RARM,LOG-RS-RARM-DIR,DIRECTION,UART_RS-RARM_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,LOG-RS-WAIST-TX,UART TX,UART_RS-WAIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,LOG-RS-WAIST-RX,UART RX,UART_RS-WAIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_RS_WAIST,LOG-RS-WAIST-DIR,DIRECTION,UART_RS-WAIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_LDIST,LOG-TTL-LDIST-TX,UART TX,UART_TTL-LDIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_LDIST,LOG-TTL-LDIST-RX,UART RX,UART_TTL-LDIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_LDIST,LOG-TTL-LDIST-DIR,DIRECTION,UART_TTL-LDIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_RDIST,LOG-TTL-RDIST-TX,UART TX,UART_TTL-RDIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_RDIST,LOG-TTL-RDIST-RX,UART RX,UART_TTL-RDIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_RDIST,LOG-TTL-RDIST-DIR,DIRECTION,UART_TTL-RDIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_HEAD,LOG-TTL-HEAD-TX,UART TX,UART_TTL-HEAD_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_HEAD,LOG-TTL-HEAD-RX,UART RX,UART_TTL-HEAD_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
03_compute_motion_watchdog.kicad_sch,MCU_IO_TTL_HEAD,LOG-TTL-HEAD-DIR,DIRECTION,UART_TTL-HEAD_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-TX,UART TX,UART_RS-LLEG_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-RX,UART RX,UART_RS-LLEG_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-DIR,DIRECTION,UART_RS-LLEG_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-DP,FIELD DATA+,RS-LLEG_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-DN,FIELD DATA-,RS-LLEG_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LLEG,LOG-REF,FIELD REFERENCE,RS-LLEG_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-TX,UART TX,UART_RS-RLEG_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-RX,UART RX,UART_RS-RLEG_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-DIR,DIRECTION,UART_RS-RLEG_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-DP,FIELD DATA+,RS-RLEG_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-DN,FIELD DATA-,RS-RLEG_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RLEG,LOG-REF,FIELD REFERENCE,RS-RLEG_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-TX,UART TX,UART_RS-LARM_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-RX,UART RX,UART_RS-LARM_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-DIR,DIRECTION,UART_RS-LARM_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-DP,FIELD DATA+,RS-LARM_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-DN,FIELD DATA-,RS-LARM_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_LARM,LOG-REF,FIELD REFERENCE,RS-LARM_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-TX,UART TX,UART_RS-RARM_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-RX,UART RX,UART_RS-RARM_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-DIR,DIRECTION,UART_RS-RARM_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-DP,FIELD DATA+,RS-RARM_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-DN,FIELD DATA-,RS-RARM_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_RARM,LOG-REF,FIELD REFERENCE,RS-RARM_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-TX,UART TX,UART_RS-WAIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-RX,UART RX,UART_RS-WAIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-DIR,DIRECTION,UART_RS-WAIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-DP,FIELD DATA+,RS-WAIST_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-DN,FIELD DATA-,RS-WAIST_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_RS_WAIST,LOG-REF,FIELD REFERENCE,RS-WAIST_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_LDIST,LOG-TX,UART TX,UART_TTL-LDIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_LDIST,LOG-RX,UART RX,UART_TTL-LDIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_LDIST,LOG-DIR,DIRECTION,UART_TTL-LDIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_LDIST,LOG-DATA,FIELD HALF-DUPLEX DATA,TTL-LDIST_DATA,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_LDIST,LOG-REF,FIELD REFERENCE,TTL-LDIST_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_RDIST,LOG-TX,UART TX,UART_TTL-RDIST_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_RDIST,LOG-RX,UART RX,UART_TTL-RDIST_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_RDIST,LOG-DIR,DIRECTION,UART_TTL-RDIST_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_RDIST,LOG-DATA,FIELD HALF-DUPLEX DATA,TTL-RDIST_DATA,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_RDIST,LOG-REF,FIELD REFERENCE,TTL-RDIST_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_HEAD,LOG-TX,UART TX,UART_TTL-HEAD_TX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_HEAD,LOG-RX,UART RX,UART_TTL-HEAD_RX,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_HEAD,LOG-DIR,DIRECTION,UART_TTL-HEAD_DIR,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_HEAD,LOG-DATA,FIELD HALF-DUPLEX DATA,TTL-HEAD_DATA,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
04_eight_actuator_bus_interfaces.kicad_sch,IF_TTL_HEAD,LOG-REF,FIELD REFERENCE,TTL-HEAD_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-RET,DATA REFERENCE,RS-LLEG_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-DP,DATA+,RS-LLEG_DP,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PORT_RS_LLEG,LOG-DN,DATA-,RS-LLEG_DN,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PBR_RS_LLEG,LOG-IN,INTERRUPTED SOURCE,ACT_14V8_SAFE,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PBR_RS_LLEG,LOG-OUT,PROTECTED VDD,RS-LLEG_VDD,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PBR_RS_LLEG,LOG-RET-IN,SOURCE RETURN,ACT_0V_CONTROLLED,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PBR_RS_LLEG,LOG-RET-OUT,BRANCH RETURN,RS-LLEG_RET,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,PBR_RS_LLEG,LOG-TLM,BRANCH TELEMETRY,TLM_RS-LLEG,SELECTION REQUIRED - LOGICAL CONNECTIVITY ONLY
05_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,2,VDD,RS-LLEG_VDD,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,1,GND,RS-LLEG_RET,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,3,DATA+,RS-LLEG_DP,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_YAW,4,DATA-,RS-LLEG_DN,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,2,VDD,RS-LLEG_VDD,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,1,GND,RS-LLEG_RET,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,3,DATA+,RS-LLEG_DP,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_ROLL,4,DATA-,RS-LLEG_DN,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,2,VDD,RS-LLEG_VDD,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,1,GND,RS-LLEG_RET,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,3,DATA+,RS-LLEG_DP,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_HIP_PITCH,4,DATA-,RS-LLEG_DN,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
05_left_leg_rs485.kicad_sch,AX_L_KNEE_PITCH,2,VDD,RS-LLEG_VDD,ACTUATOR-SIDE PINOUT VERIFIED - HARNESS AND CONTROLLER SIDE SELECTION REQUIRED
