item_id,category,source_component,dynamic_link,candidate_material_or_model,density_screen_kg_m3,cad_volume_mm3,minimum_candidate_mass_kg,planning_candidate_mass_kg,maximum_candidate_mass_kg,placement_x_m,placement_y_m,placement_z_m,basis_and_limit,selection_state,warning
FAB-L01_SHIN_SIDE_REAR,FABRICATION CAD DENSITY SCREEN,L01_SHIN_SIDE_REAR,L_shin,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,11734.881237,0.031684179,0.031684179,0.031684179,0.062500000,0.020000000,0.127500000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_SIDE_REAR,FABRICATION CAD DENSITY SCREEN,L01_THIGH_SIDE_REAR,L_thigh,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,13397.612325,0.036173553,0.036173553,0.036173553,0.062500000,0.020000000,0.295000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_SHIN_TIE_Z72,FABRICATION CAD DENSITY SCREEN,L01_SHIN_TIE_Z72,L_shin,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3052.666116,0.008242199,0.008242199,0.008242199,0.062500000,0.000000000,0.072000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_SHIN_TIE_Z135,FABRICATION CAD DENSITY SCREEN,L01_SHIN_TIE_Z135,L_shin,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3052.666116,0.008242199,0.008242199,0.008242199,0.062500000,0.000000000,0.135000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_SHIN_TIE_Z183,FABRICATION CAD DENSITY SCREEN,L01_SHIN_TIE_Z183,L_shin,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3052.666116,0.008242199,0.008242199,0.008242199,0.062500000,0.000000000,0.183000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_TIE_Z235,FABRICATION CAD DENSITY SCREEN,L01_THIGH_TIE_Z235,L_thigh,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3238.919118,0.008745082,0.008745082,0.008745082,0.062500000,0.000000000,0.235000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_TIE_Z300,FABRICATION CAD DENSITY SCREEN,L01_THIGH_TIE_Z300,L_thigh,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3238.919118,0.008745082,0.008745082,0.008745082,0.062500000,0.000000000,0.300000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_TIE_Z355,FABRICATION CAD DENSITY SCREEN,L01_THIGH_TIE_Z355,L_thigh,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,3238.919118,0.008745082,0.008745082,0.008745082,0.062500000,0.000000000,0.355000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-F01_SOLE_CARRIER,FABRICATION CAD DENSITY SCREEN,F01_SOLE_CARRIER,L_foot,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,16144.312674,0.043589644,0.043589644,0.043589644,0.062500000,0.025000000,0.004000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-F01_TOP_BRIDGE,FABRICATION CAD DENSITY SCREEN,F01_TOP_BRIDGE,L_foot,6061-T651 3 MM WINDOWED PLATE CANDIDATE,2700.0,9140.996810,0.024680691,0.024680691,0.024680691,0.062500000,0.006000000,0.030500000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_UPPER_ARM_LINK_FRONT,FABRICATION CAD DENSITY SCREEN,A01_UPPER_ARM_LINK_FRONT,L_upper_arm,6061-T651 4 MM SLOTTED PLATE CANDIDATE,2700.0,10416.000000,0.028123200,0.028123200,0.028123200,0.109000000,-0.014000000,0.517446571,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_FOREARM_LINK_FRONT,FABRICATION CAD DENSITY SCREEN,A01_FOREARM_LINK_FRONT,L_forearm,6061-T651 4 MM SLOTTED PLATE CANDIDATE,2700.0,9848.000000,0.026589600,0.026589600,0.026589600,0.130500000,-0.014000000,0.372436259,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_UPPER_ARM_LINK_REAR,FABRICATION CAD DENSITY SCREEN,A01_UPPER_ARM_LINK_REAR,L_upper_arm,6061-T651 4 MM SLOTTED PLATE CANDIDATE,2700.0,10416.000000,0.028123200,0.028123200,0.028123200,0.109000000,0.014000000,0.517446571,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_FOREARM_LINK_REAR,FABRICATION CAD DENSITY SCREEN,A01_FOREARM_LINK_REAR,L_forearm,6061-T651 4 MM SLOTTED PLATE CANDIDATE,2700.0,9848.000000,0.026589600,0.026589600,0.026589600,0.130500000,0.014000000,0.372436259,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_SHIN_FRONT_COVER,FABRICATION CAD DENSITY SCREEN,L01_SHIN_FRONT_COVER,L_shin,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,6321.141075,0.007585369,0.007585369,0.007585369,0.062500000,-0.034000000,0.127500000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_SHIN_REAR_COVER,FABRICATION CAD DENSITY SCREEN,L01_SHIN_REAR_COVER,L_shin,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,6321.141075,0.007585369,0.007585369,0.007585369,0.062500000,0.034000000,0.127500000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_FRONT_COVER,FABRICATION CAD DENSITY SCREEN,L01_THIGH_FRONT_COVER,L_thigh,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,7270.613995,0.008724737,0.008724737,0.008724737,0.062500000,-0.037000000,0.295000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-L01_THIGH_REAR_COVER,FABRICATION CAD DENSITY SCREEN,L01_THIGH_REAR_COVER,L_thigh,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,7270.613995,0.008724737,0.008724737,0.008724737,0.062500000,0.037000000,0.295000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-F01_TOP_COVER,FABRICATION CAD DENSITY SCREEN,F01_TOP_COVER,L_foot,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,7725.323022,0.009270388,0.009270388,0.009270388,0.062500000,0.025000000,0.034000000,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_UPPER_ARM_FRONT_COVER,FABRICATION CAD DENSITY SCREEN,A01_UPPER_ARM_FRONT_COVER,L_upper_arm,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,5520.000000,0.006624000,0.006624000,0.006624000,0.109000000,-0.024000000,0.517446571,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_UPPER_ARM_REAR_COVER,FABRICATION CAD DENSITY SCREEN,A01_UPPER_ARM_REAR_COVER,L_upper_arm,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,5520.000000,0.006624000,0.006624000,0.006624000,0.109000000,0.024000000,0.517446571,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_FOREARM_FRONT_COVER,FABRICATION CAD DENSITY SCREEN,A01_FOREARM_FRONT_COVER,L_forearm,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,5104.000000,0.006124800,0.006124800,0.006124800,0.130500000,-0.024000000,0.372436259,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-A01_FOREARM_REAR_COVER,FABRICATION CAD DENSITY SCREEN,A01_FOREARM_REAR_COVER,L_forearm,0.8 MM POLYCARBONATE/PA12 PANEL COUPON SELECTION REQUIRED,1200.0,5104.000000,0.006124800,0.006124800,0.006124800,0.130500000,0.024000000,0.372436259,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PALM_FRONT_PLATE,FABRICATION CAD DENSITY SCREEN,G01_PALM_FRONT_PLATE,L_hand,PA-CF or 6061-T6 candidate,1200.0,3768.025546,0.004521631,0.004521631,0.004521631,0.133000000,-0.027500000,0.274587810,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PALM_REAR_PLATE,FABRICATION CAD DENSITY SCREEN,G01_PALM_REAR_PLATE,L_hand,PA-CF or 6061-T6 candidate,1200.0,3768.025546,0.004521631,0.004521631,0.004521631,0.133000000,0.027500000,0.274587810,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PALM_TOP_BRIDGE,FABRICATION CAD DENSITY SCREEN,G01_PALM_TOP_BRIDGE,L_hand,PA-CF or 6061-T6 candidate,1200.0,8883.520861,0.010660225,0.010660225,0.010660225,0.133000000,-0.000000000,0.290979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PALM_BOTTOM_BRIDGE,FABRICATION CAD DENSITY SCREEN,G01_PALM_BOTTOM_BRIDGE,L_hand,PA-CF or 6061-T6 candidate,1200.0,8883.520861,0.010660225,0.010660225,0.010660225,0.133000000,-0.000000000,0.258979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_WRIST_MOUNT_PLATE,FABRICATION CAD DENSITY SCREEN,G01_WRIST_MOUNT_PLATE,L_hand,6061-T6 candidate,2700.0,3760.613461,0.010153656,0.010153656,0.010153656,0.133000000,0.000000000,0.294479375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_GUIDE_ROD_FRONT,FABRICATION CAD DENSITY SCREEN,G01_GUIDE_ROD_FRONT,L_hand,hardened stainless 4 mm rod candidate,7850.0,804.247719,0.006313345,0.006313345,0.006313345,0.133000000,-0.009000000,0.266979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_GUIDE_ROD_REAR,FABRICATION CAD DENSITY SCREEN,G01_GUIDE_ROD_REAR,L_hand,hardened stainless 4 mm rod candidate,7850.0,804.247719,0.006313345,0.006313345,0.006313345,0.133000000,0.009000000,0.266979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PINION,FABRICATION CAD DENSITY SCREEN,G01_PINION,L_hand,POM or aluminum module-0.5 candidate,1400.0,406.082692,0.000568516,0.000568516,0.000568516,0.133000000,-0.000000000,0.274979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_RACK_POSITIVE,FABRICATION CAD DENSITY SCREEN,G01_RACK_POSITIVE,L_hand,POM module-0.5 candidate,1400.0,515.947367,0.000722326,0.000722326,0.000722326,0.130139891,0.000000000,0.281334875,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_RACK_NEGATIVE,FABRICATION CAD DENSITY SCREEN,G01_RACK_NEGATIVE,L_hand,POM module-0.5 candidate,1400.0,515.947367,0.000722326,0.000722326,0.000722326,0.135860109,-0.000000000,0.268623876,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_FINGER_POSITIVE,FABRICATION CAD DENSITY SCREEN,G01_FINGER_POSITIVE,L_hand,PA-CF or acetal candidate,1200.0,20319.194164,0.024383033,0.024383033,0.024383033,0.146000000,0.000000000,0.253068655,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_FINGER_NEGATIVE,FABRICATION CAD DENSITY SCREEN,G01_FINGER_NEGATIVE,L_hand,PA-CF or acetal candidate,1200.0,20319.194164,0.024383033,0.024383033,0.024383033,0.120000000,0.000000000,0.253068655,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PAD_POSITIVE,FABRICATION CAD DENSITY SCREEN,G01_PAD_POSITIVE,L_hand,silicone or PORON coupon selection required,500.0,2624.439482,0.001312220,0.001312220,0.001312220,0.138500000,0.000000000,0.248979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_PAD_NEGATIVE,FABRICATION CAD DENSITY SCREEN,G01_PAD_NEGATIVE,L_hand,silicone or PORON coupon selection required,500.0,2624.439482,0.001312220,0.001312220,0.001312220,0.127500000,-0.000000000,0.248979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
FAB-G01_STOP_POSITIVE,FABRICATION CAD DENSITY SCREEN,G01_STOP_POSITIVE,L_hand,PA-CF/POM candidate,1200.0,820.578253,0.000984694,0.000984694,0.000984694,0.164000000,0.000000000,0.266979375,"candidate CAD volume times stated density; material, manufacturing and received mass unverified",GEOMETRIC MATERIAL SCREEN ONLY,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
