branch_cable_id,axis_id,corridor,bus_id,protected_output,positive_net,return_net,candidate_part,construction,candidate_current_cap_a,published_stall_endpoint_a,upstream_joint_crossings,electrical_splices_between_protection_and_transition,fixed_transition,state,authority,warning
DB-R_ELBOW_PITCH,R_ELBOW_PITCH,HN01_R_ARM_POWER,RS-RARM,WPS-RS-RARM CHANNEL 3; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 1.998670 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_ELBOW_PITCH_VDD,RS-RARM_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,1.998670,2.300,3,0,TR-R_ELBOW_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_WRIST_ROTATION,R_WRIST_ROTATION,HN01_R_ARM_POWER,TTL-RDIST,WPS-TTL-RDIST CHANNEL 1; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 0.700000 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_WRIST_ROTATION_VDD,TTL-RDIST_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,0.700000,0.880,4,0,TR-R_WRIST_ROTATION,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_GRIPPER,R_GRIPPER,HN01_R_ARM_POWER,TTL-RDIST,WPS-TTL-RDIST CHANNEL 2; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 0.700000 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_GRIPPER_VDD,TTL-RDIST_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,0.700000,0.880,5,0,TR-R_GRIPPER,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_HIP_YAW,L_HIP_YAW,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 1; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_HIP_YAW_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,1,0,TR-L_HIP_YAW,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_HIP_ROLL,L_HIP_ROLL,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 2; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_HIP_ROLL_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,2,0,TR-L_HIP_ROLL,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_HIP_PITCH,L_HIP_PITCH,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 3; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_HIP_PITCH_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,3,0,TR-L_HIP_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_KNEE_PITCH,L_KNEE_PITCH,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 4; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_KNEE_PITCH_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,4,0,TR-L_KNEE_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_ANKLE_PITCH,L_ANKLE_PITCH,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 5; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 1.998670 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_ANKLE_PITCH_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,1.998670,2.300,5,0,TR-L_ANKLE_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_ANKLE_ROLL,L_ANKLE_ROLL,HN01_L_LEG_POWER,RS-LLEG,WPS-RS-LLEG CHANNEL 6; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 1.998670 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,L_ANKLE_ROLL_VDD,RS-LLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,1.998670,2.300,6,0,TR-L_ANKLE_ROLL,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_HIP_YAW,R_HIP_YAW,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 1; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_HIP_YAW_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,1,0,TR-R_HIP_YAW,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_HIP_ROLL,R_HIP_ROLL,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 2; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_HIP_ROLL_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,2,0,TR-R_HIP_ROLL,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_HIP_PITCH,R_HIP_PITCH,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 3; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_HIP_PITCH_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,3,0,TR-R_HIP_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_KNEE_PITCH,R_KNEE_PITCH,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 4; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 2.499010 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_KNEE_PITCH_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,2.499010,4.900,4,0,TR-R_KNEE_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_ANKLE_PITCH,R_ANKLE_PITCH,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 5; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 1.998670 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_ANKLE_PITCH_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,1.998670,2.300,5,0,TR-R_ANKLE_PITCH,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_ANKLE_ROLL,R_ANKLE_ROLL,HN01_R_LEG_POWER,RS-RLEG,WPS-RS-RLEG CHANNEL 6; PAIRED OPPOSING TPS259482LYWPR CANDIDATES; INTERNAL CAP 1.998670 A; PCB / BRAKE-DUMP / PHYSICAL VALIDATION OPEN,R_ANKLE_ROLL_VDD,RS-RLEG_RET,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; unshielded PVC moving cable,1.998670,2.300,6,0,TR-R_ANKLE_ROLL,"DIRECT INDIVIDUALLY PROTECTED BRANCH CANDIDATE; CUT LENGTH, CRIMP, DERATING AND PHYSICAL PROOF OPEN","NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
