crossing_id,branch_cable_id,corridor,joint_axis,destination_axis,stage,parallel_pair_index,parallel_pair_count,crosses_destination_axis,candidate_part,conductor_configuration,maximum_hr30_channel_cap_a,application_ampacity_state,outer_diameter_max_mm,continuous_flex_radius_factor_d,continuous_flex_radius_mm,service_life_input,joint_range,nominal_joint_arc_deg,actual_cut_length,state,authority,warning
DB-L_ELBOW_PITCH-AT-L_SHOULDER_ROLL,DB-L_ELBOW_PITCH,HN01_L_ARM_POWER,L_SHOULDER_ROLL,L_ELBOW_PITCH,2,2,4,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_WRIST_ROTATION-AT-L_SHOULDER_ROLL,DB-L_WRIST_ROTATION,HN01_L_ARM_POWER,L_SHOULDER_ROLL,L_WRIST_ROTATION,2,3,4,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_GRIPPER-AT-L_SHOULDER_ROLL,DB-L_GRIPPER,HN01_L_ARM_POWER,L_SHOULDER_ROLL,L_GRIPPER,2,4,4,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_ELBOW_PITCH-AT-L_ELBOW_PITCH,DB-L_ELBOW_PITCH,HN01_L_ARM_POWER,L_ELBOW_PITCH,L_ELBOW_PITCH,3,1,3,YES,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_WRIST_ROTATION-AT-L_ELBOW_PITCH,DB-L_WRIST_ROTATION,HN01_L_ARM_POWER,L_ELBOW_PITCH,L_WRIST_ROTATION,3,2,3,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_GRIPPER-AT-L_ELBOW_PITCH,DB-L_GRIPPER,HN01_L_ARM_POWER,L_ELBOW_PITCH,L_GRIPPER,3,3,3,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_WRIST_ROTATION-AT-L_WRIST_ROTATION,DB-L_WRIST_ROTATION,HN01_L_ARM_POWER,L_WRIST_ROTATION,L_WRIST_ROTATION,4,1,2,YES,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_GRIPPER-AT-L_WRIST_ROTATION,DB-L_GRIPPER,HN01_L_ARM_POWER,L_WRIST_ROTATION,L_GRIPPER,4,2,2,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-L_GRIPPER-AT-L_GRIPPER,DB-L_GRIPPER,HN01_L_ARM_POWER,L_GRIPPER,L_GRIPPER,5,1,1,YES,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_SHOULDER_PITCH-AT-R_SHOULDER_PITCH,DB-R_SHOULDER_PITCH,HN01_R_ARM_POWER,R_SHOULDER_PITCH,R_SHOULDER_PITCH,1,1,5,YES,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_SHOULDER_ROLL-AT-R_SHOULDER_PITCH,DB-R_SHOULDER_ROLL,HN01_R_ARM_POWER,R_SHOULDER_PITCH,R_SHOULDER_ROLL,1,2,5,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_ELBOW_PITCH-AT-R_SHOULDER_PITCH,DB-R_ELBOW_PITCH,HN01_R_ARM_POWER,R_SHOULDER_PITCH,R_ELBOW_PITCH,1,3,5,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_WRIST_ROTATION-AT-R_SHOULDER_PITCH,DB-R_WRIST_ROTATION,HN01_R_ARM_POWER,R_SHOULDER_PITCH,R_WRIST_ROTATION,1,4,5,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_GRIPPER-AT-R_SHOULDER_PITCH,DB-R_GRIPPER,HN01_R_ARM_POWER,R_SHOULDER_PITCH,R_GRIPPER,1,5,5,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,0.700000,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_SHOULDER_ROLL-AT-R_SHOULDER_ROLL,DB-R_SHOULDER_ROLL,HN01_R_ARM_POWER,R_SHOULDER_ROLL,R_SHOULDER_ROLL,2,1,4,YES,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
DB-R_ELBOW_PITCH-AT-R_SHOULDER_ROLL,DB-R_ELBOW_PITCH,HN01_R_ARM_POWER,R_SHOULDER_ROLL,R_ELBOW_PITCH,2,2,4,NO - CONTINUES TO DISTAL AXIS,CF130.03.02.UL,2 x 22 AWG / 0.34 mm2; one protected VDD and return pair; no intermediate splice,1.998670,UNVERIFIED - NO HR-30 BUNDLE/CONNECTOR/TEMPERATURE RELEASE,5.000,7.5,37.500,5000000 double strokes at +15..+60 C and 7.5xd manufacturer table boundary,SELECTION REQUIRED,120,SELECTION REQUIRED AFTER FULL-RANGE ROUTE SWEEP,DIMENSIONED NOMINAL DIRECT-BRANCH CROSSING; FULL-RANGE BEND/TWIST/COLLISION AND TERMINATION PROOF OPEN,"NO PROCUREMENT, FABRICATION, CONNECTION, POWERED-TEST, MOTION OR ENERGIZATION AUTHORITY","PRELIMINARY - ARTICULATED ACTUATOR-POWER HARNESS CANDIDATE - NOT APPROVED FOR PROCUREMENT, FABRICATION, CONNECTION, POWERED TESTING, MOTION OR ENERGIZATION"
