pair_id,coordinate,q1_lo_deg,q1_hi_deg,q2_lo_deg,q2_hi_deg,center_distance_mm,motion_bound_mm,guaranteed_clearance_mm,distance_method,subdivision_depth,status
J1_MIN_REGION:BASE_UPPER:SHOULDER_SUPPORT:J2_BODY,J1,-25.000000000,-20.000000000,,,191.727699766,9.465373036,182.262326730,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:SHOULDER_SUPPORT:J2_S102,J1,-25.000000000,-20.000000000,,,184.755467916,7.193575683,177.561892233,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_BODY:UPPER_PROX_ADAPTER,J1,-25.000000000,-20.000000000,,,8.160476393,2.010913863,6.149562530,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_BODY:UPPER_MEMBER,J1,-25.000000000,-20.000000000,,,16.960428940,6.236055039,10.724373901,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_BODY:UPPER_DIST_ADAPTER,J1,-25.000000000,-20.000000000,,,110.674880218,6.659810012,104.015070206,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_BODY:J2_BODY,J1,-25.000000000,-20.000000000,,,129.661728756,9.465373036,120.196355720,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_BODY:J2_S102,J1,-25.000000000,-20.000000000,,,122.243566156,7.193575683,115.049990473,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_S102:UPPER_PROX_ADAPTER,J1,-25.000000000,-20.000000000,,,60.410476393,2.010913863,58.399562530,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_S102:UPPER_MEMBER,J1,-25.000000000,-20.000000000,,,69.210428940,6.236055039,62.974373901,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_S102:UPPER_DIST_ADAPTER,J1,-25.000000000,-20.000000000,,,162.525388833,6.659810012,155.865578820,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_S102:J2_BODY,J1,-25.000000000,-20.000000000,,,181.010731805,9.465373036,171.545358769,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_UPPER:J1_S102:J2_S102,J1,-25.000000000,-20.000000000,,,173.703733631,7.193575683,166.510157948,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:J1_H101,J1,70.000000000,75.000000000,,,47.917273559,1.560946107,46.356327451,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:UPPER_PROX_ADAPTER,J1,70.000000000,75.000000000,,,51.573246569,2.010913863,49.562332706,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:UPPER_MEMBER,J1,70.000000000,75.000000000,,,54.437469309,6.236055039,48.201414270,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:UPPER_DIST_ADAPTER,J1,70.000000000,75.000000000,,,121.395483593,6.659810012,114.735673580,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:J2_BODY,J1,70.000000000,75.000000000,,,141.128083166,9.465373036,131.662710130,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:COLUMN:J2_S102,J1,70.000000000,75.000000000,,,134.345189531,7.193575683,127.151613848,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:J1_H101,J1,70.000000000,75.000000000,,,38.392273559,1.560946107,36.831327451,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:UPPER_PROX_ADAPTER,J1,70.000000000,75.000000000,,,42.048246569,2.010913863,40.037332706,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:UPPER_MEMBER,J1,70.000000000,75.000000000,,,44.912469309,6.236055039,38.676414270,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:UPPER_DIST_ADAPTER,J1,70.000000000,75.000000000,,,115.126223508,6.659810012,108.466413495,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:J2_BODY,J1,70.000000000,75.000000000,,,135.034250488,9.465373036,125.568877452,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:SHOULDER_SUPPORT:J2_S102,J1,70.000000000,75.000000000,,,128.106692705,7.193575683,120.913117022,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_BODY:UPPER_PROX_ADAPTER,J1,70.000000000,75.000000000,,,7.754826334,2.010913863,5.743912470,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_BODY:UPPER_MEMBER,J1,70.000000000,75.000000000,,,16.838980290,6.236055039,10.602925250,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_BODY:UPPER_DIST_ADAPTER,J1,70.000000000,75.000000000,,,112.483225067,6.659810012,105.823415055,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_BODY:J2_BODY,J1,70.000000000,75.000000000,,,130.603535323,9.465373036,121.138162287,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_BODY:J2_S102,J1,70.000000000,75.000000000,,,123.380691014,7.193575683,116.187115330,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_S102:UPPER_PROX_ADAPTER,J1,70.000000000,75.000000000,,,30.131011848,2.010913863,28.120097985,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_S102:UPPER_MEMBER,J1,70.000000000,75.000000000,,,36.199985472,6.236055039,29.963930433,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_S102:UPPER_DIST_ADAPTER,J1,70.000000000,75.000000000,,,127.500914062,6.659810012,120.841104050,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_S102:J2_BODY,J1,70.000000000,75.000000000,,,147.537598344,9.465373036,138.072225308,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_UPPER:J1_S102:J2_S102,J1,70.000000000,75.000000000,,,140.283037065,7.193575683,133.089461381,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J1_H101:J2_H101,J2,,,10.000000000,15.000000000,165.575150154,1.560946107,164.014204046,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J1_H101:FORE_PROX_ADAPTER,J2,,,10.000000000,15.000000000,193.700808168,2.437667637,191.263140531,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J1_H101:FORE_MEMBER,J2,,,10.000000000,15.000000000,206.761899417,4.087442528,202.674456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J1_H101:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,255.576699773,4.494311594,251.082388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J1_H101:G1_H104,J2,,,10.000000000,15.000000000,266.769765863,5.941978255,260.827787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_PROX_ADAPTER:J2_H101,J2,,,10.000000000,15.000000000,156.050150154,1.560946107,154.489204046,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_PROX_ADAPTER:FORE_PROX_ADAPTER,J2,,,10.000000000,15.000000000,184.175808168,2.437667637,181.738140531,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_PROX_ADAPTER:FORE_MEMBER,J2,,,10.000000000,15.000000000,197.236899417,4.087442528,193.149456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_PROX_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,246.051699773,4.494311594,241.557388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_PROX_ADAPTER:G1_H104,J2,,,10.000000000,15.000000000,257.244765863,5.941978255,251.302787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_MEMBER:J2_H101,J2,,,10.000000000,15.000000000,56.050150154,1.560946107,54.489204046,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_MEMBER:FORE_PROX_ADAPTER,J2,,,10.000000000,15.000000000,84.175808168,2.437667637,81.738140531,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_MEMBER:FORE_MEMBER,J2,,,10.000000000,15.000000000,97.236899417,4.087442528,93.149456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_MEMBER:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,146.051699773,4.494311594,141.557388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_MEMBER:G1_H104,J2,,,10.000000000,15.000000000,157.244765863,5.941978255,151.302787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_DIST_ADAPTER:J2_H101,J2,,,10.000000000,15.000000000,46.525150154,1.560946107,44.964204046,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_DIST_ADAPTER:FORE_MEMBER,J2,,,10.000000000,15.000000000,87.711899417,4.087442528,83.624456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_DIST_ADAPTER:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,136.526699773,4.494311594,132.032388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:UPPER_DIST_ADAPTER:G1_H104,J2,,,10.000000000,15.000000000,147.719765863,5.941978255,141.777787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_BODY:FORE_PROX_ADAPTER,J2,,,10.000000000,15.000000000,9.400808168,2.437667637,6.963140531,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_BODY:FORE_MEMBER,J2,,,10.000000000,15.000000000,22.461899417,4.087442528,18.374456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_BODY:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,71.276699773,4.494311594,66.782388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_BODY:G1_H104,J2,,,10.000000000,15.000000000,82.469765863,5.941978255,76.527787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_S102:FORE_PROX_ADAPTER,J2,,,10.000000000,15.000000000,61.650808168,2.437667637,59.213140531,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_S102:FORE_MEMBER,J2,,,10.000000000,15.000000000,74.711899417,4.087442528,70.624456889,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_S102:FORE_DIST_H104_ADAPTER,J2,,,10.000000000,15.000000000,123.526699773,4.494311594,119.032388179,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:UPPER_FORE:J2_S102:G1_H104,J2,,,10.000000000,15.000000000,134.719765863,5.941978255,128.777787609,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:COLUMN:J2_H101,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,238.026220100,43.438197242,194.588022858,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,246.495639890,62.872199717,183.623440173,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,265.260436569,99.442225937,165.818210632,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,302.124303409,108.461160881,193.663142529,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:COLUMN:G1_H104,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,315.058284361,140.551119345,174.507165015,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:J2_H101,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,228.554245045,43.438197242,185.116047803,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,236.970639890,62.872199717,174.098440173,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,255.735436569,99.442225937,156.293210632,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,292.599303409,108.461160881,184.138142529,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,305.533284361,140.551119345,164.982165015,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_BODY:J2_H101,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,165.664345659,43.438197242,122.226148417,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,171.797809393,62.872199717,108.925609677,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,190.485436569,99.442225937,91.043210632,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,227.349303409,108.461160881,118.888142529,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_BODY:G1_H104,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,240.283284361,140.551119345,99.732165015,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_S102:J2_H101,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,217.367521490,43.438197242,173.929324248,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,224.035697008,62.872199717,161.163497291,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,242.735436569,99.442225937,143.293210632,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,279.599303409,108.461160881,171.138142529,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MIN_REGION:BASE_FORE:J1_S102:G1_H104,J1+J2,-25.000000000,-20.000000000,10.000000000,120.000000000,292.533284361,140.551119345,151.982165015,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:COLUMN:J2_H101,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,167.556509760,43.438197242,124.118312518,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,161.376351420,62.872199717,98.504151704,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,171.444040120,99.442225937,72.001814183,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:COLUMN:FORE_DIST_H104_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,203.115418022,108.461160881,94.654257141,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:COLUMN:G1_H104,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,213.996716148,140.551119345,73.445596803,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:SHOULDER_SUPPORT:J2_H101,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,162.735124089,43.438197242,119.296926847,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_PROX_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,157.716654324,62.872199717,94.844454607,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_MEMBER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,169.422083351,99.442225937,69.979857414,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:SHOULDER_SUPPORT:FORE_DIST_H104_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,201.743491511,108.461160881,93.282330630,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:SHOULDER_SUPPORT:G1_H104,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,213.360968635,140.551119345,72.809849290,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_BODY:J2_H101,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,166.172837268,43.438197242,122.734640026,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_BODY:FORE_PROX_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,170.484312711,62.872199717,107.612112994,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_BODY:FORE_MEMBER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,189.733704909,99.442225937,90.291478972,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_BODY:FORE_DIST_H104_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,223.513215290,108.461160881,115.052054409,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_BODY:G1_H104,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,236.399388716,140.551119345,95.848269371,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_S102:J2_H101,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,178.453352987,43.438197242,135.015155746,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_S102:FORE_PROX_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,176.198198535,62.872199717,113.325998819,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_S102:FORE_MEMBER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,190.874273890,99.442225937,91.432047953,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_S102:FORE_DIST_H104_ADAPTER,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,224.053132523,108.461160881,115.591971642,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J1_MAX_REGION:BASE_FORE:J1_S102:G1_H104,J1+J2,70.000000000,75.000000000,10.000000000,120.000000000,236.649388816,140.551119345,96.098269471,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:COLUMN:J2_H101,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,237.677644079,183.968601955,53.709042124,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:COLUMN:FORE_PROX_ADAPTER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,252.079885398,200.225042587,51.854842811,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
J2_MIN_REGION:BASE_FORE:COLUMN:FORE_MEMBER,J1+J2,-20.000000000,70.000000000,10.000000000,15.000000000,271.008802775,230.815676756,40.193126019,AABB_LOWER_BOUND,0,CERTIFIED_NOMINAL_MODEL_SPACE
