part_id,module,role,bbox_mm,volume_mm3,candidate_mass_kg,material_candidate,process_candidate,service_state,step_path,step_bytes,step_sha256,svg_path,svg_bytes,svg_sha256,dxf_path,dxf_bytes,dxf_sha256,largest_planar_profile_area_mm2,largest_planar_profile_wire_count,stl_path,stl_bytes,stl_sha256,release_state,warning
T01_TORSO_RAIL_R,T01,primary frame rail,18.000 x 18.000 x 145.986 mm,14036.863383,0.037899531,6061-T6/T651 1.5 MM WALL HOLLOW EXTRUSION CANDIDATE,"cut/drill fixture; local inserts, buckling, joint-load and exact section proof required",FIXED FRAME,parts/T01/T01_TORSO_RAIL_R/T01_TORSO_RAIL_R.step,203115,13ab0e202ee763345e5387185477c462f39735996b018571190196887a23282b,parts/T01/T01_TORSO_RAIL_R/T01_TORSO_RAIL_R.svg,28309,c5ccb14a36497a1d9f4cd1e78432bdd45e57db48e697f422e3cc4687a9f9eb74,,,,,,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_SIDE_REAR,L01,thigh side plate,56.000 x 2.500 x 142.000 mm,11214.175184,0.030278273,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC/waterjet candidate; gait/fall stress, edge finish, stiffness and flatness open",FIXED FRAME,parts/L01/L01_THIGH_SIDE_REAR/L01_THIGH_SIDE_REAR.step,157239,3f1b56147933db742ddeee5d20eef849124a63f9f6b1c2b7d409239ad9cd5d77,parts/L01/L01_THIGH_SIDE_REAR/L01_THIGH_SIDE_REAR.svg,24598,9dc99ad34d3e5aac169fa9234e5157fcc219c6955b6108bd945c652b3f60b962,parts/L01/L01_THIGH_SIDE_REAR/L01_THIGH_SIDE_REAR_largest-face-profile.dxf,20735,eb67b51dae3cb5507253dc6caa24381bc0304ff278f9a0d7c23fb7d73467d9c6,4149.883000,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_TIE_Z72,L01,shin cross tie,42.000 x 40.000 x 2.500 mm,2563.949913,0.006922665,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_SHIN_TIE_Z72/L01_SHIN_TIE_Z72.step,142490,e3440f3fb6ea1270a6a64bd7344728784f856721369473f048cb3ca52aaa2270,parts/L01/L01_SHIN_TIE_Z72/L01_SHIN_TIE_Z72.svg,24462,713e62ca41fce8997a4e08b7522aedfcd314bf632ef93c30f5afa329f8e7cf54,parts/L01/L01_SHIN_TIE_Z72/L01_SHIN_TIE_Z72_largest-face-profile.dxf,20616,4671584bb491d9d9572273b6a95c42524705abdf3ef323896f32ec072eb6b3d2,889.273358,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_TIE_Z135,L01,shin cross tie,42.000 x 40.000 x 2.500 mm,2563.949913,0.006922665,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_SHIN_TIE_Z135/L01_SHIN_TIE_Z135.step,142725,baf42b5b9a97d401e95dd8c27b61c695030e4bae0ee7de8cbaf0ebf6b7999cd4,parts/L01/L01_SHIN_TIE_Z135/L01_SHIN_TIE_Z135.svg,24337,b5859619d223200cb9feef48396cb17d1b5c2a99ae6c9bc20117541b96648184,parts/L01/L01_SHIN_TIE_Z135/L01_SHIN_TIE_Z135_largest-face-profile.dxf,20608,4f7b0008016d8edb36418a47c88b725a3e04d706d4bb4936e7d0e66b6c8b9893,889.273358,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_TIE_Z183,L01,shin cross tie,42.000 x 40.000 x 2.500 mm,2563.949913,0.006922665,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_SHIN_TIE_Z183/L01_SHIN_TIE_Z183.step,142725,6f6a66a4cd44150d7c328d6bd58970cde073f483c83b95efb9e1fcaf7fb1b107,parts/L01/L01_SHIN_TIE_Z183/L01_SHIN_TIE_Z183.svg,24676,611f8dc4b37ff2044cdc9ce9689f7e15df6e4d26c1ee6dde1da1b964199ee151,parts/L01/L01_SHIN_TIE_Z183/L01_SHIN_TIE_Z183_largest-face-profile.dxf,20608,681887ad28a8676718fa3f992dad7935ee2f370fc55d35dff27ba4bc2e63dd0e,889.273358,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_TIE_Z235,L01,thigh cross tie,46.000 x 40.000 x 2.500 mm,2720.164654,0.007344445,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_THIGH_TIE_Z235/L01_THIGH_TIE_Z235.step,142725,f929094d8bc136562c6b060d943ea3f4d2feb2b3402c2f6c5c68f44e501fb2e5,parts/L01/L01_THIGH_TIE_Z235/L01_THIGH_TIE_Z235.svg,24693,c74186513f98ed623a571b22e8d1bef937a3f7251d29088d6de16ec6a0987215,parts/L01/L01_THIGH_TIE_Z235/L01_THIGH_TIE_Z235_largest-face-profile.dxf,20716,0dc0a9fd9f66af6002bc0aa84fede9167bd0c37d0808ded1534d988058c2044e,944.882887,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_TIE_Z300,L01,thigh cross tie,46.000 x 40.000 x 2.500 mm,2720.164654,0.007344445,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_THIGH_TIE_Z300/L01_THIGH_TIE_Z300.step,142725,57fc6eac48fba51f18e20d5dd810b434eb5935c9438190b06a4a5538d8ac472a,parts/L01/L01_THIGH_TIE_Z300/L01_THIGH_TIE_Z300.svg,24691,1548331c4b1132b4e391e4eb91185b392048d3440b6bb8e37c962ce5f5f7436c,parts/L01/L01_THIGH_TIE_Z300/L01_THIGH_TIE_Z300_largest-face-profile.dxf,20716,837a6eb172b4c9a14880b04d0a7fa4561eff82cc5d768ee3763f85ae3699358a,944.882887,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_TIE_Z355,L01,thigh cross tie,46.000 x 40.000 x 2.500 mm,2720.164654,0.007344445,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; torsion, fastener and stiffness proof open",FIXED FRAME,parts/L01/L01_THIGH_TIE_Z355/L01_THIGH_TIE_Z355.step,142725,6bec874cedced919661b6d6f7f1170b90616e8f92d193fe2dd6d9bc609045e1f,parts/L01/L01_THIGH_TIE_Z355/L01_THIGH_TIE_Z355.svg,24537,e082012fcc6d64f461eab03036b0ff18a2f88e716676565aa9d5f2c599f12637,parts/L01/L01_THIGH_TIE_Z355/L01_THIGH_TIE_Z355_largest-face-profile.dxf,20716,c6ec7c6f93842f9ae522b0eb6721cb6b1661696e3590a795b7bdd40dca8a4bf6,944.882887,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F01_SOLE_CARRIER,F01,foot sole carrier,86.000 x 138.000 x 2.500 mm,13509.571319,0.036475843,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,"2.5D CNC candidate; local ankle/sole bosses, pressure distribution and stiffness proof open",FIXED FRAME,parts/F01/F01_SOLE_CARRIER/F01_SOLE_CARRIER.step,142389,04645d36b5564c888ec7e39dc409d0a4e3b7d2ca6ea639659e7ac5bdea312f56,parts/F01/F01_SOLE_CARRIER/F01_SOLE_CARRIER.svg,24208,14a091bd037fbce1310f0d528dd5692f1eee342867f1be5059abb3b1d3fa0365,parts/F01/F01_SOLE_CARRIER/F01_SOLE_CARRIER_largest-face-profile.dxf,20746,a2b18665816a472fbfde323dc21851b571d81ae2243e6fe45e1cc3134452127d,5023.354469,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F01_TOP_BRIDGE,F01,foot top bridge,68.000 x 86.000 x 2.500 mm,7655.813984,0.020670698,6061-T651 2.5 MM WINDOWED PLATE CANDIDATE,2.5D CNC candidate; ankle load and stiffness proof open,FIXED FRAME,parts/F01/F01_TOP_BRIDGE/F01_TOP_BRIDGE.step,142593,b3126bfb671b973d7b614891618bc93307754ad2e16198b909a3f2598aa3790e,parts/F01/F01_TOP_BRIDGE/F01_TOP_BRIDGE.svg,24362,0ddd9c1b120139745e84144a4090a1a161a899a4e96878c402ba00d6d12665c8,parts/F01/F01_TOP_BRIDGE/F01_TOP_BRIDGE_largest-face-profile.dxf,20762,b31455494c06f9137f52ecf253f67b8d29707786fda9f7234ddd15a288f6f3fb,2802.206767,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_LINK_FRONT,A01,upper-arm link plate,41.386 x 28.000 x 145.994 mm,9114.000000,0.024607800,6061-T651 3.5 MM SLOTTED PLATE CANDIDATE,"2.5D CNC candidate; payload, impact, fatigue and joint-interface proof open",FIXED FRAME,parts/A01/A01_UPPER_ARM_LINK_FRONT/A01_UPPER_ARM_LINK_FRONT.step,31928,6bfcaf3943e7981abc16d1303e03f11be097b9d8a68e236d35ef2da2c7146099,parts/A01/A01_UPPER_ARM_LINK_FRONT/A01_UPPER_ARM_LINK_FRONT.svg,2097,8daf562e9ada71730c2ef9c9f89991c02bb954c76b000f340ce85fbf029c2dec,parts/A01/A01_UPPER_ARM_LINK_FRONT/A01_UPPER_ARM_LINK_FRONT_largest-face-profile.dxf,20067,848700b94ae92c0176a7e3addd85d5267fa8c842e5e8eac13a3ec28d059c212c,2604.000000,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_LINK_FRONT,A01,forearm link plate,8.498 x 26.000 x 145.034 mm,8617.000000,0.023265900,6061-T651 3.5 MM SLOTTED PLATE CANDIDATE,"2.5D CNC candidate; payload, impact, fatigue and joint-interface proof open",FIXED FRAME,parts/A01/A01_FOREARM_LINK_FRONT/A01_FOREARM_LINK_FRONT.step,32096,cb7981789d8ab1bedccab129cbd390c36b14e70a96bca14a30b37dfd5e9de93d,parts/A01/A01_FOREARM_LINK_FRONT/A01_FOREARM_LINK_FRONT.svg,2093,aacee12bc53a539ec0df726314f151c068d565b780b8a32d5ea10b061abdecf3,parts/A01/A01_FOREARM_LINK_FRONT/A01_FOREARM_LINK_FRONT_largest-face-profile.dxf,20048,ca31914f1add114295fff6983ba57ac72d58c7b372c5537e0a7d4882ea867994,2462.000000,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_LINK_REAR,A01,upper-arm link plate,41.386 x 28.000 x 145.994 mm,9114.000000,0.024607800,6061-T651 3.5 MM SLOTTED PLATE CANDIDATE,"2.5D CNC candidate; payload, impact, fatigue and joint-interface proof open",FIXED FRAME,parts/A01/A01_UPPER_ARM_LINK_REAR/A01_UPPER_ARM_LINK_REAR.step,31873,d430763d6a030d80d1bf6ec814f5146f5d7d27dd6d2c7fcd71ab7dd99b821276,parts/A01/A01_UPPER_ARM_LINK_REAR/A01_UPPER_ARM_LINK_REAR.svg,2109,320e70d0bc3bd41af736480907396e057c1fe4552bbe89d743cf5a6e3713d9f9,parts/A01/A01_UPPER_ARM_LINK_REAR/A01_UPPER_ARM_LINK_REAR_largest-face-profile.dxf,20068,039d796daccfe93d2b15660d10aeaf87bed981f8c9d59c7ad6766de16d156f0c,2604.000000,2,,,,INDIVIDUAL P0.1 CANDIDATE FILE - DRAWING/GD&T/MATERIAL/PROCESS/DFM/FAI/PHYSICAL VALIDATION OPEN,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
