part_id,module,primary_process_candidate,secondary_operations,finish_candidate,fixture_or_print_orientation,dfm_status,fai_status,release_state,warning
L01_SHIN_FRONT_COVER,L01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_SHIN_REAR_COVER,L01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_FRONT_COVER,L01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L01_THIGH_REAR_COVER,L01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F01_TOP_COVER,F01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_FRONT_COVER,A01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_UPPER_ARM_REAR_COVER,A01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_FRONT_COVER,A01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A01_FOREARM_REAR_COVER,A01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
G01_PALM_REAR_COVER,G01,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_FRONT,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_FRONT,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_SIDE_REAR,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_SIDE_REAR,L02,2.5D CNC/waterjet candidate; edge finish and flatness open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z72,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z135,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_TIE_Z183,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z235,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z300,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_THIGH_TIE_Z355,L02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_SOLE_CARRIER,F02,2.5D CNC candidate; sole interface open,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
F02_TOP_BRIDGE,F02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_FRONT,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_FRONT,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_UPPER_ARM_LINK_REAR,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
A02_FOREARM_LINK_REAR,A02,2.5D CNC candidate,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_FRONT_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
L02_SHIN_REAR_COVER,L02,FDM/SLS candidate; orientation and process qualification required,holes/threads/inserts/edge finishing/support removal/post-process SELECTION REQUIRED,deburr and safe edge baseline; coating/surface treatment SELECTION REQUIRED,SELECTION REQUIRED,NOT REVIEWED,NOT EXECUTED,PROCESS ROUTE CANDIDATE ONLY - NOT RELEASED,"PRELIMINARY - CONFIGURATION AND PACKAGING CAD ONLY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, POWERED TESTING, MOTION, OR ENERGIZATION"
