acceptance_id,criterion,execution_state,result,evidence_uri,approver,warning
ACC-11,P1.17 PIOBS1 selected terminals match the passive Pi carrier and omitted Pi positions remain no-copper,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-12,"Observation assemblies and harnesses receive independent electrical, DFM and physical acceptance before any work release",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-13,All five integrated custom-part files are byte-identical to the R213 P0.2 binding,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-14,P0.8 hole axes and complete transform/interface schedules match the controlled definition,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-15,"P0.8 collision, continuous-clearance and J2 stop evidence reproduce under the dedicated checker",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-16,Physical DFM/FAI/fit/proof evidence and qualified mechanical acceptance are complete before any work release,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-17,All 66 R221 endpoints map exactly once into 55 R222 two-ended conductors,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-18,P1.18 adds only five topology nodes while P1.15 logic remains unchanged,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-19,XD24/XD0/XN1/XN2/XN3 identities and terminal allocations match native ECAD,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-20,Five node envelopes and DR5/WD4 lie inside the controlled backplate planning boundary,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-21,RAIL-B and DUCT-A arithmetic retains positive pre-kerf residual without increasing stock quantity,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-22,BOM-092 through BOM-095 and revised BOM-083/084/085 are fully covered and held,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-23,"Every cut length, terminal entry, hole, termination and physical result remains unreleased",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-24,Independent qualified review and every affected gate remain open,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-25,BOM-096 exact item and hold classification match the current Phoenix Contact source,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-26,WD5 envelope fits the controlled backplate with declared nominal gaps,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-27,Existing DUCT-A residual is not reused for WD5,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-28,"Junction, fill, conductor and physical evidence remain unresolved",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-29,P1.15 remains current and P1.21 remains unaccepted,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-30,Belden 3057 BL005 current exact identity and held status are independently confirmed,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-31,Seven P1.21 endpoints and route lengths match P1.21/R240 sources,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-32,WD5 and segment-specific WD2 arithmetic is independently reproduced,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-33,Blue wire and XD24/XD0 component-color convention is qualified and frozen,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-34,DCR/cut/voltage/protection/thermal and full occupancy evidence is accepted,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-35,P1.15 remains current and P1.21/R242 remain unaccepted until formal disposition,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-36,"Both ferrule identities, order quantities and endpoint counts are independently confirmed",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-37,All fourteen P1.21 endpoints match the P1.21/R242 source schedule,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-38,CRIMPFOX 6 and the exact ferrules are confirmed as the current Phoenix UL combination,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-39,Both ferrule formats pass the accepted received-lot strip/crimp and 40 N / 60 s coupon plan,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-40,"All terminal fits, torque settings, bits, calibration and installed retention evidence are accepted",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-41,P1.15 remains current and P1.21/R243 remain unaccepted until formal disposition,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-42,The 4.4 ohm/1000 ft at 20 C nominal source and SI conversion are independently reproduced,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-43,All planning lengths and four numeric calculations match controlled R242 routes,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-44,Every calculation is labeled one-way centerline conductor-only and not accepted,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-45,Pilz and Phoenix exact driver bits remain selection required absent explicit current pairing,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-46,"Received DCR, cuts, return/contact/source/load/temperature/protection inputs are accepted",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-47,P1.15 remains current and P1.21/R244 remain unaccepted until formal disposition,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-48,All five P0.3 custom-part rows name the integrated P0.8 architecture and retain the fifteen prior artifact hashes,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-49,Both firmware configurations bind the exact eight-record source manifest SHA-256,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-50,Physical/HIL acceptance remains a separate immutable evidence hash and is not inferred from source identity,NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
ACC-51,"Successor shop drawings, datum/GD&T, RFQ and part-specific assembly definition receive qualified acceptance",NOT EXECUTED,OPEN,,,"PRELIMINARY - NOT APPROVED FOR PROCUREMENT, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
