occ_face_tag_diagnostic_only,face_signature_sha256,geometry_type,bbox_mm_json,exact_occ_area_mm2,mapped_quadratic_facets,mesh_quadratic_area_mm2,absolute_area_error_mm2,relative_area_error,maximum_six_node_deviation_mm,maximum_q8_surface_deviation_mm,rms_q8_surface_deviation_mm,area_within_0p25_percent,surface_deviation_within_0p005_mm,warning
11,effcc59b7b2b01adeaf866da6d6ae96bf4afbe8f5b70f9c89eb85260c6e6b053,Plane,"[-22.0000001,-1e-07,19.9999999,22.0000001,9.5250001,20.0000001]",419.1,426,419.1,0.0,0.0,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
12,cf84f26043ad4bcd8bb77d5f2023da13d87406256f4d24fe34d40366f98b85de,Cylinder,"[21.9999999,-1e-07,17.9999999,24.0000001,9.5250001,20.0000001]",28.47820153,316,28.478149854040367,5.1675959632291324e-05,1.8145794627464078e-06,1.9885678126963356e-13,1.801504297116821e-05,4.658373227085548e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
13,6c99ca00d2708b6007ec10c40dc1febae253df2024dc9e2ec3f506e46c0dff75,Cylinder,"[-17.3500001,-1e-07,6.6499999,-14.6499999,9.5250001,9.3500001]",80.793909069,386,80.79034035749198,0.0035687115080094145,4.417055133403246e-05,3.552713678800501e-15,0.00023964893544285173,7.370099098612926e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
14,99aaaaa9cccda81ff434bd7efd8be2268bdce6fa99e16093fba7f797ce618004,Cylinder,"[-17.3500001,-1e-07,-9.3500001,-14.6499999,9.5250001,-6.6499999]",80.793909069,386,80.790340357492,0.0035687115079952036,4.4170551333856565e-05,3.552713678800501e-15,0.00023964893544074415,7.370099098620706e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
15,18dff3957a41056153727cb624b7877093191d191a856f3b0ad9f4135e006e1d,Cylinder,"[-2.7500001,2.8999999,7.2499999,2.7500001,9.5250001,12.7500001]",114.471782315,496,114.47142013268518,0.0003621823148165504,3.1639440523421573e-06,2.5121479338940403e-15,3.449133072935233e-05,1.0773035957514867e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
16,229a0f69e59f2933691d79cf56e727680f714d55242bfaad3b320cde331c9690,Cylinder,"[14.6499999,-1e-07,6.6499999,17.3500001,9.5250001,9.3500001]",80.793909069,386,80.79036245146985,0.0035466175301479552,4.3897090399711395e-05,3.552713678800501e-15,0.00023979561467017425,7.328563474667224e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
17,4cc97cff564f9ba60d1df79a04b8ccb5e6063b54be5c8435ec8c219447702c26,Cylinder,"[-2.7500001,2.8999999,-12.7500001,2.7500001,9.5250001,-7.2499999]",114.471782315,496,114.47142013268518,0.0003621823148165504,3.1639440523421573e-06,2.220446049250313e-15,3.4491330729425914e-05,1.077303595746542e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
18,37148cc113af92dee8ca91e1b0bb013abed4fb6a7a498fcb9698ce5c978fd250,Cylinder,"[14.6499999,-1e-07,-9.3500001,17.3500001,9.5250001,-6.6499999]",80.793909069,386,80.79036245146986,0.0035466175301337444,4.389709039953551e-05,1.7763568394002505e-15,0.00023979561466575366,7.32856347466502e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
19,4e1e0f126b67afed8b5d7ae6bddc7a5ec1fc543bfa19c6ee4a9183d07c0afa35,Plane,"[53.9999999,-1e-07,-18.0000001,54.0000001,8.5250001,20.0000001]",323.95,252,323.95000000000005,5.684341886080802e-14,1.754697294669178e-16,0.0,1.4210854715202004e-14,7.105427357601002e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
20,5eb21476e0778ebe3df6629608818c3e408bbf421f3270e22a51823928924894,Plane,"[23.9999999,-1e-07,-8.0000001,24.0000001,8.5250001,18.0000001]",221.65,263,221.64999999999998,2.842170943040401e-14,1.2822787922582453e-16,0.0,7.105427357601002e-15,3.2023728339893768e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
21,10055dbaf52802979d553e513778f493c6239cd9fff00d160e275df1cb96f14c,Cylinder,"[51.9999999,-1e-07,19.9999999,54.0000001,8.5250001,22.0000001]",26.782077372,25,26.77386991546062,0.008207456539381042,0.00030645332045682664,3.552713678800501e-15,0.0031442253335329552,0.0007095244099353376,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
22,2f79122466c36cdecaf959b0a835a8fe499208fee6c16e941c25013fea717174,Cylinder,"[23.9999999,-1e-07,-10.0000001,26.0000001,8.5250001,-7.9999999]",26.782077372,14,26.771949881413413,0.010127490586587129,0.00037814432562184927,1.7763568394002505e-15,0.0014430950006429576,0.000918365394691585,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
23,0984f5e70cef0d8935881158edba078739a03fc08ac3022c296276413075e7f2,Plane,"[35.9999999,-1e-07,21.9999999,52.0000001,8.5250001,22.0000001]",136.4,113,136.39999999999998,2.842170943040401e-14,2.0837030374196485e-16,0.0,7.105427357601002e-15,3.66205343881779e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
24,b58dd24d296871c906e2326a0f66cd1f443da10630f3bbf4ac6f529f9c39fe94,Plane,"[25.9999999,-1e-07,-10.0000001,32.0000001,8.5250001,-9.9999999]",51.15,20,51.14999999999998,2.1316282072803006e-14,4.1674060748392975e-16,0.0,3.552713678800501e-15,1.6011864169946884e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
25,c0b15e672cca48ed0a72e57bdb56ad5599d1de13d9f89a12b06623cfa0f12968,Cylinder,"[33.9999999,-1e-07,19.9999999,36.0000001,8.5250001,22.0000001]",26.782077372,25,26.77383581542603,0.008241556573970854,0.00030772656129308317,3.552713678800501e-15,0.003178298173337515,0.0007130539723636031,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
26,402ae35bba8d2fcdd80ee30c0316001a18dfbb6ee91582681c9583df26325ec6,Cylinder,"[31.9999999,-1e-07,-10.0000001,34.0000001,8.5250001,-7.9999999]",26.782077372,14,26.771949881413427,0.010127490586572918,0.00037814432562131866,1.7763568394002505e-15,0.0014430950006504844,0.0009183653946914927,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
27,97b46374d3305e0fb3c0b486a1ea8406cadeb0b55a871d783c8928f3cab29c55,Plane,"[33.9999999,-1e-07,-8.0000001,34.0000001,8.5250001,20.0000001]",238.7,140,238.7,0.0,0.0,0.0,1.4210854715202004e-14,5.617333549722722e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
28,3e90fe3ba550ad5d69f7fdbd85c9a856cda26386f9e8d37b381d086f2e479a4c,Cylinder,"[37.7999999,8.0049999,-19.2000001,39.8000001,8.5250001,-17.1999999]",1.63362818,15,1.6336169836337655,1.1196366234589306e-05,6.853680887525646e-06,3.552713678800501e-15,6.840343540306748e-05,1.987638799752461e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
29,ed0311aaf19ea853cdac1671fd52b56dc3fd21371f6b6fbce57e5186afe4b6fb,Plane,"[37.7999999,8.0049999,-17.2000001,37.8000001,8.5250001,19.2000001]",18.928,214,18.92799999999998,2.1316282072803006e-14,1.1261772016485104e-15,0.0,1.4210854715202004e-14,5.329070518200751e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
30,e652176561be4f557a83ef63fa7f706a66e1f2cbf43f67d3393cfc11fa27fb0b,Cylinder,"[37.7999999,8.0049999,19.1999999,39.8000001,8.5250001,21.2000001]",1.63362818,15,1.633616983045889,1.1196954111003521e-05,6.8540407468996525e-06,3.552713678800501e-15,6.845477301618663e-05,1.987658270971952e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
31,c2d4fd371c2739ac9018a8ef4464ae24488b3171a401ed2df92b28674bfe461d,Plane,"[39.7999999,8.0049999,21.1999999,48.2000001,8.5250001,21.2000001]",4.368,45,4.3679999999999986,1.7763568394002505e-15,4.066751005952954e-16,0.0,1.0658141036401503e-14,3.871479975306501e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
32,0b133b656f5e80c32f246112a128db908c59b2cd42de756aba77abaee00fafa0,Cylinder,"[48.1999999,8.0049999,19.1999999,50.2000001,8.5250001,21.2000001]",1.63362818,30,1.6336260110957095,2.168904290611451e-06,1.3276609189071718e-06,3.552713678800501e-15,6.702820116041846e-06,3.4112095754963577e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
33,c118830f816e5a74114e6312876778282505fb8faa02eda48b044c226a8182ea,Plane,"[50.1999999,8.0049999,-17.2000001,50.2000001,8.5250001,19.2000001]",18.928,134,18.927999999999983,1.7763568394002505e-14,9.384810013737587e-16,0.0,1.4210854715202004e-14,6.4047456679787536e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
34,08d0f4a47e29479adfc4287e49fb2260115130388a5544d20e0e237915466d01,Cylinder,"[48.1999999,8.0049999,-19.2000001,50.2000001,8.5250001,-17.1999999]",1.63362818,15,1.633616982745893,1.119725410703154e-05,6.8542243847872035e-06,3.552713678800501e-15,6.84571393721726e-05,1.987691998239456e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
35,0576bac3916eaaad318d2113de72e7b48fa405d8fa4e80fd721c24068baef432,Plane,"[39.7999999,8.0049999,-19.2000001,48.2000001,8.5250001,-19.1999999]",4.368,34,4.368000000000002,1.7763568394002505e-15,4.066751005952954e-16,0.0,3.552713678800501e-15,2.945754565036118e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
36,1cbfeffe7c693af561121d1857ab9e77a3ec1520291bd3776687375db5f88c68,Plane,"[-54.0000001,-1e-07,-18.0000001,-53.9999999,8.5250001,20.0000001]",323.95,252,323.95,0.0,0.0,0.0,1.4210854715202004e-14,7.105427357601002e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
37,c017cc92f2fae444654a92c4d80dbc9de6a233236c6c4441dc82beb748abebf1,Cylinder,"[-54.0000001,-1e-07,19.9999999,-51.9999999,8.5250001,22.0000001]",26.782077372,25,26.773869845517645,0.00820752648235512,0.0003064559320157848,3.552713678800501e-15,0.00314422533352797,0.0007095242470751537,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
38,252525d7fd449822806816e369ca0c0fc3a84a52c504a6378755d8b0a0f550bb,Plane,"[-52.0000001,-1e-07,21.9999999,-35.9999999,8.5250001,22.0000001]",136.4,100,136.39999999999998,2.842170943040401e-14,2.0837030374196485e-16,0.0,7.105427357601002e-15,3.66205343881779e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
39,42301a2451a9f18ac4260b397e67445dbef10d3b45cdde24965c73862fb1dcc0,Cylinder,"[-36.0000001,-1e-07,19.9999999,-33.9999999,8.5250001,22.0000001]",26.782077372,25,26.773835815426033,0.008241556573967301,0.0003077265612929505,3.552713678800501e-15,0.003178298173337515,0.000713053972363374,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
40,9fadfe5ecb360c57b13ca8ff067af9a28370f8c51ebe6cd40bcbcec38cd5c26c,Plane,"[-34.0000001,-1e-07,-8.0000001,-33.9999999,8.5250001,20.0000001]",238.7,140,238.70000000000005,5.684341886080802e-14,2.38137489990817e-16,0.0,1.4210854715202004e-14,5.617333549722722e-15,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
41,6836e5da23a6a5207f5aef46e1c11e7778dcff48826f0fa0b0c827d93c17d48b,Torus,"[-37.866565826,-2.0000001,13.133434174,-31.9999999,1e-07,19.0000001]",13.456023495,169,13.456001398304565,2.209669543518089e-05,1.6421415616130276e-06,7.32410687763558e-15,0.0003876699119515695,7.57449919258484e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
42,77f766127591dced4d2a6dfa336cb97d065edd44cabdbad649f7d6ed662b9aee,Cylinder,"[-36.0000001,-2.0000001,18.9999999,-33.9999999,1e-07,20.0000001]",3.141592654,44,3.141587979281067,4.674718933284083e-06,1.4880092514005741e-06,1.7763568394002505e-15,1.0546452876430168e-05,3.86410700146937e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
43,845a66cc10c46ad4d1161a3dafeeb54ca5a22647c3b578d9fc1d6fb7c0182333,Cylinder,"[-52.0000001,-2.0000001,19.9999999,-35.9999999,1e-07,22.0000001]",50.265482457,130,50.25458047058521,0.01090198641478679,0.00021688812843113523,1.1102230246251565e-15,0.002273672490157698,0.0003492362758568234,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
44,019b05dfce3c1b76ec54e93266c4de38d6e1f6a87e179412e587c97f4d80fb38,Cylinder,"[-54.0000001,-2.0000001,-18.0000001,-51.9999999,1e-07,20.0000001]",119.380520836,1138,119.38024815408787,0.0002726819121363633,2.284140747810628e-06,1.9984014443252818e-15,1.866311443856967e-05,5.602857596408238e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
45,60d262a2f5b1f29448375e661596687beaad19d141a721a7e22ad82cb6a6cf12,Cylinder,"[-52.0000001,-2.0000001,-20.0000001,-13.9999999,1e-07,-17.9999999]",119.380520836,1138,119.38024815392055,0.0002726820794549667,2.2841421493676176e-06,1.1102230246251565e-15,1.866311442079415e-05,5.602860030501898e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
46,630e9757a4038c0acc9dd0729332dec6fbfa4422f61a660806165fd5a2e9a98d,Cylinder,"[-14.0000001,-2.0000001,-18.0000001,-11.9999999,1e-07,15.0000001]",100.916844798,1030,100.91674194629803,0.00010285170196766558,1.0191727869964473e-06,3.236989322814473e-08,0.00031114133143142844,1.4529945810619991e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
47,0d9ee57832e8f50edd6fdf05c90faf2640656d2f2aaab18e5650c66223ecd994,Cylinder,"[-18.6000001,-15.8750001,-10.6000001,-13.3999999,1e-07,-5.3999999]",259.164425435,1211,259.1634864483687,0.0009389866312972117,3.623130874236114e-06,1.4328478028284246e-08,5.063799972419946e-05,1.1707559990911162e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
48,5913c07ad065efcee623cc4d0459cafacb31e2eb728297f5564d4eb86c5b4a04,Cylinder,"[-18.6000001,-15.8750001,5.3999999,-13.3999999,1e-07,10.6000001]",259.164425435,1211,259.1634933911232,0.0009320438767872474,3.596341879186693e-06,1.4328513996048394e-08,5.7291960669166e-05,1.1619329571857227e-05,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
49,8cab5c204226990260bee90200689c89de26d24e306ee22b484b9f2f29d5f0f5,Cylinder,"[-32.0000001,-2.0000001,14.9999999,-13.9999999,1e-07,17.0000001]",56.548667765,530,56.548526024028675,0.00014174097132269026,2.5065306916110734e-06,1.1102230246251565e-15,2.1810966235539865e-05,6.101783902693358e-06,True,True,"PRELIMINARY - TARGETED B-REP FIDELITY REMESH EVIDENCE ONLY - NOT APPROVED FOR PROCUREMENT, QUOTATION, FABRICATION, ASSEMBLY, CONNECTION, POWERED TESTING, MOTION, OR ENERGIZATION"
